#,Name,Team,IP,wFA/C,wFC/C,wFS/C,wSI/C,wCH/C,wSL/C,wCU/C,wCS/C,wKN/C,wSB/C,Year,YearDate
739,Jesse Chavez,ATL,33.2,-3.10,1.22, ,4.68,-2.61,-1.67, , , , ,2021.0,2021-01-01
740,Paul Campbell,MIA,26.2,-3.13,1.60, , ,2.38,-1.13,-0.76, , , ,2021.0,2021-01-01
741,Bruce Zimmermann,BAL,64.1,-3.17, , , ,-0.13,1.66,1.96, , , ,2021.0,2021-01-01
742,Domingo Acevedo,OAK,11.0,-3.23, , , ,0.28,4.41, , , , ,2021.0,2021-01-01
743,Kaleb Ort,BOS,0.1,-3.25, , , , ,-6.01, , , , ,2021.0,2021-01-01
744,Robert Stock,- - -,9.0,-3.28,5.75, , ,-7.64,3.03,-2.42, , , ,2021.0,2021-01-01
745,Brett Phillips,TBR,1.0,-3.29, , , , , , , , , ,2021.0,2021-01-01
746,Nick Nelson,NYY,14.1,-3.29, , , ,0.18,1.51,-0.24, , , ,2021.0,2021-01-01
747,Seth Frankoff,ARI,14.2,-3.31,-2.30, , ,-0.09, ,-6.90, , , ,2021.0,2021-01-01
748,Tanner Roark,TOR,7.0,-3.40, , ,1.66,3.93,-5.69,-1.99, , , ,2021.0,2021-01-01
749,Eric Sogard,CHC,4.1,-3.41, , , , , , , , , ,2021.0,2021-01-01
750,Carl Edwards Jr.,- - -,5.2,-3.42, , , , , ,-7.29, , , ,2021.0,2021-01-01
751,Carson Fulmer,CIN,25.2,-3.44, , , ,0.87,0.92,3.06, , , ,2021.0,2021-01-01
752,Jorge Guzman,MIA,1.2,-3.49, , , ,-5.99,-3.30, , , , ,2021.0,2021-01-01
753,Jordan Weems,- - -,5.2,-3.52, ,-1.82, , ,0.56,-9.18, , , ,2021.0,2021-01-01
754,Shawn Morimando,MIA,10.1,-3.54,-3.47, ,-9.72,-2.12, ,0.02, , , ,2021.0,2021-01-01
755,Mitch Moreland,OAK,1.0,-3.58, , ,2.44,-1.09, ,7.08, , , ,2021.0,2021-01-01
756,Brody Koerner,NYY,3.0,-3.58,-0.22, ,0.06,13.44,5.53,-3.58, , , ,2021.0,2021-01-01
757,Ryan Buchter,ARI,16.1,-3.59,2.04, ,8.27, , ,-1.32, , , ,2021.0,2021-01-01
758,Jerad Eickhoff,NYM,19.2,-3.63, ,-23.28,-4.23,2.41,-3.31,-2.53, , , ,2021.0,2021-01-01
759,Thomas Hatch,TOR,9.1,-3.64, , ,-4.00,0.80,-0.18, , , , ,2021.0,2021-01-01
760,R.J. Alaniz,CIN,2.2,-3.65, , ,3.89,-0.29,-1.55, , , , ,2021.0,2021-01-01
761,James Hoyt,LAA,8.0,-3.69, ,-32.98,-3.79, ,-0.45, , , , ,2021.0,2021-01-01
762,J.B. Bukauskas,ARI,17.1,-3.76, , ,-3.58,-4.12,-0.09, , , , ,2021.0,2021-01-01
763,Mike Tauchman,SFG,1.0,-3.83, , , , , , , , , ,2021.0,2021-01-01
764,Wandy Peralta,- - -,51.0,-3.87, , ,-0.41,2.76,-3.53, , , , ,2021.0,2021-01-01
765,Miguel Sanchez,MIL,26.0,-3.88, , , ,1.84,0.04, , , , ,2021.0,2021-01-01
766,Andrew Bellatti,MIA,3.1,-3.88, , , ,3.31,-0.43, , , , ,2021.0,2021-01-01
767,Tommy Hunter,NYM,8.0,-3.92,1.10, ,5.52, , ,-1.71, , , ,2021.0,2021-01-01
768,Preston Guilmet,MIA,2.0,-3.92, ,-0.42, , ,-0.19, , , , ,2021.0,2021-01-01
769,Corbin Martin,ARI,16.0,-3.97, , , ,-2.61,3.21,-1.88, , , ,2021.0,2021-01-01
770,Daniel Camarena,SDP,9.1,-3.97, , ,-2.82,3.49,-3.69,5.11, , , ,2021.0,2021-01-01
771,Oliver Perez,CLE,3.2,-4.03, , ,1.41, ,1.84, , , , ,2021.0,2021-01-01
772,Alex Young,- - -,52.0,-4.03,-2.60, ,0.85,-2.62, ,0.62, , , ,2021.0,2021-01-01
773,Zack Burdi,- - -,10.0,-4.05, , , ,-0.75,-2.11, , , , ,2021.0,2021-01-01
774,Lance McCullers Jr.,HOU,162.1,-4.10,-1.51, ,-0.33,-0.33,1.40,1.72, , , ,2021.0,2021-01-01
775,Jace Fry,CHW,6.2,-4.17, , ,4.04,5.87,-10.48,-0.28, , , ,2021.0,2021-01-01
776,Jordan Hicks,STL,10.0,-4.22, , ,0.94,12.92,-1.30, , , , ,2021.0,2021-01-01
777,Brent Honeywell,TBR,4.1,-4.24, , , ,-2.90,0.86, , , ,12.00,2021.0,2021-01-01
778,Asher Wojciechowski,NYY,4.0,-4.33,-3.97, , , ,6.24,-0.45, , , ,2021.0,2021-01-01
779,Zack Godley,MIL,3.1,-4.35,2.58, ,-20.72,-6.53, ,-4.57, , , ,2021.0,2021-01-01
780,Joe Mantiply,ARI,39.2,-4.38, , ,-1.84,1.65,0.14, , , , ,2021.0,2021-01-01
781,Shaun Anderson,- - -,23.1,-4.39, , ,-1.64,-8.31,-1.37,3.29, , , ,2021.0,2021-01-01
782,Pedro Strop,CHC,2.0,-4.41,4.97, ,-6.26, ,0.00, , , , ,2021.0,2021-01-01
783,Paul Blackburn,OAK,38.1,-4.50,-0.37, ,-2.43,3.34, ,-2.96, , , ,2021.0,2021-01-01
784,Clarke Schmidt,NYY,6.1,-4.58, , ,0.10,-0.81,-2.26,-4.99, , , ,2021.0,2021-01-01
785,Deivi Garcia,NYY,8.1,-4.59, , , ,3.16,3.15,-2.97, , , ,2021.0,2021-01-01
786,Daulton Jefferies,OAK,15.0,-4.60,11.25, ,0.97,3.08,-5.47, , , , ,2021.0,2021-01-01
787,Joan Adon,WSN,5.1,-4.62, , , ,0.85,4.20, , , , ,2021.0,2021-01-01
788,Randy Dobnak,MIN,50.2,-4.63, , ,0.66,-5.56,-4.73, , , , ,2021.0,2021-01-01
789,Ryan Feltner,COL,6.1,-4.65, , , ,4.78,-1.62,-3.33, , , ,2021.0,2021-01-01
790,Jonathan Loaisiga,NYY,70.2,-4.88, , ,1.82,1.58,2.11,10.79, , , ,2021.0,2021-01-01
791,Albert Almora Jr.,NYM,1.0,-4.89, , , , , , , , , ,2021.0,2021-01-01
792,Humberto Mejia,ARI,22.1,-4.98, , ,1.43,-2.54,-0.70,-5.01, , , ,2021.0,2021-01-01
793,Jake Newberry,KCR,4.1,-5.00, , , ,-2.01,-3.34, , , , ,2021.0,2021-01-01
794,Javy Guerra,WSN,6.0,-5.07,0.05, ,9.30,-9.93,-15.28,-1.25, , , ,2021.0,2021-01-01
795,Vinny Nittoli,SEA,1.0,-5.07, , , , ,-4.51, , , , ,2021.0,2021-01-01
796,Keury Mella,ARI,1.2,-5.15, , ,-21.71,-1.48,-5.82, , , , ,2021.0,2021-01-01
797,Ty Tice,- - -,8.0,-5.24, , , , ,2.69,-1.37, , , ,2021.0,2021-01-01
798,Mac Sceroler,BAL,7.2,-5.47, , , ,-4.71,-8.81,-3.07, , , ,2021.0,2021-01-01
799,Tyler Beede,SFG,1.0,-5.49, , , ,2.67, ,-7.30, , , ,2021.0,2021-01-01
800,Sean Poppen,- - -,22.2,-5.49, , ,0.76,-1.23,-2.63, , , , ,2021.0,2021-01-01
801,Thomas Eshelman,BAL,27.2,-5.52, , ,-1.46,-1.35,0.11,-3.83, , , ,2021.0,2021-01-01
802,Chris Devenski,ARI,7.1,-5.54, , , ,-0.53,0.67,5.42, , , ,2021.0,2021-01-01
803,Drew Carlton,DET,3.2,-5.58, , , ,10.34,-6.96, , , , ,2021.0,2021-01-01
804,Luis Madero,MIA,12.0,-5.64, , , ,9.27,-1.54, , , , ,2021.0,2021-01-01
805,Yermin Mercedes,CHW,1.0,-5.64, , , ,-10.60,-2.85, , , , ,2021.0,2021-01-01
806,Jay Flaa,- - -,2.2,-5.67, ,3.00, , ,-1.48,7.17, , , ,2021.0,2021-01-01
807,Alex Claudio,LAA,32.2,-5.69, , ,1.22,-2.68,0.09, , , , ,2021.0,2021-01-01
808,Thomas Szapucki,NYM,3.2,-5.80, , , ,-5.07, ,5.15, , , ,2021.0,2021-01-01
809,Jordan Luplow,TBR,1.0,-5.99, , , , , , , , , ,2021.0,2021-01-01
810,Bryan Holaday,ARI,1.0,-6.03, , , , , ,-8.56, , , ,2021.0,2021-01-01
811,Josh Osich,CIN,14.1,-6.19,1.49, ,1.76,-4.32,-9.76, , , , ,2021.0,2021-01-01
812,Brusdar Graterol,LAD,33.1,-6.21,-4.32, ,0.49, ,0.88, , , , ,2021.0,2021-01-01
813,Wyatt Mills,SEA,12.2,-6.26, , ,-0.68, ,-1.47, , , , ,2021.0,2021-01-01
814,Tommy Milone,TOR,14.0,-6.44, , , ,0.61,-2.13,2.82, , , ,2021.0,2021-01-01
815,John Nogowski,PIT,3.0,-6.45, , , , , , , , , ,2021.0,2021-01-01
816,Stephen Strasburg,WSN,21.2,-6.47, , ,2.30,-4.33, ,2.82, , , ,2021.0,2021-01-01
817,Edgar Santana,ATL,42.2,-6.53, , ,-0.03, ,1.25, , , , ,2021.0,2021-01-01
818,Mark Melancon,SDP,64.2,-6.65,1.07,0.97, , , ,2.05, , , ,2021.0,2021-01-01
819,Darin Ruf,SFG,1.0,-6.75, , , , , , , , , ,2021.0,2021-01-01
820,Kutter Crawford,BOS,2.0,-6.87,-4.59,-9.18, , , ,-2.72, , , ,2021.0,2021-01-01
821,Christian Arroyo,BOS,1.0,-6.88, , , , , , , , , ,2021.0,2021-01-01
822,Brady Singer,KCR,128.1,-6.96, , ,-0.80,-1.04,-0.21, , , , ,2021.0,2021-01-01
823,Tyler Chatwood,- - -,32.0,-7.01,1.76, ,0.49,-0.26, ,-2.32, , , ,2021.0,2021-01-01
824,Nick Ramirez,SDP,20.1,-7.12,3.98, ,-1.22,-1.09,-0.33,-5.75, , , ,2021.0,2021-01-01
825,Zach Pop,MIA,54.2,-7.44, , ,0.63, ,-0.76, , , , ,2021.0,2021-01-01
826,Ronald Torreyes,PHI,2.2,-7.52, , , , , , , , , ,2021.0,2021-01-01
827,Tayler Saucedo,TOR,25.2,-7.55, , ,0.70,-1.28,2.24,2.16, , , ,2021.0,2021-01-01
828,Bernardo Flores Jr.,STL,0.0,-7.59, , , ,-0.06, ,-19.31, , , ,2021.0,2021-01-01
829,Sergio Romo,OAK,61.2,-7.60, , ,1.22,-1.80,0.42, , , , ,2021.0,2021-01-01
830,Andy Burns,LAD,1.0,-7.65, , , , , , , , , ,2021.0,2021-01-01
831,Colin Rea,MIL,6.0,-7.67,2.73, ,15.60,-12.55, ,3.43, , , ,2021.0,2021-01-01
832,Brooks Kriske,- - -,11.1,-7.67, ,-1.97, , ,-5.06, , , , ,2021.0,2021-01-01
833,Luis Guillorme,NYM,1.0,-7.72, , , , , , , , , ,2021.0,2021-01-01
834,Roel Ramirez,STL,0.1,-7.85, ,-6.53, , ,-0.02, , , , ,2021.0,2021-01-01
835,Felix Pena,LAA,1.2,-8.04, , ,-3.87,-9.78,-6.34, , , , ,2021.0,2021-01-01
836,Tim Mayza,TOR,53.0,-8.35, , ,2.11, ,-0.11, , , , ,2021.0,2021-01-01
837,Damon Jones,PHI,0.1,-8.36, , , , ,-6.95, , , , ,2021.0,2021-01-01
838,Jake Jewell,CHC,10.0,-8.42, , ,-0.05,-2.71,-3.66, , , , ,2021.0,2021-01-01
839,Aaron Northcraft,SDP,8.0,-8.60, , ,-0.25,-0.27,7.13, , , , ,2021.0,2021-01-01
840,Jonathan Arauz,BOS,1.0,-8.72, , , , , , , , , ,2021.0,2021-01-01
841,Jake Cronenworth,SDP,0.2,-8.78, , ,7.30, , , , , , ,2021.0,2021-01-01
842,Gregory Santos,SFG,2.0,-8.92, , , , ,-7.18, , , , ,2021.0,2021-01-01
843,Miguel Yajure,PIT,15.0,-9.00,0.18, ,-11.41,1.26,4.30,1.04, , , ,2021.0,2021-01-01
844,Kyle Lobstein,WSN,1.1,-9.24, , ,0.23,-6.45,-7.34,3.39, , , ,2021.0,2021-01-01
845,Diego Castillo,- - -,58.1,-9.28, , ,-1.53, ,2.64, , , , ,2021.0,2021-01-01
846,Brandon Drury,NYM,0.2,-9.33, , , , , , , , , ,2021.0,2021-01-01
847,Pedro Baez,HOU,4.1,-9.37, , , ,6.12,19.76, , , , ,2021.0,2021-01-01
848,Wilmer Difo,PIT,2.0,-9.60, , , , ,-9.18, , , , ,2021.0,2021-01-01
849,Dylan Lee,ATL,2.0,-9.82, , , ,-2.49,-1.27, , , , ,2021.0,2021-01-01
850,Joey Lucchesi,NYM,38.1,-10.05, ,2.70,0.80,0.98, , , , , ,2021.0,2021-01-01
851,Jonathan Stiever,CHW,0.0,-10.08, , ,-21.49,-5.50,-25.33, , , , ,2021.0,2021-01-01
852,Mickey Jannis,BAL,3.1,-10.30, , , , , , , ,-8.57, ,2021.0,2021-01-01
853,Josh Reddick,ARI,0.2,-10.82, , , , , , , , , ,2021.0,2021-01-01
854,David Peralta,ARI,1.0,-10.90, , , , , , , , , ,2021.0,2021-01-01
855,Peter Lambert,COL,5.2,-10.96, , , ,0.05,6.75,0.36, , , ,2021.0,2021-01-01
856,Fernando Abad,BAL,17.2,-12.25, , ,1.78,0.71,-2.35,-0.43, , , ,2021.0,2021-01-01
857,Anthony Bemboom,LAA,1.0,-12.29, , , , , , , , , ,2021.0,2021-01-01
858,Francisco Mejia,TBR,2.0,-12.37, , , , , , , , , ,2021.0,2021-01-01
859,Darren McCaughan,SEA,9.0,-12.43, , ,0.62,-9.75,2.59, , , , ,2021.0,2021-01-01
860,Dakota Hudson,STL,8.2,-12.60,1.80, ,5.31,-2.45,0.33, , , , ,2021.0,2021-01-01
861,Robel Garcia,HOU,1.0,-12.99, , , ,0.26,-16.95, , , , ,2021.0,2021-01-01
862,Austin Wynns,BAL,1.0,-13.63, , , ,9.96, , , , , ,2021.0,2021-01-01
863,Riley O'Brien,CIN,1.1,-13.68, , , ,-1.63,5.15, , , , ,2021.0,2021-01-01
864,Kevin Quackenbush,LAD,0.1,-14.83, , , , ,1.79,-1.94, , , ,2021.0,2021-01-01
865,Stephen Tarpley,NYM,0.0,-15.25, , ,-4.52, ,-14.04, , , , ,2021.0,2021-01-01
866,Ryan Castellani,COL,3.1,-19.91, , ,3.16,-4.29,-6.53,11.75, , , ,2021.0,2021-01-01
867,Brandon Dickson,STL,2.0,-23.75, , ,3.37,5.93, ,-2.75, , , ,2021.0,2021-01-01
868,Jesus Tinoco,COL,1.1,-34.31, , ,-7.08, , ,-3.73, , , ,2021.0,2021-01-01
869,Adam Kolarek,OAK,9.0,-73.42, , ,-1.43,-1.24,0.75, , , , ,2021.0,2021-01-01
870,Luis Avilan,WSN,5.0, , , ,-1.91,-2.80, ,0.18, , , ,2021.0,2021-01-01
871,Kenley Jansen,LAD,69.0, ,1.81, ,1.65, ,2.53, , , , ,2021.0,2021-01-01
872,Will Harris,WSN,6.0, ,-0.27, , , , ,-7.05, , , ,2021.0,2021-01-01
873,T.J. McFarland,STL,38.2, , , ,2.81,2.07,-5.52, , , , ,2021.0,2021-01-01
874,Zack Britton,NYY,18.1, , , ,0.26, , ,2.60, , , ,2021.0,2021-01-01
875,David Robertson,TBR,12.0, ,0.12, ,-12.49, ,-143.53,3.32, , , ,2021.0,2021-01-01
876,Lucas Luetge,NYY,72.1, ,0.91, , , ,-0.74,1.68, , , ,2021.0,2021-01-01
877,Chaz Roe,TBR,0.2, , , ,-1.02, ,-6.05, , , , ,2021.0,2021-01-01
878,Ryan Weber,- - -,9.2, ,-0.99, ,-1.02,9.75,-11.77,-19.32, , , ,2021.0,2021-01-01
879,Aaron Loup,NYM,56.2, ,1.32, ,2.81,3.96, ,-0.41, , , ,2021.0,2021-01-01
880,Jake Petricka,LAA,6.0, , , ,-3.20,0.99,-0.09, , , , ,2021.0,2021-01-01
881,Scott Alexander,LAD,15.1, , , ,0.33,-3.32,0.37, , , , ,2021.0,2021-01-01
882,Mike Kickham,LAD,2.0, , , ,-21.51, ,-4.86,2.84, , , ,2021.0,2021-01-01
883,Ryan Sherriff,TBR,14.2, , , ,-0.77,-5.32,1.01, , , , ,2021.0,2021-01-01
884,Colten Brewer,BOS,1.0, ,-10.50, , , ,-5.43,-1.59, , , ,2021.0,2021-01-01
885,Zach Davies,CHC,148.0, ,-1.41, ,-1.11,-0.67,-4.55,-0.43, , , ,2021.0,2021-01-01
886,Steven Matz,TOR,150.2, , , ,0.16,1.18,-2.21,-0.69, , , ,2021.0,2021-01-01
887,Alex Wood,SFG,138.2, , , ,0.94,-1.13,0.90, , , , ,2021.0,2021-01-01
888,Sam Moll,OAK,10.1, , , ,-0.53, ,1.89, , , , ,2021.0,2021-01-01
889,Justin Topa,MIL,3.1, , , ,-5.74, ,-9.98, , , , ,2021.0,2021-01-01
890,Eric Yardley,MIL,18.2, , , ,1.14,-4.08,-11.90, , , , ,2021.0,2021-01-01
891,Phillips Valdez,BOS,40.0, ,-1.86, ,0.24,-0.18,-1.32, , , , ,2021.0,2021-01-01
892,Miguel Castro,NYM,70.1, , , ,0.20,0.32,1.38, , , , ,2021.0,2021-01-01
893,Kent Emanuel,HOU,17.2, , , ,1.19,4.34,-0.58, , , , ,2021.0,2021-01-01
894,Wander Suero,WSN,42.2, ,-0.51, , ,-0.76, ,-4.51, , , ,2021.0,2021-01-01
895,Sean Manaea,OAK,179.1, , , ,-0.15,1.29,-0.39, , , , ,2021.0,2021-01-01
896,Aaron Bummer,CHW,56.1, ,-1.35, ,0.51,-2.08,3.16, , , , ,2021.0,2021-01-01
897,Sam Clay,WSN,45.0, , , ,-0.75,-3.20, ,0.76, , , ,2021.0,2021-01-01
898,Ryan Borucki,TOR,23.2, , , ,-0.15,-1.04,0.75, , , , ,2021.0,2021-01-01
899,Victor Gonzalez,LAD,35.1, , , ,0.25, ,-0.09, , , , ,2021.0,2021-01-01
900,Trevor Hildenberger,NYM,2.1, , , ,-2.23,-0.46,-5.00, , , , ,2021.0,2021-01-01
901,Erick Fedde,WSN,133.1, ,0.36, ,-1.34,-2.15,0.17, , , , ,2021.0,2021-01-01
902,Justin Lawrence,COL,16.2, , , ,-1.97, ,-0.21, , , , ,2021.0,2021-01-01
903,Dane Dunning,TEX,117.2, ,-1.99, ,0.55,-1.51,-1.19,-0.34, , , ,2021.0,2021-01-01
904,Andrew Vasquez,LAD,1.2, , , ,5.12, ,2.70, , , , ,2021.0,2021-01-01
905,Cristopher Sanchez,PHI,12.2, , , ,-0.79,0.38,-2.78, , , , ,2021.0,2021-01-01
906,Camilo Doval,SFG,27.0, ,-0.01, , , ,2.21, , , , ,2021.0,2021-01-01
907,Aaron Fletcher,SEA,3.2, , , ,-0.30,-1.02,-8.93, , , , ,2021.0,2021-01-01
908,Justin Bruihl,LAD,18.2, ,2.60, ,1.79, ,2.08, , , , ,2021.0,2021-01-01
909,Cooper Criswell,LAA,1.1, , , ,-8.46,-7.12,-4.16, , , , ,2021.0,2021-01-01
1,Alex Wood,SFG,130.2,29.94, , ,-0.07,0.40,-0.15, , , , ,2022.0,2022-01-01
2,Pablo Reyes,MIL,1.0,25.87, , , ,6.19, , , , , ,2022.0,2022-01-01
3,Easton McGee,TBR,3.0,20.19,7.55, ,3.96,-1.82,-5.39,-6.31, , , ,2022.0,2022-01-01
4,Franmil Reyes,CHC,1.0,15.29, , , , , ,-26.82, , , ,2022.0,2022-01-01
5,Phil Gosselin,LAA,1.0,14.29, , , , , , , , , ,2022.0,2022-01-01
6,Jakob Junis,SFG,112.0,13.22,3.99, ,-0.01,-3.68,0.19, , , , ,2022.0,2022-01-01
7,Clay Holmes,NYY,63.2,11.36, , ,1.10, ,1.31, , , , ,2022.0,2022-01-01
8,Joe Kelly,CHW,37.0,10.51, , ,-0.62,-1.91,-1.32,0.36, , , ,2022.0,2022-01-01
9,Michel Baez,SDP,2.0,10.48, , , ,1.62,-17.63, , , , ,2022.0,2022-01-01
10,Reese McGuire,BOS,1.0,10.07, , , , , , , , , ,2022.0,2022-01-01
11,Bowden Francis,TOR,0.2,9.64, , , ,-2.74,4.89,-23.53, , , ,2022.0,2022-01-01
12,Yonny Chirinos,TBR,7.0,9.04, ,2.56,-0.33, ,-0.20, , , , ,2022.0,2022-01-01
13,Brian Serven,COL,1.0,8.95, , , , , , , , , ,2022.0,2022-01-01
14,Matt Batten,SDP,2.0,8.56, , , ,-8.37, , , , , ,2022.0,2022-01-01
15,Sandy Leon,CLE,2.0,8.52, , , , , , , , , ,2022.0,2022-01-01
16,Justin Wilson,CIN,3.2,8.28,2.64, , , ,-5.74, , , , ,2022.0,2022-01-01
17,Jack Mayfield,LAA,1.0,8.22, , , , , , , ,-3.49, ,2022.0,2022-01-01
18,Taylor Rogers,- - -,64.1,8.13, , ,-0.21, ,0.32, , , , ,2022.0,2022-01-01
19,Orlando Arcia,ATL,1.0,7.50, , , ,4.13, , , , , ,2022.0,2022-01-01
20,Yency Almonte,LAD,35.1,7.49, , ,0.27,5.30,2.40, , , , ,2022.0,2022-01-01
21,Jake Reed,- - -,16.2,7.46,8.07, ,0.15,-3.87,-2.83, , , , ,2022.0,2022-01-01
22,Darin Ruf,NYM,2.0,7.44, , , , , , , , , ,2022.0,2022-01-01
23,Jermaine Palacios,MIN,0.2,7.27, , , , , , , , , ,2022.0,2022-01-01
24,Sheldon Neuse,OAK,3.2,7.16, , , , , , , , , ,2022.0,2022-01-01
25,Randal Grichuk,COL,1.0,6.66, , , , , , , , , ,2022.0,2022-01-01
26,Sean Doolittle,WSN,5.1,6.46, ,-4.28, , ,6.10, , , , ,2022.0,2022-01-01
27,Garrett Whitlock,BOS,78.1,6.44, , ,0.92,2.71,-2.03, , , , ,2022.0,2022-01-01
28,Kevin Plawecki,BOS,1.0,6.05, , , , , ,-13.96, , , ,2022.0,2022-01-01
29,J.P. Feyereisen,TBR,24.1,5.81, , , ,1.73,2.01, , , , ,2022.0,2022-01-01
30,Nick Mears,PIT,2.0,5.67, , , , ,-10.91,4.32, , , ,2022.0,2022-01-01
31,Ildemaro Vargas,WSN,1.0,5.53, , , , ,15.29,11.44, , , ,2022.0,2022-01-01
32,Dane Dunning,TEX,153.1,5.53,-0.77, ,-0.56,-0.62,-1.00, , , , ,2022.0,2022-01-01
33,Vinny Nittoli,PHI,2.0,5.52, , ,-35.62, ,3.32,-5.26, , , ,2022.0,2022-01-01
34,Ryan Hendrix,CIN,8.1,5.51, , ,-2.24,-4.60,-2.31, , , , ,2022.0,2022-01-01
35,Luis Ortiz,SFG,8.2,5.44, , ,0.15,0.15,7.25,-7.52, , , ,2022.0,2022-01-01
36,Marwin Gonzalez,NYY,0.1,5.22, , , , , , , , , ,2022.0,2022-01-01
37,Michael A. Taylor,KCR,2.0,5.18, , , ,-8.83, , , , , ,2022.0,2022-01-01
38,Charlie Culberson,TEX,2.0,4.51, , , , ,-28.57, , , , ,2022.0,2022-01-01
39,Kyle Tyler,SDP,4.0,4.45, , , ,3.99, ,-0.50, , , ,2022.0,2022-01-01
40,Dennis Santana,TEX,58.2,4.28, , ,-1.15,2.05,1.05, , , , ,2022.0,2022-01-01
41,Brett Martin,TEX,50.0,4.19, , ,-0.07, ,1.13,-0.91, , , ,2022.0,2022-01-01
42,Jose Cuas,KCR,37.2,3.99, , ,-0.64,-3.33,-0.53, , , , ,2022.0,2022-01-01
43,Touki Toussaint,LAA,25.1,3.92, ,3.38,-1.09, , ,0.78, , , ,2022.0,2022-01-01
44,Ehire Adrianza,WSN,1.0,3.70, , , , , , , , , ,2022.0,2022-01-01
45,Javy Guerra,- - -,18.0,3.61, , ,0.84, ,-4.19, , , , ,2022.0,2022-01-01
46,Jesus Tinoco,TEX,20.2,3.59, , ,0.99,-6.43,1.06,2.03, , , ,2022.0,2022-01-01
47,JoJo Romero,- - -,16.1,3.24,-1.51, ,-2.50,-1.36,2.35, , , , ,2022.0,2022-01-01
48,Corbin Burnes,MIL,202.0,3.23,1.50, ,-3.28,-0.54,1.11,1.18, , , ,2022.0,2022-01-01
49,Shelby Miller,SFG,7.0,3.22, , , , ,-1.27, , , , ,2022.0,2022-01-01
50,Yerry Rodriguez,TEX,1.0,3.14, , , , ,-0.19, , , , ,2022.0,2022-01-01
51,Greg Weissert,NYY,11.1,3.11, , ,-0.86,1.14,2.02, , , , ,2022.0,2022-01-01
52,Matt Gage,TOR,13.0,3.03,0.03, , ,-2.02,-1.92, , , , ,2022.0,2022-01-01
53,Luis Castillo,DET,3.2,2.99, , , ,-2.87,3.90, , , , ,2022.0,2022-01-01
54,Shaun Anderson,TOR,1.0,2.91, , , , ,-8.20, , , , ,2022.0,2022-01-01
55,Yimi Garcia,TOR,61.0,2.91,0.40, ,1.46,-5.64,-4.42, , , , ,2022.0,2022-01-01
56,Pete Fairbanks,TBR,24.0,2.89, , , ,-24.80,2.93, , , , ,2022.0,2022-01-01
57,Rob Zastryzny,- - -,4.0,2.89,-13.49, , ,6.36,-5.10, , , , ,2022.0,2022-01-01
58,Cristofer Ogando,TBR,4.1,2.86, , , , ,-2.97, , , , ,2022.0,2022-01-01
59,Derek Law,- - -,19.2,2.83,-0.85, ,-4.75,1.79,-2.60,0.67, , , ,2022.0,2022-01-01
60,Ray Kerr,SDP,5.0,2.80,3.02, ,-34.88,5.53, ,-2.68, , , ,2022.0,2022-01-01
61,Danny Coulombe,MIN,12.1,2.78, , ,-14.35,-0.99,1.18,2.03, , , ,2022.0,2022-01-01
62,Janson Junk,LAA,8.1,2.75, , , ,-11.93,-0.21,-14.46, , , ,2022.0,2022-01-01
63,Junior Fernandez,- - -,18.2,2.74, , ,-0.22,0.56,-1.70, , , , ,2022.0,2022-01-01
64,Corey Kluber,TBR,164.0,2.74,0.69, ,-1.45,1.28,-0.72, , , , ,2022.0,2022-01-01
65,Jordan Sheffield,COL,2.0,2.67, , , ,-3.43,-2.23, , , , ,2022.0,2022-01-01
66,Chris Martin,- - -,56.0,2.54,1.65,-1.10,-3.64, ,-7.06, , , , ,2022.0,2022-01-01
67,Ryan Helsley,STL,64.2,2.52, , , ,-0.15,1.95,3.12, , , ,2022.0,2022-01-01
68,Evan Phillips,LAD,63.0,2.51,3.73, ,4.29, ,0.90, , , , ,2022.0,2022-01-01
69,Kyle Crick,CHW,15.2,2.51, , ,1.30, ,-0.09, , , , ,2022.0,2022-01-01
70,Tyler Cyr,- - -,13.1,2.49,-5.21, , ,0.94, , , , , ,2022.0,2022-01-01
71,Ryne Nelson,ARI,18.1,2.48, , , ,3.89,-2.02,-0.98, , , ,2022.0,2022-01-01
72,Jake Lemoine,OAK,16.1,2.40, ,-3.66,-0.22, ,-3.63, , , , ,2022.0,2022-01-01
73,Rico Garcia,BAL,8.0,2.40, , , ,-1.31, ,-10.25, , , ,2022.0,2022-01-01
74,Paul Fry,- - -,13.0,2.35, , ,-2.23, ,-1.28, , , , ,2022.0,2022-01-01
75,Hayden Wesneski,CHC,33.0,2.33,0.51, ,0.54,-1.27,1.12, , , , ,2022.0,2022-01-01
76,Wyatt Mills,- - -,29.1,2.28, , ,-0.69, ,-0.62, , , , ,2022.0,2022-01-01
77,Zack Kelly,BOS,13.2,2.28, , , ,-2.53,-5.08, , , , ,2022.0,2022-01-01
78,Blake Treinen,LAD,5.0,2.24,-0.72, ,5.22, ,4.44, , , , ,2022.0,2022-01-01
79,Miguel Diaz,DET,3.2,2.24, , ,-8.34,4.83,4.76, , , , ,2022.0,2022-01-01
80,Luis Castillo,- - -,150.1,2.20,-3.37, ,0.26,-1.12,1.26, , , , ,2022.0,2022-01-01
81,Denyi Reyes,BAL,7.2,2.20, , , ,-9.93,3.33,1.14, , , ,2022.0,2022-01-01
82,Nestor Cortes,NYY,158.1,2.11,1.37, , ,-1.12,-0.01,-9.34, , , ,2022.0,2022-01-01
