#,Name,Team,FB%,FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,Year,YearDate
261,Steven Matz,TOR,52.0%,94.5,8.0%,88.9, , ,16.6%,77.7,23.4%,85.1, , , , , ,2021.0,2021-01-01
262,J.B. Bukauskas,ARI,47.2%,94.5,42.0%,86.1, , , , ,10.8%,88.9, , , , ,0.3%,2021.0,2021-01-01
263,Yu Darvish,SDP,30.4%,94.5,22.5%,81.6,33.7%,86.6,8.6%,75.2,0.4%,85.5,4.4%,89.2, , ,0.1%,2021.0,2021-01-01
264,Nick Sandlin,CLE,51.4%,94.5,46.4%,79.4, , , , , , ,2.2%,87.2, , , ,2021.0,2021-01-01
265,Joe Barlow,TEX,46.6%,94.5,40.7%,86.0, , ,12.7%,79.2, , , , , , , ,2021.0,2021-01-01
266,JoJo Romero,PHI,62.6%,94.5,17.0%,83.9, , , , ,20.5%,85.7, , , , ,2.3%,2021.0,2021-01-01
267,Miguel Diaz,SDP,46.2%,94.5,1.9%,87.9, , , , ,51.9%,86.0, , , , , ,2021.0,2021-01-01
268,Giovanny Gallegos,STL,52.8%,94.5,42.6%,85.6, , , , ,4.6%,87.2, , , , ,0.6%,2021.0,2021-01-01
269,John Axford,MIL,86.4%,94.4, , , , ,13.6%,79.3, , , , , , , ,2021.0,2021-01-01
270,Hector Neris,PHI,55.9%,94.4,3.5%,87.8, , , , , , ,40.5%,84.3, , ,1.0%,2021.0,2021-01-01
271,Patrick Weigel,MIL,41.9%,94.4,54.8%,80.7, , ,1.1%,75.0, , ,2.2%,86.5, , , ,2021.0,2021-01-01
272,Tarik Skubal,DET,56.0%,94.4,22.7%,86.5, , ,6.8%,73.9,12.1%,82.2,2.5%,85.1, , , ,2021.0,2021-01-01
273,Angel Perdomo,MIL,65.0%,94.4,22.9%,82.9, , , , ,12.1%,88.5, , , , ,0.8%,2021.0,2021-01-01
274,Andrew Bellatti,MIA,54.2%,94.4,38.6%,86.2, , , , ,7.2%,89.0, , , , , ,2021.0,2021-01-01
275,Sam Hentges,CLE,50.9%,94.4,23.9%,86.2, , ,24.9%,80.3,0.3%,87.5, , , , , ,2021.0,2021-01-01
276,Anthony Misiewicz,SEA,35.5%,94.4, , ,33.6%,88.7,31.0%,80.7, , , , , , ,0.9%,2021.0,2021-01-01
277,Garrett Richards,BOS,53.5%,94.4,27.4%,88.1, , ,12.2%,78.3,6.9%,90.6, , , , ,0.2%,2021.0,2021-01-01
278,Victor Gonzalez,LAD,55.3%,94.4,44.7%,85.3, , , , , , , , , , ,0.9%,2021.0,2021-01-01
279,Max Scherzer,- - -,46.8%,94.3,19.1%,85.9,9.3%,90.1,9.8%,76.9,14.9%,85.0, , , , , ,2021.0,2021-01-01
280,Sean Poppen,- - -,52.7%,94.3,37.9%,84.0, , , , ,9.4%,86.2, , , , ,1.2%,2021.0,2021-01-01
281,Cal Quantrill,CLE,51.1%,94.3,30.6%,88.2, , ,4.5%,81.5,13.8%,85.0, , , , , ,2021.0,2021-01-01
282,Luis Oviedo,PIT,50.5%,94.3,21.2%,81.8, , ,22.1%,75.2,6.2%,85.4, , , , ,0.7%,2021.0,2021-01-01
283,Jeff Hoffman,CIN,56.0%,94.3,20.8%,82.1, , ,11.0%,77.6,12.1%,85.9, , , , ,0.6%,2021.0,2021-01-01
284,Edgar Santana,ATL,64.9%,94.3,35.1%,86.7, , , , , , , , , , ,0.3%,2021.0,2021-01-01
285,Jake Jewell,CHC,67.4%,94.3,20.0%,86.3, , , , ,12.6%,89.1, , , , , ,2021.0,2021-01-01
286,Dietrich Enns,TBR,58.6%,94.3,36.4%,85.8,0.6%,88.0,1.9%,74.9,2.5%,84.8, , , , , ,2021.0,2021-01-01
287,Spencer Turnbull,DET,60.5%,94.2,24.4%,85.3, , ,7.6%,79.9,7.5%,87.1, , , , , ,2021.0,2021-01-01
288,Geoff Hartlieb,- - -,55.9%,94.2,44.1%,84.8, , , , , , , , , , , ,2021.0,2021-01-01
289,Chad Kuhl,PIT,38.5%,94.2,46.1%,88.2, , ,11.2%,80.6,4.2%,88.3, , , , , ,2021.0,2021-01-01
290,Bryan Mitchell,MIA,58.2%,94.2, , ,32.8%,86.6,9.0%,78.3, , , , , , ,3.0%,2021.0,2021-01-01
291,Taijuan Walker,NYM,57.4%,94.2,19.4%,86.0,2.0%,87.9,7.3%,76.4, , ,13.9%,89.5, , , ,2021.0,2021-01-01
292,Austin Voth,WSN,59.5%,94.2,13.5%,90.2, , ,26.6%,78.7,0.3%,88.3, , , , ,2.0%,2021.0,2021-01-01
293,Spencer Howard,- - -,63.7%,94.2,13.7%,84.6,5.3%,88.8,8.3%,74.6,9.0%,79.5, , , , , ,2021.0,2021-01-01
294,Carl Edwards Jr.,- - -,63.1%,94.2, , , , ,36.9%,79.5, , , , , , , ,2021.0,2021-01-01
295,Keury Mella,ARI,76.0%,94.2,18.0%,81.4, , , , ,6.0%,83.7, , , , , ,2021.0,2021-01-01
296,Max Kranick,PIT,48.8%,94.2,31.3%,88.0, , ,12.5%,79.6,7.4%,87.5, , , , ,1.8%,2021.0,2021-01-01
297,Miguel Sanchez,MIL,37.9%,94.2,10.9%,82.0, , , , ,51.3%,89.1, , , , ,1.7%,2021.0,2021-01-01
298,Ty Tice,- - -,45.1%,94.2,36.6%,87.4, , ,18.3%,80.0, , , , , , , ,2021.0,2021-01-01
299,Eduard Bazardo,BOS,34.6%,94.2,1.9%,90.0, , ,63.5%,82.5, , , , , , , ,2021.0,2021-01-01
300,Manny Barreda,BAL,66.7%,94.2,27.1%,84.9, , , , , , ,6.3%,85.7, , , ,2021.0,2021-01-01
301,Yency Almonte,COL,48.9%,94.1,41.0%,83.8, , , , ,10.1%,87.3, , , , ,0.6%,2021.0,2021-01-01
302,Ian Kennedy,- - -,82.5%,94.1, , ,3.9%,84.3,5.1%,80.3,8.5%,87.2, , , , ,1.3%,2021.0,2021-01-01
303,Kyle Zimmer,KCR,50.7%,94.1,36.8%,83.4, , ,10.2%,77.8,2.2%,87.1, , , , ,0.4%,2021.0,2021-01-01
304,Julio Urias,LAD,48.4%,94.1, , , , ,34.2%,81.4,17.3%,86.9, , , , ,0.4%,2021.0,2021-01-01
305,Angel Zerpa,KCR,66.2%,94.1,23.5%,83.3, , , , ,10.3%,86.7, , , , , ,2021.0,2021-01-01
306,Jacob Webb,ATL,44.5%,94.1,9.3%,81.3, , , , ,46.1%,83.7, , , , ,2.6%,2021.0,2021-01-01
307,Tanner Houck,BOS,55.5%,94.1,37.1%,84.4, , , , , , ,7.4%,85.8, , ,0.3%,2021.0,2021-01-01
308,Anthony Banda,- - -,48.2%,94.1,1.0%,85.3, , ,13.9%,81.0,36.9%,86.2, , , , ,0.7%,2021.0,2021-01-01
309,James Paxton,SEA,66.7%,94.1, , ,29.2%,86.1,4.2%,78.0, , , , , , , ,2021.0,2021-01-01
310,Darien Nunez,LAD,50.4%,94.1,0.8%,80.0, , ,0.8%,78.0,48.0%,80.7, , , , , ,2021.0,2021-01-01
311,Jimmie Sherfy,- - -,35.2%,94.1,63.9%,80.6, , , , ,0.9%,88.0, , , , , ,2021.0,2021-01-01
312,Edgar Garcia,- - -,52.0%,94.1,40.2%,86.5, , , , ,7.8%,88.2, , , , , ,2021.0,2021-01-01
313,Michael King,NYY,61.8%,94.1,12.7%,87.4,2.9%,90.0,10.1%,79.7,12.5%,85.0, , , , ,0.3%,2021.0,2021-01-01
314,Corbin Martin,ARI,64.0%,94.1,9.6%,87.8, , ,11.4%,82.3,14.9%,87.2, , , , , ,2021.0,2021-01-01
315,Anthony DeSclafani,SFG,45.8%,94.1,35.7%,88.0, , ,8.1%,83.0,10.4%,88.2, , , , ,0.2%,2021.0,2021-01-01
316,Drew Steckenrider,SEA,65.9%,94.1,18.3%,80.5, , , , ,15.9%,87.6, , , , ,0.5%,2021.0,2021-01-01
317,Joely Rodriguez,- - -,58.5%,94.1,4.1%,85.9, , , , ,37.4%,88.4, , , , ,0.5%,2021.0,2021-01-01
318,Tyler Mahle,CIN,53.0%,94.1,31.1%,86.8, , , , , , ,15.9%,86.5, , , ,2021.0,2021-01-01
319,Austin Adams,SDP,12.9%,94.1,87.1%,87.0, , , , , , , , , , ,0.8%,2021.0,2021-01-01
320,J.B. Wendelken,- - -,64.2%,94.1,23.5%,83.6, , ,2.5%,79.8,9.7%,85.9, , , , ,1.3%,2021.0,2021-01-01
321,Tim Mayza,TOR,71.2%,94.1,28.8%,88.1, , , , , , , , , , , ,2021.0,2021-01-01
322,Buck Farmer,DET,47.7%,94.1, , , , ,26.7%,82.6,25.6%,87.7, , , , ,0.6%,2021.0,2021-01-01
323,Bryan Garcia,DET,55.8%,94.0,26.4%,86.7, , , , ,17.8%,85.9, , , , ,0.5%,2021.0,2021-01-01
324,J.D. Hammer,PHI,61.5%,94.0,36.8%,83.0, , ,1.7%,76.9, , , , , , ,1.0%,2021.0,2021-01-01
325,Archie Bradley,PHI,70.5%,94.0, , , , ,15.5%,78.3,14.0%,85.6, , , , ,0.4%,2021.0,2021-01-01
326,David Hess,- - -,58.0%,94.0,38.4%,82.0, , , , ,3.5%,86.6, , , , ,1.1%,2021.0,2021-01-01
327,Jameson Taillon,NYY,55.0%,94.0,19.9%,87.0, , ,19.0%,80.7,6.0%,88.1,0.0%,93.0, , ,0.2%,2021.0,2021-01-01
328,Damon Jones,PHI,81.8%,94.0,18.2%,81.5, , , , , , , , , , , ,2021.0,2021-01-01
329,Jose Berrios,- - -,56.3%,94.0, , , , ,30.5%,83.0,13.2%,84.9, , , , , ,2021.0,2021-01-01
330,Robert Gsellman,NYM,62.8%,94.0,19.4%,89.5, , ,1.4%,79.3,16.4%,84.9, , , , , ,2021.0,2021-01-01
331,Pablo Lopez,MIA,45.3%,94.0, , ,12.6%,91.5,9.6%,80.3,32.5%,88.0, , , , ,0.2%,2021.0,2021-01-01
332,Lance McCullers Jr.,HOU,34.0%,94.0,23.9%,85.9,3.3%,88.3,25.0%,84.2,13.8%,85.9, , , , , ,2021.0,2021-01-01
333,Trevor Bauer,LAD,46.0%,94.0,18.7%,80.9,21.5%,85.4,11.2%,79.7,2.6%,88.1, , , , ,0.2%,2021.0,2021-01-01
334,Jose Urena,DET,63.7%,94.0,23.0%,85.3, , , , ,13.3%,89.8, , , , , ,2021.0,2021-01-01
335,Duane Underwood Jr.,PIT,46.3%,94.0,1.5%,87.5, , ,24.9%,80.7,27.2%,87.8, , , , ,0.3%,2021.0,2021-01-01
336,Ryan Weathers,SDP,61.8%,94.0,30.4%,86.7, , , , ,7.9%,86.7, , , , ,0.2%,2021.0,2021-01-01
337,Drew Pomeranz,SDP,75.3%,94.0, , , , ,24.7%,84.2, , , , , , ,0.7%,2021.0,2021-01-01
338,Thomas Hatch,TOR,57.8%,93.9,19.3%,85.2, , , , ,22.9%,83.4, , , , , ,2021.0,2021-01-01
339,Phil Bickford,- - -,64.3%,93.9,35.3%,84.1, , , , , , ,0.4%,85.0, , ,3.5%,2021.0,2021-01-01
340,Kenley Jansen,LAD,26.5%,93.9,15.4%,82.0,58.1%,92.6, , , , , , , , ,1.5%,2021.0,2021-01-01
341,Keegan Thompson,CHC,47.5%,93.9, , ,27.2%,89.7,23.0%,82.5,2.3%,86.8, , , , ,0.4%,2021.0,2021-01-01
342,Brad Keller,KCR,59.8%,93.9,34.8%,86.2, , , , ,5.4%,90.0, , , , ,0.1%,2021.0,2021-01-01
343,Adbert Alzolay,CHC,45.5%,93.9,37.7%,86.4,6.5%,90.2,3.2%,82.0,7.0%,85.6, , , , ,0.3%,2021.0,2021-01-01
344,Alberto Baldonado,WSN,60.5%,93.9,34.4%,79.4, , , , ,5.1%,84.8, , , , , ,2021.0,2021-01-01
345,Shawn Armstrong,- - -,55.3%,93.9,0.3%,87.5,37.5%,89.0,6.9%,84.3, , , , , , , ,2021.0,2021-01-01
346,Max Fried,ATL,50.3%,93.9,21.9%,84.8, , ,25.6%,74.5,2.2%,84.7, , , , , ,2021.0,2021-01-01
347,Wily Peralta,DET,55.1%,93.9,22.2%,82.5, , , , , , ,22.7%,81.3, , , ,2021.0,2021-01-01
348,Reyes Moronta,SFG,39.6%,93.9,45.8%,80.5, , , , ,14.6%,87.1, , , , , ,2021.0,2021-01-01
349,Cristopher Sanchez,PHI,63.0%,93.9,15.6%,83.2, , , , ,21.3%,85.0, , , , , ,2021.0,2021-01-01
350,Lucas Giolito,CHW,43.9%,93.9,21.4%,85.7, , ,2.9%,80.7,31.8%,81.6, , , , ,0.1%,2021.0,2021-01-01
351,Kutter Crawford,BOS,47.4%,93.9, , ,28.1%,88.7,22.8%,77.2,1.8%,85.0, , , , , ,2021.0,2021-01-01
352,Jimmy Nelson,LAD,33.1%,93.9,33.3%,86.5, , ,33.7%,85.1, , , , , , , ,2021.0,2021-01-01
353,Erick Fedde,WSN,43.3%,93.9,23.4%,79.8,23.1%,89.5, , ,10.1%,87.7, , , , ,1.0%,2021.0,2021-01-01
354,Brent Honeywell,TBR,50.0%,93.9,25.6%,86.4, , , , ,23.1%,85.2,1.3%,82.0, , , ,2021.0,2021-01-01
355,Stephen Nogosek,NYM,62.5%,93.9,29.2%,85.4, , ,6.3%,77.0,2.1%,87.0, , , , , ,2021.0,2021-01-01
356,Reymin Guduan,OAK,63.8%,93.9,36.2%,82.9, , , , , , , , , , , ,2021.0,2021-01-01
357,Alex Vesia,LAD,72.4%,93.9,17.5%,85.1, , , , ,10.1%,86.0, , , , ,1.8%,2021.0,2021-01-01
358,Mitch Keller,PIT,56.8%,93.9,24.0%,86.1, , ,14.5%,78.6,4.7%,89.8, , , , ,0.1%,2021.0,2021-01-01
359,Ian Krol,DET,35.2%,93.8, , ,39.8%,87.3,11.5%,78.2,13.5%,85.2, , , , , ,2021.0,2021-01-01
360,Seth Lugo,NYM,54.1%,93.8,14.4%,88.3, , ,28.5%,79.2,3.0%,86.9, , , , ,1.1%,2021.0,2021-01-01
361,Tony Gonsolin,LAD,43.6%,93.8,25.9%,86.9, , ,8.8%,80.3, , ,21.7%,83.4, , , ,2021.0,2021-01-01
362,Michael Wacha,TBR,39.9%,93.8, , ,24.6%,89.1,6.3%,76.3,29.2%,86.9, , , , ,0.1%,2021.0,2021-01-01
363,A.J. Cole,TOR,42.1%,93.8,23.7%,84.9,19.3%,89.7,11.4%,78.4,3.5%,87.8, , , , , ,2021.0,2021-01-01
364,Brett de Geus,- - -,56.2%,93.8, , ,24.3%,88.4,19.1%,82.4,0.4%,86.5, , , , ,0.3%,2021.0,2021-01-01
365,Gabe Speier,KCR,61.9%,93.8,36.2%,83.2, , , , ,1.9%,88.0, , , , , ,2021.0,2021-01-01
366,Chris Ellis,- - -,48.1%,93.8,30.9%,86.1, , ,12.4%,81.2,8.5%,87.5, , , , , ,2021.0,2021-01-01
367,Brandon Bielak,HOU,56.4%,93.8,16.8%,83.0,5.0%,89.9,10.4%,80.4,11.4%,88.3, , , , , ,2021.0,2021-01-01
368,Austin Warren,LAA,54.6%,93.8,42.5%,87.2, , , , ,2.9%,87.7, , , , , ,2021.0,2021-01-01
369,Jason Adam,CHC,57.3%,93.8,20.6%,82.3, , ,11.5%,77.8,10.6%,87.4, , , , , ,2021.0,2021-01-01
370,Seth Elledge,STL,70.1%,93.8, , , , ,29.9%,83.0, , , , , , , ,2021.0,2021-01-01
371,Alex Colome,MIN,29.5%,93.8, , ,70.5%,89.5, , , , , , , , ,0.4%,2021.0,2021-01-01
372,Michael Feliz,- - -,58.1%,93.8,34.3%,81.0, , , , ,7.6%,86.0, , , , , ,2021.0,2021-01-01
373,Taylor Williams,- - -,54.3%,93.8,45.7%,83.9, , , , , , , , , , , ,2021.0,2021-01-01
374,Sam Moll,OAK,55.1%,93.8,44.9%,84.0, , , , , , , , , , , ,2021.0,2021-01-01
375,Dylan Floro,MIA,62.8%,93.7, , ,13.1%,87.2, , ,24.1%,86.4, , , , ,1.1%,2021.0,2021-01-01
376,Louis Head,TBR,52.4%,93.7,47.1%,82.4, , , , ,0.5%,90.0, , , , , ,2021.0,2021-01-01
377,Tayler Saucedo,TOR,56.5%,93.7,21.8%,85.8, , ,11.3%,79.9,10.4%,87.1, , , , , ,2021.0,2021-01-01
378,Trent Thornton,TOR,41.8%,93.7,3.8%,84.1,22.4%,89.2,25.7%,80.3,6.3%,84.3, , , , ,0.4%,2021.0,2021-01-01
379,Brady Singer,KCR,57.9%,93.7,38.1%,85.5, , , , ,3.9%,88.1, , , , ,0.2%,2021.0,2021-01-01
380,Danny Duffy,KCR,55.6%,93.7,18.2%,83.5, , ,10.8%,77.4,15.4%,85.2, , , , ,0.2%,2021.0,2021-01-01
381,Adrian Houser,MIL,67.6%,93.7,7.3%,84.1, , ,14.4%,80.1,10.8%,87.7, , , , , ,2021.0,2021-01-01
382,Daniel Lynch,KCR,52.3%,93.7,28.6%,85.2, , ,2.7%,77.5,16.3%,84.7, , , , , ,2021.0,2021-01-01
383,Marcos Diplan,BAL,62.3%,93.7, , , , ,27.1%,81.1,10.5%,86.1, , , , , ,2021.0,2021-01-01
384,Kodi Whitley,STL,56.9%,93.7,15.0%,84.5, , , , ,28.2%,84.7, , , , , ,2021.0,2021-01-01
385,Justin Dunn,SEA,52.3%,93.7,14.8%,84.1, , ,32.2%,80.2,0.7%,89.7, , , , , ,2021.0,2021-01-01
386,Sean Reid-Foley,NYM,63.6%,93.7,24.0%,84.0, , , , ,12.4%,86.7, , , , ,2.2%,2021.0,2021-01-01
387,Jimmy Lambert,CHW,52.4%,93.7,21.5%,82.0, , ,4.9%,75.6,21.1%,84.9, , , , , ,2021.0,2021-01-01
388,Jose Quijada,LAA,73.3%,93.7,13.0%,79.6, , , , ,13.6%,86.5, , , , ,0.8%,2021.0,2021-01-01
389,Luke Weaver,ARI,61.9%,93.7, , ,6.1%,87.4,1.9%,78.0,30.0%,85.4, , , , ,0.9%,2021.0,2021-01-01
390,Austin Davis,- - -,52.0%,93.7,38.1%,81.8, , , , ,9.9%,84.3, , , , ,1.5%,2021.0,2021-01-01
391,Sal Romano,- - -,62.5%,93.7,36.2%,87.3, , ,1.4%,80.3, , , , , , ,1.4%,2021.0,2021-01-01
392,Derek Law,MIN,27.7%,93.7,58.6%,86.7, , ,9.9%,74.7,3.8%,86.1, , , , , ,2021.0,2021-01-01
393,Matt Manning,DET,60.8%,93.7,15.1%,85.4, , ,11.3%,78.7,12.7%,87.6, , , , , ,2021.0,2021-01-01
394,Matt Foster,CHW,63.8%,93.6,10.4%,85.3,3.3%,90.2, , ,22.5%,84.4, , , , , ,2021.0,2021-01-01
395,Casey Mize,DET,52.0%,93.6,28.0%,86.0, , ,6.7%,81.3, , ,13.2%,85.9, , , ,2021.0,2021-01-01
396,Mike Baumann,BAL,55.7%,93.6,35.1%,89.5, , ,5.9%,81.4,3.2%,85.7, , , , , ,2021.0,2021-01-01
397,Josh Osich,CIN,10.4%,93.6, , ,64.9%,87.2,5.6%,74.8,19.0%,81.6, , , , , ,2021.0,2021-01-01
398,Luis Cessa,- - -,31.3%,93.6,56.7%,82.8, , , , ,12.0%,87.9, , , , ,0.4%,2021.0,2021-01-01
399,Cody Poteet,MIA,49.0%,93.6,18.9%,85.7, , ,14.0%,79.3,18.0%,86.8, , , , , ,2021.0,2021-01-01
400,Peter Lambert,COL,38.2%,93.6,4.9%,84.3, , ,18.7%,76.6,38.2%,85.0, , , , , ,2021.0,2021-01-01
401,Chris Sale,BOS,49.0%,93.6,31.5%,78.2, , , , ,19.4%,86.4, , , , ,0.5%,2021.0,2021-01-01
402,Jon Heasley,KCR,49.6%,93.6, , , , ,26.8%,80.1,23.6%,85.1, , , , , ,2021.0,2021-01-01
403,Brad Brach,CIN,51.1%,93.6,13.0%,83.7, , , , ,35.9%,86.1, , , , ,1.4%,2021.0,2021-01-01
404,Will Vest,SEA,56.8%,93.6,23.4%,85.2, , , , ,19.8%,84.6, , , , , ,2021.0,2021-01-01
405,Griffin Canning,LAA,40.6%,93.6,27.1%,88.2, , ,11.0%,81.9,21.3%,89.2, , , , ,0.4%,2021.0,2021-01-01
406,Brad Boxberger,MIL,55.9%,93.6,23.9%,88.0, , , , ,20.2%,82.6, , , , ,0.1%,2021.0,2021-01-01
407,Justin Wilson,- - -,58.3%,93.6,6.1%,81.7,35.6%,89.6, , , , , , , , , ,2021.0,2021-01-01
408,Cristian Javier,HOU,59.4%,93.6,26.8%,81.1, , ,7.9%,76.0,5.9%,86.6, , , , ,0.2%,2021.0,2021-01-01
409,Wil Crowe,PIT,46.8%,93.6,24.6%,85.3, , ,10.5%,80.5,18.1%,85.1, , , , ,0.2%,2021.0,2021-01-01
410,Roel Ramirez,STL,64.3%,93.6,21.4%,81.7, , ,7.1%,82.0, , ,7.1%,82.0, , , ,2021.0,2021-01-01
411,Shelby Miller,- - -,63.4%,93.6,14.3%,80.2,22.3%,88.7, , , , , , , , , ,2021.0,2021-01-01
412,Brandyn Sittinger,ARI,70.0%,93.6,30.0%,83.3, , , , , , , , , , , ,2021.0,2021-01-01
413,Mike Foltynewicz,TEX,51.3%,93.6,23.8%,83.2, , ,12.4%,76.7,12.6%,85.2, , , , , ,2021.0,2021-01-01
414,Joe Ross,WSN,61.9%,93.5,31.3%,84.6, , , , ,6.8%,89.0, , , , ,0.9%,2021.0,2021-01-01
415,Reiss Knehr,SDP,54.8%,93.5,15.0%,88.5, , ,7.6%,81.9,22.6%,88.9, , , , ,0.4%,2021.0,2021-01-01
416,Domingo German,NYY,43.6%,93.5, , , , ,34.0%,81.2,22.3%,86.6, , , , ,0.3%,2021.0,2021-01-01
417,Burch Smith,OAK,68.9%,93.5,2.1%,83.5, , ,15.5%,78.7,13.6%,82.2, , , , , ,2021.0,2021-01-01
418,Daulton Jefferies,OAK,58.2%,93.5,10.0%,80.0,14.1%,91.3, , ,17.7%,87.1, , , , , ,2021.0,2021-01-01
419,T.J. Zeuch,TOR,58.7%,93.5,19.6%,83.0,14.3%,86.7, , ,7.3%,81.8, , , , , ,2021.0,2021-01-01
420,David Phelps,TOR,40.2%,93.5, , ,29.6%,90.4,25.9%,81.8,4.2%,86.6, , , , , ,2021.0,2021-01-01
421,Jake Newberry,KCR,44.0%,93.5,52.0%,84.8, , , , ,4.0%,87.8, , , , , ,2021.0,2021-01-01
422,Jake Petricka,LAA,53.3%,93.5,11.1%,85.1, , , , ,35.6%,86.7, , , , ,3.0%,2021.0,2021-01-01
423,Sam Howard,PIT,43.3%,93.5,55.0%,84.9, , , , ,1.8%,84.0, , , , ,0.5%,2021.0,2021-01-01
424,Jesus Tinoco,COL,65.6%,93.5,9.4%,85.7, , ,21.9%,84.0,3.1%,89.0, , , , , ,2021.0,2021-01-01
425,Dan Winkler,CHC,34.7%,93.5,7.1%,82.4,58.2%,91.1, , , , , , , , ,0.1%,2021.0,2021-01-01
426,Lance Lynn,CHW,62.5%,93.5,30.3%,88.6, , ,2.9%,82.2,0.1%,86.0,4.3%,87.0, , ,0.2%,2021.0,2021-01-01
427,Jeffrey Springs,TBR,41.9%,93.4,30.2%,83.0, , , , ,27.8%,84.0, , , , ,0.4%,2021.0,2021-01-01
428,Dylan Lee,ATL,41.4%,93.4,31.0%,85.6, , , , ,27.6%,87.4, , , , , ,2021.0,2021-01-01
429,Matt Peacock,ARI,68.4%,93.4,24.5%,87.3, , , , ,7.1%,86.6, , , , ,1.4%,2021.0,2021-01-01
430,Freddy Peralta,MIL,53.1%,93.4,26.4%,80.5, , ,10.9%,76.8,9.7%,88.1, , , , ,0.2%,2021.0,2021-01-01
431,Kyle Muller,ATL,42.4%,93.4,35.0%,86.6, , ,20.7%,80.5,1.9%,88.1, , , , ,0.6%,2021.0,2021-01-01
432,Shaun Anderson,- - -,35.9%,93.4,60.6%,86.9, , ,1.6%,82.7,1.8%,86.1, , , , ,0.9%,2021.0,2021-01-01
433,Travis Lakins Sr.,BAL,37.3%,93.4, , ,37.9%,91.4,18.8%,80.7,6.0%,87.9, , , , , ,2021.0,2021-01-01
434,Spencer Patton,TEX,56.6%,93.4,33.6%,83.8, , , , ,9.8%,85.7, , , , , ,2021.0,2021-01-01
435,Zac Gallen,ARI,55.0%,93.4,8.7%,86.2,7.4%,90.1,12.3%,79.8,16.7%,86.2, , , , ,0.2%,2021.0,2021-01-01
436,Lucas Gilbreath,COL,63.1%,93.4,34.7%,81.8, , , , , , ,2.2%,84.1, , , ,2021.0,2021-01-01
437,Alek Manoah,TOR,62.7%,93.4,27.6%,81.1, , , , ,9.6%,86.9, , , , , ,2021.0,2021-01-01
438,Ervin Santana,KCR,45.6%,93.4,51.6%,84.4, , , , ,2.7%,86.8, , , , ,0.4%,2021.0,2021-01-01
439,Kirby Snead,TOR,42.3%,93.4,40.5%,80.5, , , , ,17.1%,85.9, , , , , ,2021.0,2021-01-01
440,A.J. Alexy,TEX,54.5%,93.4,19.3%,80.9, , ,8.0%,76.1,18.2%,85.8, , , , , ,2021.0,2021-01-01
441,Miguel Del Pozo,DET,60.0%,93.4, , , , ,38.8%,82.6,1.3%,88.0, , , , , ,2021.0,2021-01-01
442,Brett Martin,TEX,54.2%,93.4,24.6%,87.7, , ,21.1%,82.4, , , , , , ,1.5%,2021.0,2021-01-01
443,Ryan Tepera,- - -,44.1%,93.3,0.5%,80.6,44.9%,86.5, , , , ,10.4%,86.6, , ,0.3%,2021.0,2021-01-01
444,Jonathan Stiever,CHW,60.0%,93.3,13.3%,82.0, , , , ,26.7%,80.8, , , , , ,2021.0,2021-01-01
