#,Name,Team,IP,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,Pace,Year,YearDate
415,Tommy Kahnle,LAD,12.2,28.6%,74.2%,54.0%,59.1%,70.8%,68.1%,55.7%,24.6,2022.0,2022-01-01
416,Joel Payamps,- - -,55.2,28.6%,65.5%,46.7%,61.6%,87.3%,79.3%,49.3%,22.5,2022.0,2022-01-01
417,Dereck Rodriguez,MIN,7.2,28.6%,62.0%,45.5%,64.3%,83.9%,77.8%,50.5%,24.2,2022.0,2022-01-01
418,Yoan Lopez,NYM,11.0,28.6%,67.7%,48.2%,50.0%,86.6%,75.8%,50.3%,23.6,2022.0,2022-01-01
419,Josh Sborz,TEX,22.1,28.6%,64.1%,43.9%,44.1%,80.2%,66.8%,43.2%,26.8,2022.0,2022-01-01
420,Michel Baez,SDP,2.0,28.6%,72.7%,48.0%,75.0%,87.5%,83.3%,44.0%,21.1,2022.0,2022-01-01
421,Bryce Montes de Oca,NYM,3.1,28.6%,69.0%,48.8%,58.3%,82.8%,75.6%,50.0%,22.2,2022.0,2022-01-01
422,Ronny Henriquez,MIN,11.2,28.6%,68.7%,47.0%,71.4%,84.2%,80.0%,45.9%,21.9,2022.0,2022-01-01
423,David Robertson,- - -,63.2,28.5%,60.4%,43.7%,42.6%,82.3%,68.7%,47.7%,22.3,2022.0,2022-01-01
424,Adrian Martinez,OAK,57.2,28.5%,65.8%,47.5%,57.0%,85.9%,77.4%,50.9%,24.0,2022.0,2022-01-01
425,Louis Head,- - -,28.2,28.5%,67.4%,46.9%,61.0%,87.4%,78.9%,47.3%,24.9,2022.0,2022-01-01
426,Kodi Whitley,STL,12.2,28.5%,67.4%,47.8%,64.1%,80.2%,75.4%,49.6%,23.3,2022.0,2022-01-01
427,Calvin Faucher,TBR,21.1,28.4%,57.7%,42.0%,57.6%,86.2%,75.8%,46.4%,24.2,2022.0,2022-01-01
428,Kaleb Ort,BOS,28.1,28.4%,67.9%,48.2%,61.3%,80.6%,74.9%,50.1%,22.5,2022.0,2022-01-01
429,Kirby Yates,ATL,7.0,28.4%,60.7%,41.6%,43.5%,88.2%,70.2%,40.9%,26.4,2022.0,2022-01-01
430,Will Vest,DET,63.0,28.4%,66.2%,47.6%,61.6%,84.4%,77.8%,51.0%,24.0,2022.0,2022-01-01
431,Tyler Alexander,DET,101.0,28.4%,68.9%,50.5%,73.7%,88.8%,84.9%,54.6%,23.0,2022.0,2022-01-01
432,Luke Bard,- - -,15.0,28.3%,63.2%,44.8%,63.9%,81.9%,75.9%,47.3%,23.9,2022.0,2022-01-01
433,Graham Ashcraft,CIN,105.0,28.3%,69.1%,49.3%,62.8%,90.5%,82.8%,51.4%,22.8,2022.0,2022-01-01
434,Adam Kolarek,OAK,17.2,28.3%,61.2%,42.6%,82.4%,92.9%,89.0%,43.6%,23.8,2022.0,2022-01-01
435,Michael Grove,LAD,29.1,28.3%,69.2%,50.2%,51.6%,89.7%,79.7%,53.6%,22.3,2022.0,2022-01-01
436,Framber Valdez,HOU,201.1,28.3%,62.3%,46.6%,45.5%,87.5%,75.8%,53.9%,22.4,2022.0,2022-01-01
437,Tyler Danish,BOS,40.1,28.2%,59.9%,43.7%,68.8%,90.2%,83.1%,48.8%,21.0,2022.0,2022-01-01
438,Luis Cessa,CIN,80.2,28.2%,63.7%,46.2%,57.9%,89.4%,79.9%,50.6%,22.8,2022.0,2022-01-01
439,Clarke Schmidt,NYY,57.2,28.2%,63.4%,46.6%,49.6%,84.4%,74.3%,52.2%,24.0,2022.0,2022-01-01
440,Adam Ottavino,NYM,65.2,28.2%,58.9%,44.0%,47.6%,81.6%,71.0%,51.5%,24.9,2022.0,2022-01-01
441,Freddy Peralta,MIL,78.0,28.2%,61.0%,43.8%,59.5%,79.1%,72.5%,47.6%,22.2,2022.0,2022-01-01
442,Daniel Norris,- - -,58.2,28.2%,59.5%,43.0%,45.3%,81.6%,69.1%,47.2%,23.1,2022.0,2022-01-01
443,Matt Barnes,BOS,39.2,28.2%,60.9%,43.1%,52.8%,85.5%,73.9%,45.7%,27.3,2022.0,2022-01-01
444,Sam Selman,OAK,18.1,28.2%,63.7%,45.8%,59.5%,86.0%,77.8%,49.5%,20.6,2022.0,2022-01-01
445,David Peterson,NYM,105.2,28.2%,64.5%,44.4%,44.9%,85.0%,70.9%,44.8%,20.4,2022.0,2022-01-01
446,Alex Vesia,LAD,54.1,28.2%,68.0%,47.9%,59.3%,73.2%,69.1%,49.6%,28.9,2022.0,2022-01-01
447,Johan Oviedo,- - -,56.0,28.2%,66.2%,48.2%,52.7%,85.9%,76.7%,52.6%,22.4,2022.0,2022-01-01
448,Marcus Stroman,CHC,138.2,28.2%,62.3%,45.6%,57.3%,89.4%,79.7%,51.2%,21.5,2022.0,2022-01-01
449,Austin Gomber,COL,124.2,28.2%,69.2%,48.8%,59.9%,87.8%,79.8%,50.4%,20.8,2022.0,2022-01-01
450,Dillon Tate,BAL,73.2,28.2%,65.4%,48.7%,58.1%,85.1%,78.1%,55.1%,22.0,2022.0,2022-01-01
451,Bailey Falter,PHI,84.0,28.1%,65.3%,48.6%,51.8%,86.2%,77.3%,55.0%,23.5,2022.0,2022-01-01
452,Nick Sandlin,CLE,44.0,28.1%,64.5%,45.9%,56.6%,82.5%,74.4%,49.1%,21.3,2022.0,2022-01-01
453,Jandel Gustave,MIL,28.0,28.1%,60.9%,46.1%,69.5%,91.7%,85.6%,54.9%,22.8,2022.0,2022-01-01
454,Cody Morris,CLE,23.2,28.1%,75.6%,51.7%,57.9%,78.9%,73.2%,49.8%,23.8,2022.0,2022-01-01
455,Rowan Wick,CHC,64.0,28.1%,65.0%,47.2%,62.7%,85.1%,78.7%,51.9%,23.3,2022.0,2022-01-01
456,Manuel Rodriguez,CHC,13.2,28.1%,74.2%,48.3%,56.3%,90.9%,79.6%,43.8%,23.7,2022.0,2022-01-01
457,Reid Detmers,LAA,129.0,28.1%,66.7%,48.0%,61.5%,82.8%,76.8%,51.6%,21.1,2022.0,2022-01-01
458,Brent Suter,MIL,66.2,28.0%,68.1%,46.7%,61.6%,80.7%,74.6%,46.6%,18.1,2022.0,2022-01-01
459,Anthony Misiewicz,- - -,29.0,28.0%,65.2%,47.4%,63.3%,84.2%,78.3%,52.1%,26.4,2022.0,2022-01-01
460,Dylan Coleman,KCR,68.0,28.0%,61.0%,44.3%,55.6%,77.7%,70.6%,49.4%,23.5,2022.0,2022-01-01
461,Craig Stammen,SDP,40.2,28.0%,63.5%,45.1%,52.9%,86.0%,75.3%,48.1%,26.9,2022.0,2022-01-01
462,Cionel Perez,BAL,57.2,28.0%,65.7%,47.6%,52.9%,84.4%,75.5%,52.1%,26.4,2022.0,2022-01-01
463,Michael Lorenzen,LAA,97.2,28.0%,68.1%,47.3%,56.3%,85.3%,76.4%,48.2%,21.2,2022.0,2022-01-01
464,Adam Cimber,TOR,70.2,28.0%,67.1%,50.8%,73.8%,83.8%,81.5%,58.2%,21.6,2022.0,2022-01-01
465,Keegan Thompson,CHC,115.0,27.9%,63.8%,46.0%,60.9%,85.7%,78.2%,50.3%,21.4,2022.0,2022-01-01
466,A.J. Puk,OAK,66.1,27.9%,64.4%,47.4%,48.6%,82.3%,73.0%,53.3%,22.6,2022.0,2022-01-01
467,Javier Assad,CHC,37.2,27.9%,65.2%,46.2%,58.2%,86.9%,78.1%,49.1%,23.0,2022.0,2022-01-01
468,Jesus Tinoco,TEX,20.2,27.9%,65.9%,46.0%,56.9%,86.4%,77.0%,47.7%,22.2,2022.0,2022-01-01
469,Ronel Blanco,HOU,6.1,27.9%,89.8%,58.3%,23.5%,81.1%,67.1%,49.2%,23.7,2022.0,2022-01-01
470,Tyler Mahle,- - -,120.2,27.9%,62.6%,45.1%,59.5%,82.7%,75.5%,49.7%,22.7,2022.0,2022-01-01
471,Cory Abbott,WSN,48.0,27.9%,70.0%,48.2%,51.6%,85.3%,75.2%,48.2%,23.6,2022.0,2022-01-01
472,Ian Anderson,ATL,111.2,27.8%,69.6%,46.7%,53.3%,83.5%,73.6%,45.2%,22.2,2022.0,2022-01-01
473,Shane Baz,TBR,27.0,27.8%,64.7%,47.1%,47.5%,81.3%,71.8%,52.3%,26.0,2022.0,2022-01-01
474,Andrelton Simmons,CHC,1.0,27.8%,71.4%,40.0%,100.0%,80.0%,90.0%,28.0%,10.2,2022.0,2022-01-01
475,Nick Neidert,MIA,5.0,27.8%,65.2%,48.8%,80.0%,86.7%,85.0%,56.1%,24.7,2022.0,2022-01-01
476,Cooper Criswell,TBR,3.1,27.8%,55.6%,44.4%,60.0%,80.0%,75.0%,60.0%,19.2,2022.0,2022-01-01
477,Lance McCullers Jr.,HOU,47.2,27.8%,59.5%,43.2%,46.3%,87.7%,74.1%,48.7%,23.7,2022.0,2022-01-01
478,Noah Syndergaard,- - -,134.2,27.8%,67.7%,49.7%,65.0%,87.2%,81.6%,54.8%,23.3,2022.0,2022-01-01
479,Ian Kennedy,ARI,50.1,27.7%,68.1%,50.2%,77.4%,84.0%,82.4%,55.6%,25.7,2022.0,2022-01-01
480,Jackson Stephens,ATL,53.2,27.7%,66.2%,48.7%,60.5%,88.0%,80.9%,54.6%,23.7,2022.0,2022-01-01
481,Wyatt Mills,- - -,29.1,27.7%,64.4%,47.8%,63.9%,77.9%,74.2%,54.8%,24.1,2022.0,2022-01-01
482,John Schreiber,BOS,65.0,27.7%,64.6%,46.2%,47.5%,80.9%,70.9%,50.1%,24.5,2022.0,2022-01-01
483,Joe Ryan,MIN,147.0,27.7%,69.9%,50.8%,58.7%,83.4%,77.3%,54.7%,21.9,2022.0,2022-01-01
484,Caleb Ferguson,LAD,34.2,27.7%,64.6%,46.9%,59.7%,82.6%,76.1%,52.1%,25.0,2022.0,2022-01-01
485,Austin Voth,- - -,101.2,27.7%,67.8%,47.9%,57.9%,84.9%,77.1%,50.4%,25.2,2022.0,2022-01-01
486,Rich Hill,BOS,124.1,27.7%,62.8%,47.3%,66.7%,85.1%,80.3%,55.9%,20.0,2022.0,2022-01-01
487,Adonis Medina,NYM,23.2,27.7%,66.8%,47.3%,68.4%,88.5%,82.7%,50.2%,21.9,2022.0,2022-01-01
488,Jesse Chavez,- - -,69.1,27.7%,60.6%,45.5%,69.3%,82.4%,78.7%,54.2%,18.7,2022.0,2022-01-01
489,Miles Mikolas,STL,202.1,27.7%,64.7%,48.7%,65.0%,88.8%,82.9%,56.8%,20.4,2022.0,2022-01-01
490,Cole Sands,MIN,30.2,27.7%,65.8%,46.3%,59.3%,87.2%,78.7%,48.9%,19.5,2022.0,2022-01-01
491,Connor Seabold,BOS,18.1,27.6%,68.7%,49.7%,57.4%,84.6%,77.6%,53.8%,25.6,2022.0,2022-01-01
492,Martin Perez,TEX,196.1,27.6%,62.0%,44.4%,68.4%,86.7%,80.8%,48.6%,24.7,2022.0,2022-01-01
493,Matt Manning,DET,63.0,27.6%,67.7%,49.5%,64.5%,86.6%,81.0%,54.6%,21.5,2022.0,2022-01-01
494,Michael Kopech,CHW,119.1,27.6%,62.5%,44.9%,59.6%,86.0%,77.8%,49.5%,24.6,2022.0,2022-01-01
495,Yusei Kikuchi,TOR,100.2,27.6%,66.7%,47.3%,50.8%,80.5%,71.9%,50.5%,24.3,2022.0,2022-01-01
496,Mike Minor,CIN,98.0,27.6%,63.2%,45.9%,65.4%,88.8%,82.0%,51.5%,21.5,2022.0,2022-01-01
497,Jarlin Garcia,SFG,65.0,27.6%,65.4%,48.0%,62.0%,81.6%,76.4%,53.9%,24.3,2022.0,2022-01-01
498,Matt Wisler,TBR,44.0,27.5%,67.2%,47.4%,59.2%,84.5%,77.2%,50.1%,24.6,2022.0,2022-01-01
499,Stephen Nogosek,NYM,22.0,27.5%,70.9%,50.4%,67.3%,87.2%,82.1%,52.8%,23.8,2022.0,2022-01-01
500,Chase De Jong,PIT,71.2,27.5%,64.1%,44.6%,52.3%,87.2%,75.8%,46.8%,24.9,2022.0,2022-01-01
501,Jorge Lopez,- - -,71.0,27.5%,62.0%,46.7%,50.0%,86.3%,76.8%,55.6%,25.6,2022.0,2022-01-01
502,Brett Phillips,TBR,4.0,27.5%,84.2%,45.8%,90.9%,100.0%,96.3%,32.2%,14.1,2022.0,2022-01-01
503,Trevor Kelley,MIL,23.2,27.5%,60.9%,43.5%,54.5%,89.6%,78.0%,47.8%,19.9,2022.0,2022-01-01
504,MacKenzie Gore,SDP,70.0,27.5%,64.5%,46.1%,57.9%,85.5%,77.4%,50.4%,23.2,2022.0,2022-01-01
505,Anthony Gose,CLE,21.0,27.5%,64.6%,44.5%,44.8%,77.4%,66.5%,45.8%,24.9,2022.0,2022-01-01
506,Dusten Knight,TBR,11.0,27.5%,67.3%,48.4%,60.0%,83.8%,77.4%,52.6%,22.9,2022.0,2022-01-01
507,Jordan Lyles,BAL,179.0,27.5%,65.2%,46.1%,59.0%,89.0%,80.0%,49.4%,21.8,2022.0,2022-01-01
508,Eduardo Rodriguez,DET,91.0,27.5%,64.6%,46.8%,71.0%,89.5%,84.3%,52.1%,20.7,2022.0,2022-01-01
509,Drew VerHagen,STL,21.2,27.4%,66.3%,45.3%,58.1%,81.3%,73.7%,46.1%,24.9,2022.0,2022-01-01
510,DL Hall,BAL,13.2,27.4%,65.4%,49.4%,58.1%,77.5%,72.9%,58.0%,21.0,2022.0,2022-01-01
511,Jake Odorizzi,- - -,106.1,27.4%,73.4%,49.9%,64.5%,85.2%,79.4%,49.1%,24.1,2022.0,2022-01-01
512,Mark Melancon,ARI,56.0,27.4%,65.8%,47.6%,61.6%,86.7%,79.9%,52.7%,27.6,2022.0,2022-01-01
513,Logan Gilbert,SEA,185.2,27.4%,69.8%,50.1%,62.3%,83.9%,78.4%,53.7%,20.7,2022.0,2022-01-01
514,Chris Flexen,SEA,137.2,27.4%,72.3%,48.7%,62.5%,87.6%,80.1%,47.5%,22.7,2022.0,2022-01-01
515,Eric Lauer,MIL,158.2,27.4%,63.8%,46.5%,66.3%,83.9%,79.0%,52.6%,21.7,2022.0,2022-01-01
516,Nick Pivetta,BOS,179.2,27.3%,66.8%,47.5%,62.0%,85.7%,79.0%,51.2%,22.9,2022.0,2022-01-01
517,Mike Clevinger,SDP,114.1,27.3%,67.1%,48.2%,59.6%,84.1%,77.5%,52.5%,24.8,2022.0,2022-01-01
518,Spenser Watkins,BAL,105.1,27.3%,66.0%,47.4%,62.3%,89.5%,82.0%,52.1%,21.2,2022.0,2022-01-01
519,Tayler Scott,SDP,12.0,27.3%,54.5%,40.4%,47.2%,83.6%,70.9%,48.2%,20.2,2022.0,2022-01-01
520,Adrian Morejon,SDP,34.0,27.3%,73.5%,53.7%,61.9%,82.8%,78.3%,57.2%,23.9,2022.0,2022-01-01
521,Aneurys Zabala,MIA,2.2,27.3%,61.9%,44.2%,66.7%,76.9%,73.7%,48.8%,23.2,2022.0,2022-01-01
522,Robert Suarez,SDP,47.2,27.2%,66.7%,48.4%,69.3%,77.4%,75.3%,53.7%,23.6,2022.0,2022-01-01
523,Ralph Garza,TBR,35.0,27.2%,65.8%,47.9%,63.1%,89.0%,82.1%,53.5%,22.2,2022.0,2022-01-01
524,Ian Gibaut,- - -,36.0,27.2%,62.6%,44.8%,64.6%,82.2%,76.8%,49.8%,23.9,2022.0,2022-01-01
525,Joey Krehbiel,BAL,57.2,27.2%,65.8%,45.9%,67.9%,84.2%,79.2%,48.4%,24.1,2022.0,2022-01-01
526,Aaron Brooks,STL,9.1,27.1%,61.9%,46.1%,68.4%,84.6%,80.3%,54.5%,21.8,2022.0,2022-01-01
527,Matt Brash,SEA,50.2,27.1%,58.1%,42.2%,45.4%,82.6%,70.4%,48.8%,22.1,2022.0,2022-01-01
528,Kyle Freeland,COL,174.2,27.0%,67.5%,47.5%,59.6%,88.6%,80.5%,50.5%,23.8,2022.0,2022-01-01
529,Michael Feliz,BOS,3.1,27.0%,53.8%,38.1%,40.0%,92.9%,70.8%,41.3%,22.7,2022.0,2022-01-01
530,Caleb Smith,ARI,70.0,27.0%,68.9%,48.7%,55.9%,79.7%,73.3%,51.7%,22.4,2022.0,2022-01-01
531,Beau Brieske,DET,81.2,27.0%,72.5%,50.5%,76.8%,86.1%,83.7%,51.7%,24.7,2022.0,2022-01-01
532,Travis Lakins Sr.,BAL,10.1,27.0%,67.6%,48.1%,66.7%,86.3%,81.0%,51.9%,22.2,2022.0,2022-01-01
533,Dany Jimenez,OAK,34.1,27.0%,60.3%,41.7%,37.0%,83.3%,66.7%,44.3%,27.5,2022.0,2022-01-01
534,Vince Velasquez,CHW,75.1,27.0%,68.3%,48.3%,58.7%,81.6%,75.4%,51.7%,25.7,2022.0,2022-01-01
535,Chad Smith,COL,18.0,27.0%,56.4%,38.6%,50.9%,84.0%,70.0%,39.5%,24.1,2022.0,2022-01-01
536,R.J. Alvarez,NYM,2.1,26.9%,56.0%,41.2%,42.9%,85.7%,71.4%,49.0%,25.1,2022.0,2022-01-01
537,Kenny Rosenberg,LAA,10.2,26.9%,70.8%,47.2%,67.9%,85.7%,80.2%,46.1%,21.9,2022.0,2022-01-01
538,JP Sears,- - -,70.0,26.9%,62.4%,45.9%,61.5%,90.6%,82.6%,53.5%,26.2,2022.0,2022-01-01
539,Brock Burke,TEX,82.1,26.9%,64.5%,46.4%,65.1%,80.2%,76.0%,51.9%,23.2,2022.0,2022-01-01
540,Yimi Garcia,TOR,61.0,26.8%,64.7%,47.4%,60.6%,83.9%,77.9%,54.5%,24.6,2022.0,2022-01-01
541,Paolo Espino,WSN,113.1,26.8%,62.5%,44.9%,60.9%,87.7%,79.8%,50.7%,22.1,2022.0,2022-01-01
542,Ranger Suarez,PHI,155.1,26.8%,65.8%,45.3%,59.4%,90.0%,80.5%,47.4%,21.6,2022.0,2022-01-01
543,Carlos Estevez,COL,57.0,26.8%,72.8%,50.5%,74.6%,84.8%,82.2%,51.5%,22.8,2022.0,2022-01-01
544,Jeurys Familia,- - -,44.1,26.8%,60.7%,42.7%,52.6%,85.4%,74.5%,47.0%,26.9,2022.0,2022-01-01
545,Tyler Matzek,ATL,43.2,26.8%,73.2%,48.4%,56.9%,84.8%,76.5%,46.6%,26.1,2022.0,2022-01-01
546,Ken Waldichuk,OAK,34.2,26.8%,73.2%,50.7%,57.9%,84.2%,77.4%,51.5%,24.7,2022.0,2022-01-01
547,Craig Kimbrel,LAD,60.0,26.8%,62.8%,45.2%,49.6%,82.6%,73.0%,51.0%,26.4,2022.0,2022-01-01
548,Phil Bickford,LAD,61.0,26.7%,67.3%,50.4%,64.0%,81.0%,77.2%,58.2%,24.9,2022.0,2022-01-01
549,Matt Bush,- - -,59.2,26.7%,62.6%,45.6%,49.6%,81.6%,72.7%,52.6%,23.3,2022.0,2022-01-01
550,Mason Thompson,WSN,24.2,26.7%,69.9%,49.6%,58.7%,86.7%,79.6%,52.9%,24.9,2022.0,2022-01-01
551,Luis Patino,TBR,20.0,26.7%,71.9%,50.0%,66.0%,85.3%,80.3%,51.6%,21.8,2022.0,2022-01-01
552,Clay Holmes,NYY,63.2,26.7%,64.5%,46.1%,45.3%,83.1%,72.4%,51.3%,26.1,2022.0,2022-01-01
553,Steve Cishek,WSN,66.1,26.7%,58.1%,42.4%,54.1%,85.6%,75.7%,50.0%,21.3,2022.0,2022-01-01
554,Colin Holderman,- - -,28.1,26.7%,65.0%,44.1%,57.1%,89.1%,78.5%,45.5%,20.8,2022.0,2022-01-01
555,Taylor Hearn,TEX,100.0,26.7%,67.3%,48.0%,61.7%,85.7%,79.3%,52.4%,23.3,2022.0,2022-01-01
556,Silvino Bracho,ATL,4.1,26.7%,71.4%,50.8%,62.5%,84.0%,78.8%,53.8%,25.5,2022.0,2022-01-01
557,Phillip Diehl,CIN,5.2,26.7%,66.7%,46.7%,56.3%,87.5%,78.6%,50.0%,23.3,2022.0,2022-01-01
558,Brady Singer,KCR,153.1,26.7%,57.8%,44.2%,54.3%,87.6%,78.9%,56.4%,19.6,2022.0,2022-01-01
559,Jose Ruiz,CHW,60.2,26.7%,68.6%,44.8%,49.1%,85.5%,73.1%,43.1%,23.7,2022.0,2022-01-01
560,Madison Bumgarner,ARI,158.2,26.6%,67.3%,48.1%,71.8%,88.1%,83.8%,52.8%,22.6,2022.0,2022-01-01
561,Danny Coulombe,MIN,12.1,26.6%,70.1%,45.3%,58.8%,77.9%,71.6%,43.1%,26.5,2022.0,2022-01-01
562,Tyler Duffey,MIN,44.0,26.6%,68.6%,46.8%,56.9%,84.1%,76.1%,48.2%,22.7,2022.0,2022-01-01
563,T.J. McFarland,STL,32.2,26.5%,68.3%,46.0%,72.5%,92.3%,86.2%,46.6%,22.4,2022.0,2022-01-01
564,Sonny Gray,MIN,119.2,26.5%,60.0%,43.2%,59.7%,86.6%,78.3%,49.9%,23.4,2022.0,2022-01-01
565,Mitch Keller,PIT,159.0,26.5%,63.8%,45.5%,62.9%,87.8%,80.7%,51.1%,21.0,2022.0,2022-01-01
566,Steven Wilson,SDP,53.0,26.5%,68.0%,46.8%,53.8%,80.4%,72.7%,48.8%,26.0,2022.0,2022-01-01
567,Kyle Muller,ATL,12.1,26.5%,66.4%,46.4%,45.2%,85.7%,74.1%,49.8%,19.6,2022.0,2022-01-01
568,Jason Foley,DET,60.1,26.5%,68.0%,50.4%,63.9%,89.9%,84.1%,57.5%,24.3,2022.0,2022-01-01
569,Jason Alexander,MIL,71.2,26.4%,60.2%,42.9%,70.1%,89.7%,83.5%,48.8%,21.4,2022.0,2022-01-01
570,Kirby Snead,OAK,44.2,26.4%,59.0%,43.3%,66.7%,87.0%,81.1%,51.9%,22.4,2022.0,2022-01-01
571,Reyes Moronta,- - -,37.2,26.4%,65.9%,44.6%,51.6%,85.1%,74.5%,46.2%,23.6,2022.0,2022-01-01
572,Jake Woodford,STL,48.1,26.4%,70.6%,49.6%,70.1%,88.0%,83.5%,52.7%,23.2,2022.0,2022-01-01
573,Tommy Henry,ARI,47.0,26.3%,69.5%,48.6%,61.2%,84.2%,78.2%,51.7%,23.1,2022.0,2022-01-01
574,Justin Steele,CHC,119.0,26.3%,66.1%,47.2%,55.7%,86.7%,78.5%,52.6%,21.8,2022.0,2022-01-01
575,Tucker Davidson,- - -,52.0,26.3%,63.2%,44.8%,50.4%,90.3%,78.7%,50.3%,21.9,2022.0,2022-01-01
576,Adam Wainwright,STL,191.2,26.2%,59.1%,43.4%,69.3%,90.8%,84.5%,52.1%,22.4,2022.0,2022-01-01
577,Paul Blackburn,OAK,111.1,26.2%,62.9%,44.3%,56.8%,87.4%,78.2%,49.4%,25.2,2022.0,2022-01-01
578,Evan Phillips,LAD,63.0,26.2%,61.6%,44.9%,48.2%,81.3%,72.2%,52.8%,25.0,2022.0,2022-01-01
579,Tylor Megill,NYM,47.1,26.2%,69.7%,49.1%,54.1%,83.8%,76.3%,52.7%,25.3,2022.0,2022-01-01
580,Diego Castillo,SEA,54.1,26.2%,68.6%,48.5%,47.1%,84.5%,74.9%,52.7%,25.0,2022.0,2022-01-01
581,Zach Logue,OAK,57.0,26.2%,68.8%,48.2%,66.7%,87.1%,81.7%,51.8%,21.7,2022.0,2022-01-01
582,Tommy Nance,MIA,43.2,26.1%,59.9%,43.5%,33.7%,87.9%,72.2%,51.5%,24.5,2022.0,2022-01-01
583,Easton McGee,TBR,3.0,26.1%,73.9%,50.0%,83.3%,94.1%,91.3%,50.0%,26.3,2022.0,2022-01-01
584,Austin Davis,- - -,56.0,26.1%,65.1%,45.7%,55.9%,84.2%,76.1%,50.3%,21.5,2022.0,2022-01-01
585,Anderson Severino,CHW,7.1,26.0%,58.3%,40.6%,36.8%,85.7%,68.5%,45.1%,22.8,2022.0,2022-01-01
586,Dauri Moreta,CIN,38.1,26.0%,61.2%,44.2%,55.8%,82.5%,74.9%,51.7%,24.4,2022.0,2022-01-01
587,Kyle Bradish,BAL,117.2,26.0%,65.7%,45.4%,55.5%,87.8%,78.3%,48.9%,24.0,2022.0,2022-01-01
588,Lucas Gilbreath,COL,43.0,26.0%,60.7%,43.0%,56.7%,78.1%,71.5%,49.0%,23.9,2022.0,2022-01-01
589,Corey Knebel,PHI,44.2,26.0%,64.3%,44.8%,53.3%,83.9%,74.9%,48.9%,23.6,2022.0,2022-01-01
590,Michael Fulmer,- - -,63.2,26.0%,66.2%,45.7%,50.7%,82.3%,73.2%,49.1%,22.8,2022.0,2022-01-01
591,James Karinchak,CLE,39.0,26.0%,54.0%,38.5%,45.5%,80.0%,67.2%,44.7%,27.7,2022.0,2022-01-01
592,Dustin May,LAD,30.0,26.0%,67.4%,46.8%,44.3%,83.9%,73.0%,50.4%,22.5,2022.0,2022-01-01
593,Shelby Miller,SFG,7.0,25.9%,49.3%,39.4%,71.4%,80.6%,78.0%,57.5%,22.9,2022.0,2022-01-01
594,Angel De Jesus,DET,12.2,25.9%,62.7%,46.7%,72.7%,87.0%,83.5%,56.4%,23.9,2022.0,2022-01-01
595,James Kaprielian,OAK,134.0,25.9%,68.1%,47.5%,63.0%,86.3%,80.1%,51.3%,24.1,2022.0,2022-01-01
596,Carlos Hernandez,KCR,56.0,25.8%,70.6%,47.2%,58.3%,84.9%,77.3%,47.9%,22.8,2022.0,2022-01-01
597,Nick Nelson,PHI,68.2,25.8%,68.2%,46.6%,55.7%,81.1%,74.0%,49.1%,24.5,2022.0,2022-01-01
598,Cristofer Ogando,TBR,4.1,25.7%,61.5%,44.6%,88.9%,83.3%,84.8%,52.7%,22.1,2022.0,2022-01-01
599,Ronald Bolanos,KCR,18.1,25.7%,58.2%,40.7%,52.2%,89.9%,77.0%,46.1%,23.3,2022.0,2022-01-01
600,Adrian Houser,MIL,102.2,25.7%,62.5%,43.1%,72.8%,90.4%,84.9%,47.2%,21.9,2022.0,2022-01-01
601,Steven Okert,MIA,51.1,25.7%,64.1%,45.2%,54.9%,77.2%,71.0%,50.9%,23.3,2022.0,2022-01-01
602,Andrew Vasquez,- - -,8.2,25.7%,40.5%,33.3%,47.4%,87.5%,72.5%,51.6%,19.3,2022.0,2022-01-01
603,Alex Faedo,DET,53.2,25.7%,67.1%,46.2%,55.2%,87.3%,78.3%,49.6%,21.2,2022.0,2022-01-01
604,Bryse Wilson,PIT,115.2,25.7%,67.4%,47.6%,66.7%,90.0%,84.0%,52.6%,21.8,2022.0,2022-01-01
605,Miguel Castro,NYY,29.0,25.7%,59.1%,42.1%,54.4%,75.7%,69.1%,49.2%,22.1,2022.0,2022-01-01
606,Archie Bradley,LAA,18.2,25.7%,64.7%,45.2%,64.1%,87.9%,81.2%,50.2%,23.5,2022.0,2022-01-01
607,Thomas Szapucki,- - -,15.0,25.7%,65.5%,44.7%,61.5%,84.6%,77.7%,47.8%,22.5,2022.0,2022-01-01
608,Adam Oller,OAK,74.1,25.6%,72.0%,48.5%,61.9%,87.6%,80.7%,49.4%,22.3,2022.0,2022-01-01
609,Jared Solomon,CIN,8.1,25.6%,63.3%,44.6%,65.0%,78.0%,74.3%,50.3%,23.4,2022.0,2022-01-01
610,Kervin Castro,- - -,12.1,25.6%,63.6%,44.4%,58.1%,86.7%,78.3%,49.4%,20.2,2022.0,2022-01-01
611,Jeff Hoffman,CIN,44.2,25.6%,67.4%,44.7%,63.6%,82.4%,76.5%,45.6%,25.4,2022.0,2022-01-01
612,T.J. Zeuch,CIN,10.2,25.6%,61.2%,42.8%,72.7%,89.2%,84.1%,48.4%,22.7,2022.0,2022-01-01
613,Reiss Knehr,SDP,13.2,25.6%,64.6%,43.8%,66.7%,95.9%,86.8%,46.7%,20.9,2022.0,2022-01-01
614,Joey Wentz,DET,32.2,25.6%,63.7%,45.0%,60.9%,88.3%,80.6%,51.0%,21.7,2022.0,2022-01-01
