#,Name,Team,IP,Events,EV,maxEV,LA,Barrels,Barrel%,HardHit,HardHit%,ERA,xERA,Year,YearDate
829,Cooper Criswell,TBR,3.1,8,93.3,103.8,4.9,0,0.0%,2,25.0%,2.70,1.13,2022.0,2022-01-01
830,Yu Chang,TBR,2.0,11,93.4,108.6,18.3,1,9.1%,5,45.5%,13.50,13.92,2022.0,2022-01-01
831,Justin Wilson,CIN,3.2,6,93.5,107.5,7.2,1,16.7%,2,33.3%,2.45,1.46,2022.0,2022-01-01
832,Kervin Castro,- - -,12.1,39,93.5,108.9,14.9,3,7.7%,19,48.7%,10.22,5.67,2022.0,2022-01-01
833,Justus Sheffield,SEA,11.2,37,93.5,111.3,3.5,1,2.7%,21,56.8%,3.86,5.38,2022.0,2022-01-01
834,Tyler Cyr,- - -,13.1,33,93.6,113.1,11.7,3,9.1%,18,54.5%,2.70,4.31,2022.0,2022-01-01
835,Mike Brosseau,MIL,3.0,12,93.7,103.6,7.2,0,0.0%,6,50.0%,0.00,13.67,2022.0,2022-01-01
836,Ryan McKenna,BAL,1.1,9,93.8,102.3,20.6,0,0.0%,4,44.4%,13.50,6.13,2022.0,2022-01-01
837,Nick Neidert,MIA,5.0,17,93.9,107.4,12.7,1,5.9%,10,58.8%,3.60,4.28,2022.0,2022-01-01
838,Nick Maton,PHI,1.1,8,94.0,105.9,12.7,1,12.5%,4,50.0%,20.25,8.91,2022.0,2022-01-01
839,Norge Ruiz,OAK,19.0,67,94.0,116.5,12.1,7,10.4%,35,52.2%,7.11,7.04,2022.0,2022-01-01
840,Frank German,BOS,4.0,15,94.1,109.2,2.5,1,6.7%,7,46.7%,18.00,7.00,2022.0,2022-01-01
841,Chris Owings,BAL,1.0,5,94.1,105.3,18.3,1,20.0%,2,40.0%,9.00,11.91,2022.0,2022-01-01
842,Arodys Vizcaino,KCR,5.2,19,94.3,114.3,14.7,2,10.5%,12,63.2%,6.35,9.24,2022.0,2022-01-01
843,Albert Pujols,STL,1.0,6,94.3,103.7,13.2,1,16.7%,3,50.0%,36.00,9.02,2022.0,2022-01-01
844,Yoan Lopez,NYM,11.0,35,94.5,108.8,16.9,3,8.6%,19,54.3%,5.73,4.02,2022.0,2022-01-01
845,Tommy Romero,- - -,8.1,28,94.5,110.2,21.2,7,25.0%,18,64.3%,10.80,15.24,2022.0,2022-01-01
846,Phillip Diehl,CIN,5.2,22,94.5,115.1,20.4,6,27.3%,13,59.1%,11.12,8.96,2022.0,2022-01-01
847,Luis Castillo,DET,3.2,10,94.5,108.9,2.4,1,10.0%,4,40.0%,0.00,2.20,2022.0,2022-01-01
848,Paul Fry,- - -,13.0,36,94.6,113.6,-1.6,1,2.8%,18,50.0%,6.23,5.11,2022.0,2022-01-01
849,Freddy Tarnok,ATL,0.2,2,94.7,101.9,9.9,0,0.0%,1,50.0%,0.00,3.94,2022.0,2022-01-01
850,Yadier Molina,STL,2.0,11,95.1,104.5,19.1,1,9.1%,6,54.5%,18.00,9.47,2022.0,2022-01-01
851,Greg Holland,TEX,4.2,14,95.2,108.0,3.7,4,28.6%,9,64.3%,7.71,11.42,2022.0,2022-01-01
852,Sam Clay,- - -,5.1,16,95.3,111.2,-8.8,1,6.3%,10,62.5%,8.44,6.01,2022.0,2022-01-01
853,Cristofer Ogando,TBR,4.1,13,95.3,112.5,24.7,2,15.4%,7,53.8%,4.15,7.41,2022.0,2022-01-01
854,Diego Castillo,PIT,2.0,10,95.3,106.3,-1.6,1,10.0%,7,70.0%,36.00,11.08,2022.0,2022-01-01
855,Yerry Rodriguez,TEX,1.0,3,95.5,104.6,0.9,0,0.0%,2,66.7%,0.00,2.32,2022.0,2022-01-01
856,Sean Doolittle,WSN,5.1,11,95.6,108.0,24.7,1,9.1%,7,63.6%,0.00,1.07,2022.0,2022-01-01
857,Tayler Saucedo,TOR,2.2,14,95.7,113.0,8.5,4,28.6%,10,71.4%,13.50,25.00,2022.0,2022-01-01
858,Jermaine Palacios,MIN,0.2,2,96.1,97.1,15.9,0,0.0%,1,50.0%,0.00,3.57,2022.0,2022-01-01
859,Nicky Lopez,KCR,1.0,6,96.5,106.5,24.9,1,16.7%,4,66.7%,18.00,27.66,2022.0,2022-01-01
860,Max Schrock,CIN,1.0,10,97.1,107.0,18.5,2,20.0%,7,70.0%,45.00,34.26,2022.0,2022-01-01
861,Matt Dermody,CHC,1.0,4,97.2,107.2,15.1,1,25.0%,3,75.0%,18.00,28.37,2022.0,2022-01-01
862,Harold Castro,DET,4.0,15,97.8,109.5,18.7,0,0.0%,11,73.3%,4.50,7.59,2022.0,2022-01-01
863,Riley O'Brien,SEA,1.0,3,98.5,105.1,-23.0,0,0.0%,2,66.7%,0.00,2.24,2022.0,2022-01-01
864,Jay Jackson,ATL,1.1,4,99.3,104.2,45.8,0,0.0%,3,75.0%,0.00,1.14,2022.0,2022-01-01
865,Noah Davis,COL,1.0,4,100.0,109.8,26.0,0,0.0%,3,75.0%,18.00,4.49,2022.0,2022-01-01
866,Jose Castillo,SDP,1.0,3,100.1,101.2,10.0,1,33.3%,3,100.0%,9.00,12.80,2022.0,2022-01-01
867,Tyler Glasnow,TBR,6.2,14,100.4,112.2,14.9,3,21.4%,12,85.7%,1.35,5.75,2022.0,2022-01-01
868,Locke St. John,CHC,2.0,5,101.7,108.8,30.3,3,60.0%,4,80.0%,13.50,26.96,2022.0,2022-01-01
869,Parker Markel,OAK,3.0,5,102.4,107.4,16.4,1,20.0%,4,80.0%,0.00,8.75,2022.0,2022-01-01
870,Marwin Gonzalez,NYY,0.1,1,102.9,102.9,-12.8,0,0.0%,1,100.0%,0.00,2.59,2022.0,2022-01-01
871,Anthony Kay,TOR,2.0,5,104.8,116.2,17.8,1,20.0%,5,100.0%,4.50,8.96,2022.0,2022-01-01
