#,Name,Team,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,RS,RS/9,Balls,Strikes,Pitches,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,Year,YearDate
138,Brent Suter,MIL,.300,1.82,18.6%,52.6%,28.8%,8.1%,14.5%,52,6.38,432,789,1221,38.4%,40.6%,21.0%,21.5%,48.9%,29.7%,2021.0,2021-01-01
139,Wade Miley,CIN,.301,1.82,23.5%,49.4%,27.1%,10.4%,12.6%,120,6.63,964,1628,2592,45.6%,32.2%,22.2%,15.6%,58.3%,26.1%,2021.0,2021-01-01
140,Manuel Rodriguez,CHC,.294,1.81,16.7%,53.7%,29.6%,18.8%,18.8%,12,6.11,116,184,300,42.6%,27.8%,29.6%,25.9%,48.1%,25.9%,2021.0,2021-01-01
141,Zack Wheeler,PHI,.288,1.81,22.7%,49.8%,27.5%,12.8%,10.8%,87,3.67,1041,2164,3205,35.4%,37.2%,27.4%,23.0%,54.6%,22.4%,2021.0,2021-01-01
142,Anthony Bender,MIA,.276,1.80,22.8%,49.7%,27.5%,12.2%,12.2%,19,2.79,347,626,973,42.7%,28.7%,28.7%,18.7%,51.3%,30.0%,2021.0,2021-01-01
143,Kyle Funkhouser,DET,.277,1.80,17.4%,53.2%,29.5%,8.9%,10.7%,27,3.56,480,709,1189,37.6%,34.0%,28.4%,19.1%,51.0%,29.9%,2021.0,2021-01-01
144,Cesar Valdez,BAL,.380,1.80,25.3%,48.0%,26.7%,2.5%,20.0%,13,2.54,239,518,757,52.7%,27.3%,20.0%,10.0%,52.7%,37.3%,2021.0,2021-01-01
145,Jake Petricka,LAA,.333,1.80,12.5%,56.3%,31.3%,0.0%,20.0%,0,0.00,61,74,135,43.8%,50.0%,6.3%,6.3%,50.0%,43.8%,2021.0,2021-01-01
146,Robert Gsellman,NYM,.267,1.80,23.1%,49.5%,27.5%,12.0%,12.0%,9,2.83,156,271,427,43.5%,34.8%,21.7%,25.0%,44.6%,30.4%,2021.0,2021-01-01
147,Jorge Lopez,BAL,.340,1.80,21.6%,50.4%,28.0%,4.8%,20.0%,69,5.10,828,1338,2166,45.1%,30.2%,24.7%,15.6%,50.4%,34.0%,2021.0,2021-01-01
148,Brady Singer,KCR,.350,1.80,22.4%,49.9%,27.8%,8.3%,13.0%,57,4.00,831,1456,2287,35.8%,35.8%,28.4%,14.6%,55.0%,30.4%,2021.0,2021-01-01
149,David Peterson,NYM,.306,1.80,23.5%,49.2%,27.4%,6.1%,22.4%,29,3.92,414,708,1122,38.6%,40.2%,21.2%,8.2%,57.1%,34.8%,2021.0,2021-01-01
150,Luis Cessa,- - -,.273,1.79,20.4%,51.1%,28.5%,11.3%,9.4%,24,3.34,333,616,949,49.5%,31.4%,19.1%,18.6%,45.2%,36.2%,2021.0,2021-01-01
151,Kyle Gibson,- - -,.276,1.77,19.1%,51.7%,29.2%,7.8%,11.1%,90,4.45,1109,1772,2881,42.3%,39.5%,18.2%,13.1%,54.6%,32.3%,2021.0,2021-01-01
152,Drew Pomeranz,SDP,.283,1.75,29.0%,45.2%,25.8%,12.5%,12.5%,27,9.47,152,278,430,32.3%,35.5%,32.3%,19.4%,50.0%,30.6%,2021.0,2021-01-01
153,Bryan Mitchell,MIA,.417,1.75,8.3%,58.3%,33.3%,50.0%,0.0%,0,0.00,21,46,67,41.7%,33.3%,25.0%,33.3%,41.7%,25.0%,2021.0,2021-01-01
154,Blake Treinen,LAD,.244,1.75,17.3%,52.6%,30.1%,15.4%,9.6%,55,6.84,384,711,1095,38.7%,34.7%,26.6%,30.6%,45.1%,24.3%,2021.0,2021-01-01
155,Kirby Snead,TOR,.350,1.75,45.0%,35.0%,20.0%,25.0%,0.0%,0,0.00,37,74,111,35.0%,35.0%,30.0%,10.0%,55.0%,35.0%,2021.0,2021-01-01
156,Paul Blackburn,OAK,.341,1.74,21.3%,50.0%,28.7%,10.3%,20.5%,19,4.46,272,409,681,46.0%,35.0%,19.0%,12.4%,58.4%,29.2%,2021.0,2021-01-01
157,Anthony Kay,TOR,.348,1.73,26.0%,46.9%,27.1%,7.7%,26.9%,24,6.42,250,399,649,37.5%,30.2%,32.3%,18.8%,50.0%,31.3%,2021.0,2021-01-01
158,Carlos Martinez,STL,.275,1.73,20.8%,50.2%,29.0%,10.8%,10.8%,33,3.61,466,815,1281,47.9%,30.1%,22.0%,15.4%,54.1%,30.5%,2021.0,2021-01-01
159,Luke Jackson,ATL,.253,1.73,17.1%,52.5%,30.4%,8.3%,12.5%,29,4.10,401,654,1055,46.9%,35.6%,17.5%,13.8%,47.5%,38.8%,2021.0,2021-01-01
160,Jose Alvarez,SFG,.251,1.73,20.3%,50.5%,29.2%,18.6%,3.4%,50,6.96,331,639,970,41.2%,34.3%,24.5%,23.5%,52.5%,24.0%,2021.0,2021-01-01
161,Jordan Zimmermann,MIL,.318,1.71,17.4%,52.2%,30.4%,0.0%,14.3%,0,0.00,32,50,82,56.5%,30.4%,13.0%,8.7%,43.5%,47.8%,2021.0,2021-01-01
162,Aaron Sanchez,SFG,.275,1.71,17.1%,52.3%,30.6%,8.8%,5.9%,18,4.58,238,357,595,39.6%,36.0%,24.3%,17.1%,53.2%,29.7%,2021.0,2021-01-01
163,Paul Fry,BAL,.301,1.70,21.2%,49.6%,29.2%,12.1%,9.1%,25,4.75,354,518,872,26.7%,36.2%,37.1%,13.8%,67.2%,19.0%,2021.0,2021-01-01
164,Joe Mantiply,ARI,.367,1.69,26.5%,46.2%,27.4%,3.1%,3.1%,17,3.86,197,424,621,33.9%,45.5%,20.7%,19.8%,48.8%,31.4%,2021.0,2021-01-01
165,David Price,LAD,.309,1.69,19.7%,50.4%,29.9%,11.4%,11.4%,44,5.38,390,788,1178,37.1%,33.8%,29.1%,18.1%,53.2%,28.7%,2021.0,2021-01-01
166,Glenn Otto,TEX,.423,1.68,29.2%,44.4%,26.4%,10.5%,10.5%,8,3.09,138,310,448,37.0%,42.5%,20.5%,17.8%,52.1%,30.1%,2021.0,2021-01-01
167,Miles Mikolas,STL,.272,1.68,21.4%,49.3%,29.3%,12.2%,14.6%,28,5.64,228,481,709,33.8%,42.3%,23.9%,14.8%,50.7%,34.5%,2021.0,2021-01-01
168,Patrick Sandoval,LAA,.266,1.68,18.5%,51.1%,30.4%,13.0%,15.9%,40,4.14,542,902,1444,42.8%,33.2%,24.0%,22.7%,48.0%,29.3%,2021.0,2021-01-01
169,Justin Steele,CHC,.262,1.67,19.6%,50.3%,30.1%,13.0%,26.1%,38,6.00,369,595,964,38.2%,37.6%,24.2%,13.4%,58.0%,28.7%,2021.0,2021-01-01
170,Dennis Santana,- - -,.289,1.67,19.6%,50.3%,30.1%,8.7%,8.7%,20,3.29,350,559,909,41.7%,43.6%,14.7%,17.9%,46.2%,35.9%,2021.0,2021-01-01
171,Tommy Hunter,NYM,.174,1.67,23.8%,47.6%,28.6%,16.7%,0.0%,4,4.50,38,71,109,59.1%,13.6%,27.3%,13.6%,59.1%,27.3%,2021.0,2021-01-01
172,Brandon Dickson,STL,.500,1.67,11.1%,55.6%,33.3%,0.0%,33.3%,0,0.00,13,22,35,33.3%,66.7%,0.0%,0.0%,55.6%,44.4%,2021.0,2021-01-01
173,Jesse Hahn,KCR,.333,1.67,27.3%,45.5%,27.3%,33.3%,66.7%,2,5.40,40,48,88,36.4%,36.4%,27.3%,9.1%,18.2%,72.7%,2021.0,2021-01-01
174,Brody Koerner,NYY,.222,1.67,11.1%,55.6%,33.3%,0.0%,0.0%,4,12.00,28,24,52,33.3%,44.4%,22.2%,22.2%,55.6%,22.2%,2021.0,2021-01-01
175,Mason Thompson,- - -,.359,1.67,20.0%,50.0%,30.0%,20.8%,16.7%,12,4.38,176,248,424,42.7%,31.7%,25.6%,25.6%,41.5%,32.9%,2021.0,2021-01-01
176,Wily Peralta,DET,.259,1.66,18.8%,50.7%,30.5%,13.2%,13.2%,59,5.67,619,935,1554,44.2%,29.6%,26.2%,14.0%,53.8%,32.2%,2021.0,2021-01-01
177,Edgar Santana,ATL,.244,1.66,20.5%,49.6%,29.9%,21.1%,18.4%,32,6.75,204,406,610,44.6%,37.7%,17.7%,23.1%,46.2%,30.8%,2021.0,2021-01-01
178,Juan Minaya,MIN,.235,1.66,15.0%,53.0%,32.0%,9.4%,12.5%,29,6.53,253,406,659,41.2%,35.3%,23.5%,13.7%,57.8%,28.4%,2021.0,2021-01-01
179,Taylor Rogers,MIN,.358,1.66,19.8%,50.0%,30.2%,6.9%,13.8%,10,2.23,190,452,642,34.3%,39.4%,26.3%,19.2%,53.5%,27.3%,2021.0,2021-01-01
180,Brad Keller,KCR,.347,1.65,23.2%,47.8%,28.9%,8.3%,14.9%,68,4.58,913,1435,2348,39.6%,34.6%,25.8%,15.6%,49.3%,35.1%,2021.0,2021-01-01
181,Charlie Morton,ATL,.267,1.65,23.2%,47.8%,28.9%,9.8%,12.1%,119,5.77,1056,1931,2987,41.1%,32.7%,26.2%,16.8%,54.4%,28.8%,2021.0,2021-01-01
182,J.B. Bukauskas,ARI,.357,1.65,23.7%,47.5%,28.8%,5.9%,23.5%,20,10.38,103,183,286,48.3%,25.0%,26.7%,6.7%,55.0%,38.3%,2021.0,2021-01-01
183,Miguel Castro,NYM,.241,1.64,15.9%,52.3%,31.8%,12.5%,12.5%,31,3.97,496,732,1228,39.5%,35.0%,25.4%,20.3%,49.2%,30.5%,2021.0,2021-01-01
184,Garrett Whitlock,BOS,.304,1.63,19.8%,49.7%,30.5%,8.3%,10.0%,49,6.01,370,780,1150,34.0%,28.9%,37.1%,15.7%,53.3%,31.0%,2021.0,2021-01-01
185,Austin Warren,LAA,.276,1.63,13.8%,53.4%,32.8%,26.3%,0.0%,15,6.64,113,193,306,32.8%,37.9%,29.3%,15.5%,51.7%,32.8%,2021.0,2021-01-01
186,Hunter Harvey,BAL,.269,1.63,22.2%,48.1%,29.6%,12.5%,12.5%,9,9.35,46,93,139,37.0%,25.9%,37.0%,14.8%,40.7%,44.4%,2021.0,2021-01-01
187,Peter Lambert,COL,.435,1.63,16.0%,52.0%,32.0%,0.0%,25.0%,6,9.53,49,74,123,44.0%,32.0%,24.0%,24.0%,44.0%,32.0%,2021.0,2021-01-01
188,Johan Oviedo,STL,.285,1.61,22.0%,48.2%,29.8%,5.3%,14.0%,37,5.34,426,660,1086,39.7%,40.7%,19.6%,15.5%,52.6%,32.0%,2021.0,2021-01-01
189,Ashton Goudeau,- - -,.208,1.61,16.5%,51.5%,32.0%,6.5%,12.9%,19,4.98,225,339,564,44.0%,36.0%,20.0%,14.0%,55.0%,31.0%,2021.0,2021-01-01
190,John Gant,- - -,.272,1.61,23.8%,47.0%,29.2%,8.7%,10.9%,36,2.95,803,1172,1975,45.7%,30.7%,23.6%,13.7%,55.9%,30.4%,2021.0,2021-01-01
191,Corbin Burnes,MIL,.309,1.61,20.8%,48.8%,30.3%,7.8%,6.1%,85,4.58,872,1722,2594,40.2%,36.0%,23.8%,20.4%,54.8%,24.8%,2021.0,2021-01-01
192,Dylan Floro,MIA,.282,1.61,20.2%,49.2%,30.6%,8.9%,3.6%,26,3.66,372,704,1076,39.3%,33.3%,27.3%,18.0%,56.8%,25.1%,2021.0,2021-01-01
193,James Norwood,SDP,.353,1.60,23.5%,47.1%,29.4%,40.0%,0.0%,1,1.80,34,60,94,41.2%,29.4%,29.4%,17.6%,41.2%,41.2%,2021.0,2021-01-01
194,Edgar Garcia,- - -,.304,1.60,23.5%,47.1%,29.4%,13.3%,33.3%,1,0.61,115,166,281,52.9%,25.5%,21.6%,11.8%,54.9%,33.3%,2021.0,2021-01-01
195,Yusei Kikuchi,SEA,.289,1.60,21.3%,48.4%,30.3%,3.8%,20.6%,65,3.73,900,1662,2562,39.9%,38.5%,21.6%,11.2%,54.8%,33.9%,2021.0,2021-01-01
196,Chris Martin,ATL,.333,1.60,20.4%,48.9%,30.7%,0.0%,9.5%,11,2.28,200,464,664,38.8%,38.8%,22.3%,10.1%,56.8%,33.1%,2021.0,2021-01-01
197,Ian Anderson,ATL,.261,1.59,19.8%,49.3%,30.9%,12.3%,15.1%,60,4.21,841,1334,2175,41.7%,33.3%,24.9%,19.6%,49.6%,30.8%,2021.0,2021-01-01
198,Erick Fedde,WSN,.313,1.59,18.9%,49.7%,31.3%,7.3%,18.5%,84,5.67,941,1469,2410,35.0%,38.6%,26.4%,16.1%,48.2%,35.7%,2021.0,2021-01-01
199,Drew Rasmussen,- - -,.255,1.58,22.7%,47.3%,30.0%,4.8%,8.1%,52,6.16,420,782,1202,30.6%,38.8%,30.6%,13.4%,48.3%,38.3%,2021.0,2021-01-01
200,Domingo Tapia,- - -,.258,1.57,23.4%,46.8%,29.8%,10.7%,3.6%,24,6.42,209,311,520,35.1%,30.9%,34.0%,11.7%,59.6%,28.7%,2021.0,2021-01-01
201,Adam Wainwright,STL,.256,1.56,22.2%,47.5%,30.3%,7.8%,11.7%,109,4.75,1059,2009,3068,43.2%,34.1%,22.7%,13.9%,56.3%,29.7%,2021.0,2021-01-01
202,Brooks Raley,HOU,.322,1.56,25.6%,45.3%,29.1%,11.8%,17.6%,33,6.06,319,546,865,47.1%,28.1%,24.8%,25.6%,55.4%,19.0%,2021.0,2021-01-01
203,Nabil Crismatt,SDP,.324,1.56,16.9%,50.6%,32.5%,7.6%,12.7%,31,3.43,491,846,1337,44.0%,32.3%,23.8%,13.7%,55.2%,31.0%,2021.0,2021-01-01
204,Sean Guenther,MIA,.400,1.55,22.2%,47.2%,30.6%,13.6%,4.5%,6,2.66,135,225,360,36.8%,32.9%,30.3%,14.5%,47.4%,38.2%,2021.0,2021-01-01
205,Shane McClanahan,TBR,.328,1.54,25.0%,45.5%,29.5%,5.1%,14.3%,82,5.98,649,1305,1954,41.8%,30.3%,27.9%,13.6%,52.2%,34.1%,2021.0,2021-01-01
206,Jon Duplantier,ARI,.326,1.53,19.1%,48.9%,31.9%,13.3%,33.3%,4,2.77,105,165,270,50.0%,29.2%,20.8%,14.6%,50.0%,35.4%,2021.0,2021-01-01
207,Jandel Gustave,MIL,.236,1.53,24.6%,45.6%,29.8%,5.9%,11.8%,4,1.96,106,188,294,40.4%,42.1%,17.5%,17.5%,57.9%,24.6%,2021.0,2021-01-01
208,Patrick Corbin,WSN,.305,1.52,21.9%,47.2%,30.9%,4.3%,22.6%,99,5.19,1011,1739,2750,36.8%,35.8%,27.4%,14.0%,50.6%,35.5%,2021.0,2021-01-01
209,Nick Ramirez,SDP,.309,1.52,24.3%,45.7%,30.0%,4.8%,9.5%,12,5.31,114,200,314,38.6%,44.3%,17.1%,11.4%,62.9%,25.7%,2021.0,2021-01-01
210,Pablo Lopez,MIA,.301,1.52,22.0%,47.0%,31.0%,8.4%,13.3%,54,4.73,553,1116,1669,45.2%,33.3%,21.5%,20.7%,47.4%,31.9%,2021.0,2021-01-01
211,Bryan Abreu,HOU,.310,1.52,20.2%,48.1%,31.7%,12.1%,12.1%,14,3.50,282,407,689,28.8%,37.5%,33.7%,15.4%,58.7%,26.0%,2021.0,2021-01-01
212,Daniel Norris,- - -,.309,1.51,24.4%,45.5%,30.1%,8.5%,19.1%,29,4.58,393,596,989,41.1%,39.2%,19.6%,8.2%,57.6%,34.2%,2021.0,2021-01-01
213,Nick Wittgren,CLE,.291,1.51,24.4%,45.5%,30.1%,1.9%,24.5%,17,2.45,368,650,1018,38.2%,28.7%,33.1%,12.9%,44.9%,42.1%,2021.0,2021-01-01
214,Fernando Abad,BAL,.344,1.50,21.9%,46.9%,31.3%,0.0%,5.0%,9,4.58,116,183,299,33.8%,43.1%,23.1%,16.9%,53.8%,29.2%,2021.0,2021-01-01
215,Kyle Lobstein,WSN,.400,1.50,16.7%,50.0%,33.3%,0.0%,50.0%,0,0.00,14,20,34,50.0%,33.3%,16.7%,0.0%,66.7%,33.3%,2021.0,2021-01-01
216,Chris Sale,BOS,.358,1.50,21.1%,47.4%,31.6%,5.6%,16.7%,50,10.55,249,487,736,43.5%,33.9%,22.6%,22.6%,53.9%,23.5%,2021.0,2021-01-01
217,Adam Eaton,LAA,.400,1.50,0.0%,60.0%,40.0%,0.0%,0.0%,0,0.00,8,13,21,80.0%,0.0%,20.0%,0.0%,60.0%,40.0%,2021.0,2021-01-01
218,Brandon Workman,- - -,.372,1.50,26.1%,44.3%,29.5%,3.8%,15.4%,14,4.50,203,312,515,50.0%,34.4%,15.6%,8.9%,54.4%,36.7%,2021.0,2021-01-01
219,Luke Maile,MIL,.250,1.50,0.0%,60.0%,40.0%,0.0%,50.0%,0,0.00,7,13,20,40.0%,0.0%,60.0%,20.0%,60.0%,20.0%,2021.0,2021-01-01
220,Stevie Wilkerson,BAL,.250,1.50,0.0%,60.0%,40.0%,0.0%,50.0%,0,0.00,3,9,12,40.0%,40.0%,20.0%,0.0%,40.0%,60.0%,2021.0,2021-01-01
221,Tejay Antone,CIN,.209,1.50,21.4%,47.1%,31.4%,13.6%,13.6%,20,5.35,179,350,529,45.7%,31.4%,22.9%,14.3%,51.4%,34.3%,2021.0,2021-01-01
222,Josh James,HOU,.300,1.50,9.1%,54.5%,36.4%,25.0%,25.0%,0,0.00,22,47,69,45.5%,18.2%,36.4%,27.3%,45.5%,27.3%,2021.0,2021-01-01
223,Gabe Speier,KCR,.370,1.50,25.9%,44.4%,29.6%,0.0%,0.0%,5,5.87,35,70,105,25.9%,25.9%,48.1%,25.9%,51.9%,22.2%,2021.0,2021-01-01
224,Raynel Espinal,BOS,.286,1.50,28.6%,42.9%,28.6%,0.0%,0.0%,0,0.00,16,20,36,42.9%,42.9%,14.3%,28.6%,57.1%,14.3%,2021.0,2021-01-01
225,Tanner Houck,BOS,.317,1.50,19.6%,48.2%,32.1%,9.3%,7.4%,31,4.04,417,732,1149,38.6%,37.4%,24.0%,20.5%,45.0%,34.5%,2021.0,2021-01-01
226,Enoli Paredes,HOU,.368,1.50,21.1%,47.4%,31.6%,16.7%,0.0%,3,3.12,122,132,254,42.1%,31.6%,26.3%,26.3%,36.8%,36.8%,2021.0,2021-01-01
227,Camilo Doval,SFG,.259,1.50,19.4%,48.4%,32.3%,5.0%,20.0%,18,6.00,160,292,452,40.3%,33.9%,25.8%,22.6%,43.5%,33.9%,2021.0,2021-01-01
228,Luis Frias,ARI,.250,1.50,37.5%,37.5%,25.0%,0.0%,0.0%,0,0.00,29,39,68,62.5%,37.5%,0.0%,12.5%,62.5%,25.0%,2021.0,2021-01-01
229,Steve Cishek,LAA,.303,1.49,16.9%,49.7%,33.3%,15.4%,3.1%,26,3.42,494,761,1255,38.1%,34.5%,27.4%,21.8%,49.7%,28.4%,2021.0,2021-01-01
230,Huascar Ynoa,ATL,.271,1.49,20.9%,47.3%,31.8%,5.3%,18.4%,45,4.45,518,964,1482,37.0%,42.8%,20.2%,14.0%,53.5%,32.5%,2021.0,2021-01-01
231,Bryan Shaw,CLE,.276,1.49,23.9%,45.5%,30.6%,8.8%,14.7%,52,6.05,518,849,1367,32.6%,38.8%,28.6%,17.4%,50.9%,31.7%,2021.0,2021-01-01
232,Alex Lange,DET,.323,1.48,26.0%,44.2%,29.8%,9.7%,16.1%,17,4.29,239,400,639,42.3%,39.4%,18.3%,11.5%,44.2%,44.2%,2021.0,2021-01-01
233,Hirokazu Sawamura,BOS,.279,1.48,13.1%,51.8%,35.0%,12.5%,18.8%,26,4.42,392,554,946,44.2%,35.5%,20.3%,15.9%,55.1%,29.0%,2021.0,2021-01-01
234,Garrett Richards,BOS,.333,1.47,21.1%,47.0%,31.9%,12.2%,13.7%,86,5.66,829,1502,2331,42.6%,34.3%,23.1%,17.2%,46.9%,35.9%,2021.0,2021-01-01
235,Jose Suarez,LAA,.267,1.47,19.3%,48.1%,32.6%,10.8%,11.8%,39,3.57,605,1045,1650,43.8%,36.1%,20.1%,17.0%,52.8%,30.2%,2021.0,2021-01-01
236,JC Mejia,CLE,.311,1.47,19.6%,47.9%,32.5%,5.7%,24.5%,23,3.96,375,607,982,48.2%,37.8%,14.0%,14.0%,50.6%,35.4%,2021.0,2021-01-01
237,Clayton Kershaw,LAD,.289,1.47,18.4%,48.5%,33.0%,11.8%,14.7%,79,5.84,599,1207,1806,48.9%,32.9%,18.2%,17.9%,48.6%,33.5%,2021.0,2021-01-01
238,Adam Conley,TBR,.240,1.47,19.2%,48.1%,32.7%,23.5%,11.8%,19,8.69,94,202,296,44.2%,30.8%,25.0%,15.4%,55.8%,28.8%,2021.0,2021-01-01
239,Kent Emanuel,HOU,.174,1.47,16.0%,50.0%,34.0%,11.8%,23.5%,22,11.21,81,159,240,44.0%,38.0%,18.0%,16.0%,58.0%,26.0%,2021.0,2021-01-01
240,Trevor Williams,- - -,.348,1.47,23.4%,45.6%,31.0%,4.7%,12.9%,58,5.74,528,1009,1537,40.4%,31.8%,27.9%,10.7%,58.2%,31.1%,2021.0,2021-01-01
241,Justus Sheffield,SEA,.350,1.47,22.2%,46.3%,31.5%,4.7%,16.5%,41,4.59,573,897,1470,44.2%,31.4%,24.5%,11.7%,49.3%,39.1%,2021.0,2021-01-01
242,Lou Trivino,OAK,.265,1.47,19.3%,48.0%,32.7%,10.6%,7.6%,27,3.30,445,732,1177,35.8%,32.4%,31.9%,19.6%,55.9%,24.5%,2021.0,2021-01-01
243,Sonny Gray,CIN,.280,1.47,20.7%,47.2%,32.1%,7.8%,16.5%,61,4.06,835,1393,2228,46.5%,29.9%,23.5%,20.5%,50.4%,29.1%,2021.0,2021-01-01
244,Kris Bubic,KCR,.280,1.47,21.1%,46.9%,32.0%,11.7%,18.3%,51,3.53,834,1368,2202,42.8%,35.1%,22.1%,16.8%,52.1%,31.1%,2021.0,2021-01-01
245,Amir Garrett,CIN,.319,1.47,14.5%,50.8%,34.7%,11.6%,20.9%,25,4.72,310,518,828,44.8%,32.0%,23.2%,18.4%,36.8%,44.8%,2021.0,2021-01-01
246,Darwinzon Hernandez,BOS,.276,1.46,23.3%,45.6%,31.1%,7.1%,17.9%,19,4.28,303,451,754,41.3%,31.5%,27.2%,16.3%,51.1%,32.6%,2021.0,2021-01-01
247,Michael King,NYY,.288,1.46,23.8%,45.3%,30.9%,8.9%,10.7%,34,4.83,355,654,1009,37.9%,31.3%,30.8%,19.2%,48.9%,31.9%,2021.0,2021-01-01
248,Reiver Sanmartin,CIN,.353,1.45,20.6%,47.1%,32.4%,0.0%,0.0%,14,10.80,64,117,181,41.2%,38.2%,20.6%,23.5%,41.2%,35.3%,2021.0,2021-01-01
249,Darren McCaughan,SEA,.172,1.45,12.9%,51.6%,35.5%,0.0%,27.3%,5,5.00,56,91,147,53.1%,25.0%,21.9%,9.4%,62.5%,28.1%,2021.0,2021-01-01
250,Joe Smith,- - -,.341,1.45,25.6%,44.0%,30.4%,7.9%,13.2%,24,5.45,206,444,650,43.8%,31.3%,25.0%,17.2%,57.8%,25.0%,2021.0,2021-01-01
251,Jose Quintana,- - -,.378,1.45,21.3%,46.6%,32.2%,10.7%,21.4%,33,4.71,478,762,1240,43.8%,31.8%,24.4%,12.5%,52.8%,34.7%,2021.0,2021-01-01
252,Jon Gray,COL,.298,1.45,18.1%,48.4%,33.5%,5.8%,15.1%,73,4.41,937,1600,2537,39.9%,37.5%,22.6%,13.3%,51.8%,34.9%,2021.0,2021-01-01
253,Ian Krol,DET,.362,1.44,25.4%,44.1%,30.5%,0.0%,11.1%,3,1.45,132,217,349,33.3%,35.0%,31.7%,11.7%,63.3%,25.0%,2021.0,2021-01-01
254,Michael Lorenzen,CIN,.276,1.44,24.1%,44.8%,31.0%,7.4%,7.4%,16,4.97,177,304,481,31.5%,48.3%,20.2%,16.9%,56.2%,27.0%,2021.0,2021-01-01
255,Justin Bruihl,LAD,.226,1.44,15.4%,50.0%,34.6%,11.1%,5.6%,11,5.30,90,165,255,37.0%,33.3%,29.6%,16.7%,55.6%,27.8%,2021.0,2021-01-01
256,Jhoulys Chacin,COL,.242,1.44,22.0%,46.1%,31.9%,8.2%,13.1%,31,4.34,411,659,1070,47.7%,31.6%,20.7%,17.1%,51.3%,31.6%,2021.0,2021-01-01
257,Junior Guerra,LAA,.319,1.44,20.8%,46.7%,32.5%,10.9%,9.4%,39,5.37,504,721,1225,46.2%,31.0%,22.8%,21.8%,52.3%,25.9%,2021.0,2021-01-01
258,Jimmy Herget,- - -,.380,1.44,22.0%,46.0%,32.0%,0.0%,6.3%,15,7.23,108,191,299,41.2%,35.3%,23.5%,15.7%,60.8%,23.5%,2021.0,2021-01-01
259,Will Vest,SEA,.340,1.44,26.4%,43.4%,30.2%,6.3%,6.3%,19,4.89,232,375,607,30.6%,37.0%,32.4%,13.9%,51.9%,34.3%,2021.0,2021-01-01
260,Kyle Zimmer,KCR,.279,1.43,11.0%,52.4%,36.6%,5.7%,13.2%,17,2.83,373,561,934,39.7%,38.4%,21.9%,15.8%,51.4%,32.9%,2021.0,2021-01-01
261,Josh Taylor,BOS,.355,1.43,26.2%,43.4%,30.3%,13.5%,5.4%,19,3.59,289,502,791,44.7%,30.9%,24.4%,21.1%,54.5%,24.4%,2021.0,2021-01-01
262,Derek Law,MIN,.326,1.43,24.4%,44.4%,31.1%,7.1%,14.3%,4,2.40,110,182,292,51.1%,24.4%,24.4%,15.6%,42.2%,42.2%,2021.0,2021-01-01
263,Ian Gibaut,MIN,.263,1.43,19.0%,47.6%,33.3%,14.3%,28.6%,2,2.70,38,66,104,23.8%,47.6%,28.6%,9.5%,33.3%,57.1%,2021.0,2021-01-01
264,Dillon Peters,PIT,.296,1.43,18.1%,48.2%,33.7%,10.7%,7.1%,16,5.40,145,298,443,49.4%,27.7%,22.9%,12.0%,50.6%,37.3%,2021.0,2021-01-01
265,Casey Mize,DET,.254,1.43,18.2%,48.1%,33.7%,8.1%,16.2%,69,4.13,866,1491,2357,42.1%,32.8%,25.1%,15.2%,49.8%,35.1%,2021.0,2021-01-01
266,Mike Wright Jr.,CHW,.286,1.42,19.3%,47.4%,33.3%,10.5%,5.3%,7,3.50,139,186,325,33.3%,38.6%,28.1%,17.5%,56.1%,26.3%,2021.0,2021-01-01
267,Ryan Thompson,TBR,.277,1.41,17.6%,48.2%,34.1%,10.3%,10.3%,16,4.24,145,338,483,46.5%,32.6%,20.9%,23.3%,47.7%,29.1%,2021.0,2021-01-01
268,Hyun-Jin Ryu,TOR,.295,1.41,20.1%,46.8%,33.1%,5.9%,14.1%,137,7.30,906,1783,2689,41.4%,35.6%,22.9%,13.7%,56.5%,29.9%,2021.0,2021-01-01
269,Garrett Cleavinger,LAD,.348,1.41,16.3%,49.0%,34.7%,5.9%,23.5%,12,6.00,132,224,356,30.0%,46.0%,24.0%,16.0%,54.0%,30.0%,2021.0,2021-01-01
270,Mitch White,LAD,.256,1.41,18.5%,47.7%,33.8%,11.4%,13.6%,22,4.24,260,502,762,36.6%,35.9%,27.5%,16.8%,48.9%,34.4%,2021.0,2021-01-01
271,Derek Holland,DET,.354,1.41,22.4%,45.4%,32.2%,12.2%,12.2%,22,3.99,288,547,835,40.5%,32.7%,26.8%,16.3%,49.7%,34.0%,2021.0,2021-01-01
272,Jake Brentz,KCR,.250,1.41,16.1%,49.0%,34.8%,7.4%,13.0%,43,6.05,435,671,1106,41.1%,34.8%,24.1%,11.4%,57.0%,31.6%,2021.0,2021-01-01
273,Braxton Garrett,MIA,.382,1.41,34.3%,38.4%,27.3%,3.7%,11.1%,16,4.24,227,377,604,42.9%,39.0%,18.1%,10.5%,62.9%,26.7%,2021.0,2021-01-01
274,Duane Underwood Jr.,PIT,.316,1.41,25.6%,43.5%,30.9%,8.7%,13.0%,28,3.47,432,744,1176,40.6%,29.5%,29.9%,18.3%,46.0%,35.7%,2021.0,2021-01-01
