#,Name,Team,IP,FA%,FC%,FS%,SI%,CH%,SL%,CU%,CS%,KN%,SB%,XX%,Year,YearDate
486,A.J. Puk,OAK,13.1,41.6%, , ,23.5%,4.5%,29.2%,1.2%, , , , ,2021.0,2021-01-01
487,Brad Hand,- - -,64.2,41.5%, , ,15.9%, ,42.6%, , , , , ,2021.0,2021-01-01
488,Lucas Sims,CIN,47.0,41.5%, , , ,0.1%,46.3%,11.9%, , , ,0.2%,2021.0,2021-01-01
489,Dylan Lee,ATL,2.0,41.4%, , , ,27.6%,31.0%, , , , , ,2021.0,2021-01-01
490,Deivi Garcia,NYY,8.1,41.2%, , , ,19.6%,20.3%,19.0%, , , , ,2021.0,2021-01-01
491,Wade Davis,KCR,42.2,41.1%,32.0%, ,5.7%,1.6%, ,19.6%, , , , ,2021.0,2021-01-01
492,Shane McClanahan,TBR,123.1,40.9%, , , ,8.0%,34.9%,16.2%, , , , ,2021.0,2021-01-01
493,Griffin Canning,LAA,62.2,40.7%, , , ,21.3%,27.0%,10.9%, , , , ,2021.0,2021-01-01
494,Austin Gomber,COL,115.1,40.7%, , , ,19.4%,24.3%,15.6%, , , , ,2021.0,2021-01-01
495,Luis Madero,MIA,12.0,40.7%, , , ,9.3%,50.0%, , , , , ,2021.0,2021-01-01
496,Carson Fulmer,CIN,25.2,40.4%, , , ,15.0%,24.1%,20.5%, , , , ,2021.0,2021-01-01
497,Ian Gibaut,MIN,6.2,40.4%, , , ,31.7%,27.9%, , , , , ,2021.0,2021-01-01
498,Devin Smeltzer,MIN,4.2,40.4%, , , ,50.0%,7.7%,1.9%, , , , ,2021.0,2021-01-01
499,Deolis Guerra,OAK,65.2,40.3%,14.2%, ,5.4%,30.7%, ,9.4%, , , , ,2021.0,2021-01-01
500,Eduardo Rodriguez,BOS,157.2,40.3%,17.6%, ,11.2%,22.8%,8.2%, , , , , ,2021.0,2021-01-01
501,Trevor Bauer,LAD,107.2,40.3%,21.4%, ,5.7%,2.6%,18.7%,11.2%, , , , ,2021.0,2021-01-01
502,Carlos Carrasco,NYM,53.2,40.3%, , ,10.3%,24.4%,20.1%,4.8%, , , , ,2021.0,2021-01-01
503,Art Warren,CIN,21.0,40.2%, , , , ,59.8%, , , , , ,2021.0,2021-01-01
504,Greg Holland,KCR,55.2,40.2%, ,0.1%, , ,48.0%,11.5%, , , ,0.1%,2021.0,2021-01-01
505,Trent Thornton,TOR,49.0,40.2%,20.4%,6.3%,0.7%, ,7.5%,24.9%, , , , ,2021.0,2021-01-01
506,Joel Payamps,- - -,50.1,40.2%, , ,19.9%,10.0%,29.4%, , , , ,0.6%,2021.0,2021-01-01
507,Chasen Shreve,PIT,56.1,40.2%, ,36.9%, , , ,22.9%, , , ,0.1%,2021.0,2021-01-01
508,Luke Farrell,MIN,24.2,40.2%, , , ,1.9%,51.4%,6.6%, , , , ,2021.0,2021-01-01
509,Chris Flexen,SEA,179.2,40.0%,29.3%, , ,15.3%, ,15.3%, , , , ,2021.0,2021-01-01
510,Seth Frankoff,ARI,14.2,40.0%,30.4%, , ,18.1%, ,11.5%, , , , ,2021.0,2021-01-01
511,Luke Maile,MIL,1.0,40.0%, , , , , , , ,60.0%, , ,2021.0,2021-01-01
512,Brandon Bielak,HOU,50.0,40.0%,4.7%, ,16.4%,11.6%,16.9%,10.4%, , , , ,2021.0,2021-01-01
513,Jose Suarez,LAA,98.1,39.9%, , ,7.7%,28.5%, ,23.9%, , , , ,2021.0,2021-01-01
514,Zack Greinke,HOU,171.0,39.9%, ,0.2%,6.0%,22.2%,15.1%,16.3%,0.4%, , , ,2021.0,2021-01-01
515,Jordan Lyles,TEX,180.0,39.7%, , ,8.8%,7.2%,26.0%,18.3%, , , , ,2021.0,2021-01-01
516,Chris Martin,ATL,43.1,39.6%,18.5%,12.4%,13.6%, ,15.9%, , , , , ,2021.0,2021-01-01
517,Reyes Moronta,SFG,4.0,39.6%, , , ,14.6%,45.8%, , , , , ,2021.0,2021-01-01
518,Raisel Iglesias,LAA,70.0,39.5%, , ,5.3%,24.4%,30.9%, , , , , ,2021.0,2021-01-01
519,Ryan Pressly,HOU,64.0,39.4%, , ,0.2%, ,35.9%,24.5%, , , , ,2021.0,2021-01-01
520,Max Fried,ATL,165.2,39.3%, , ,11.1%,2.2%,21.9%,25.6%, , , , ,2021.0,2021-01-01
521,Kyle Cody,TEX,11.1,39.2%, , ,9.6%,14.4%,36.8%, , , , , ,2021.0,2021-01-01
522,Derek Holland,DET,49.2,39.2%, , ,17.5%,9.3%,34.0%, , , , , ,2021.0,2021-01-01
523,Yefry Ramirez,LAD,2.0,39.1%, , , ,26.1%,26.1%,8.7%, , , , ,2021.0,2021-01-01
524,Elvis Peguero,LAA,2.1,39.1%, , ,29.7%, ,31.3%, , , , , ,2021.0,2021-01-01
525,Yimi Garcia,- - -,57.2,39.0%, , ,6.6%,6.4%,30.7%,17.4%, , , , ,2021.0,2021-01-01
526,Mike Wright Jr.,CHW,18.0,38.8%, , ,21.8%,9.2%,28.6%,1.5%, , , , ,2021.0,2021-01-01
527,Dusten Knight,BAL,8.2,38.7%, , , ,33.3%,0.5%,27.4%, , , , ,2021.0,2021-01-01
528,Cole Irvin,OAK,178.1,38.7%, , ,21.2%,21.9%,15.3%,2.8%, , , , ,2021.0,2021-01-01
529,Connor Overton,- - -,15.1,38.7%,1.5%, ,12.4%,24.1%,19.0%,4.4%, , , , ,2021.0,2021-01-01
530,Tanner Houck,BOS,69.0,38.6%, ,7.2%,17.1%, ,37.1%, , , , , ,2021.0,2021-01-01
531,Edward Cabrera,MIA,26.1,38.4%, , , ,23.9%,20.3%,17.2%, , , ,0.2%,2021.0,2021-01-01
532,Joey Krehbiel,- - -,8.1,38.3%,45.1%, , ,16.5%, , , , , , ,2021.0,2021-01-01
533,Peter Lambert,COL,5.2,38.2%, , , ,38.2%,4.9%,18.7%, , , , ,2021.0,2021-01-01
534,Miguel Sanchez,MIL,26.0,38.1%, , , ,50.7%,11.2%, , , , , ,2021.0,2021-01-01
535,Preston Guilmet,MIA,2.0,37.9%, ,51.7%, , ,10.3%, , , , , ,2021.0,2021-01-01
536,Mike Mayers,LAA,75.0,37.9%,30.5%, , ,0.2%,31.4%, , , , , ,2021.0,2021-01-01
537,Jon Duplantier,ARI,13.0,37.8%, , ,23.7%,8.9%,15.9%,13.7%, , , , ,2021.0,2021-01-01
538,Daniel Bard,COL,65.2,37.6%, , ,10.8%,5.4%,46.1%, , , , , ,2021.0,2021-01-01
539,Josh Lindblom,MIL,16.2,37.6%,16.0%,5.0%,4.1%,12.2%,12.8%,12.0%, , , ,0.3%,2021.0,2021-01-01
540,Jorge Alcala,MIN,59.2,37.5%, , ,5.9%,15.8%,40.9%, , , , , ,2021.0,2021-01-01
541,Noe Ramirez,- - -,36.0,37.5%, , , ,29.9%,32.6%, , , , , ,2021.0,2021-01-01
542,Duane Underwood Jr.,PIT,72.2,37.3%,1.5%, ,8.9%,27.4%, ,24.9%, , , , ,2021.0,2021-01-01
543,Tyler Webb,STL,16.1,37.2%, , ,30.6%,18.6%, ,13.5%, , , , ,2021.0,2021-01-01
544,Patrick Murphy,- - -,28.0,37.2%, , ,28.4%,1.4%, ,32.9%, , , , ,2021.0,2021-01-01
545,Daniel Castano,MIA,20.1,37.2%,3.9%, ,10.5%,13.2%,35.1%, , , , , ,2021.0,2021-01-01
546,Kyle Crick,PIT,24.1,37.2%, , ,1.6%,0.5%,60.7%, , , , , ,2021.0,2021-01-01
547,Jaime Barria,LAA,56.2,37.1%, , ,18.0%,8.4%,36.5%, , , , , ,2021.0,2021-01-01
548,Nivaldo Rodriguez,HOU,7.1,36.8%, , ,21.1%,14.9%,15.8%,11.4%, , , , ,2021.0,2021-01-01
549,Josh Taylor,BOS,47.2,36.8%, , ,12.0%, ,46.1%,5.1%, , , , ,2021.0,2021-01-01
550,Aaron Nola,PHI,180.2,36.7%,1.6%, ,14.9%,19.9%, ,27.0%, , , , ,2021.0,2021-01-01
551,Michael Wacha,TBR,124.2,36.5%,24.7%, ,3.2%,29.2%, ,6.3%, , , ,0.1%,2021.0,2021-01-01
552,Alek Manoah,TOR,111.2,36.3%, , ,26.6%,9.4%,27.6%, , , , , ,2021.0,2021-01-01
553,Adrian Morejon,SDP,4.2,36.3%, ,16.3%,26.3%, ,5.0%,16.3%, , , , ,2021.0,2021-01-01
554,Steven Brault,PIT,27.2,36.1%, , ,17.7%,21.1%,21.1%,4.0%, , , , ,2021.0,2021-01-01
555,Jerad Eickhoff,NYM,19.2,36.1%, ,1.1%,12.6%,5.9%,28.9%,15.4%, , , , ,2021.0,2021-01-01
556,Hector Neris,PHI,74.1,36.1%, ,40.5%,19.8%, ,3.5%, , , , , ,2021.0,2021-01-01
557,Yusei Kikuchi,SEA,157.0,36.0%,34.7%, , ,10.5%,18.9%, , , , , ,2021.0,2021-01-01
558,Ryan Meisinger,CHC,7.1,35.8%, , ,22.3%,7.4%,34.5%, , , , , ,2021.0,2021-01-01
559,Johnny Cueto,SFG,114.2,35.8%, , ,15.6%,23.6%,23.0%,2.0%, , , , ,2021.0,2021-01-01
560,Taijuan Walker,NYM,159.0,35.7%, ,14.1%,21.4%, ,21.4%,7.3%, , , , ,2021.0,2021-01-01
561,Charlie Morton,ATL,185.2,35.7%, ,5.3%,13.8%, ,8.5%,36.7%, , , , ,2021.0,2021-01-01
562,Luke Jackson,ATL,63.2,35.7%,0.1%, , , ,50.8%,13.4%, , , , ,2021.0,2021-01-01
563,Akeem Bostick,NYM,1.0,35.7%, ,50.0%, , ,14.3%, , , , , ,2021.0,2021-01-01
564,Brandon Workman,- - -,28.0,35.5%,13.6%, , , , ,50.9%, , , , ,2021.0,2021-01-01
565,Austin Pruitt,- - -,7.1,35.5%, , , ,5.5%,38.2%,20.9%, , , , ,2021.0,2021-01-01
566,Shane Bieber,CLE,96.2,35.3%,3.5%, , ,4.7%,25.3%,31.2%, , , , ,2021.0,2021-01-01
567,Kyle Wright,ATL,6.1,35.3%, , ,15.8%,7.5%,27.1%,14.3%, , , , ,2021.0,2021-01-01
568,Jimmie Sherfy,- - -,15.0,35.2%, , , ,0.9%, ,63.9%, , , , ,2021.0,2021-01-01
569,Dillon Peters,PIT,26.2,35.2%, , ,16.5%,32.1%, ,16.3%, , , , ,2021.0,2021-01-01
570,Colin Rea,MIL,6.0,35.2%,28.6%, ,11.0%,11.0%, ,14.3%, , , , ,2021.0,2021-01-01
571,Tyler Anderson,- - -,167.0,35.1%,27.2%, ,12.4%,24.6%, ,0.6%, , , , ,2021.0,2021-01-01
572,Anthony Misiewicz,SEA,54.2,35.1%,33.6%, ,0.1%, , ,31.2%, , , , ,2021.0,2021-01-01
573,Dylan Bundy,LAA,90.2,35.1%, ,13.6%,16.4%,0.1%,21.1%,13.7%, , , , ,2021.0,2021-01-01
574,Wil Crowe,PIT,116.2,35.0%, , ,11.7%,18.2%,24.7%,10.4%, , , , ,2021.0,2021-01-01
575,Austin Warren,LAA,20.1,35.0%, , ,19.6%,2.9%,42.5%, , , , , ,2021.0,2021-01-01
576,Rafael Montero,- - -,49.1,34.9%, , ,27.0%,18.7%,19.4%, , , , , ,2021.0,2021-01-01
577,Jay Jackson,SFG,21.2,34.8%, , , ,0.5%,64.7%, , , , , ,2021.0,2021-01-01
578,Devin Williams,MIL,54.0,34.7%, , , ,63.8%,1.4%, , , , , ,2021.0,2021-01-01
579,Travis Lakins Sr.,BAL,28.0,34.7%,38.5%, ,2.0%,6.0%, ,18.8%, , , , ,2021.0,2021-01-01
580,Shawn Morimando,MIA,10.1,34.7%,28.1%, ,9.5%,2.5%, ,25.1%, , , , ,2021.0,2021-01-01
581,Noah Syndergaard,NYM,2.0,34.6%, , ,23.1%,42.3%, , , , , , ,2021.0,2021-01-01
582,Eduard Bazardo,BOS,3.0,34.6%, ,1.9%, , , ,63.5%, , , , ,2021.0,2021-01-01
583,Andrew Albers,MIN,19.0,34.5%, , ,29.3%,14.8%,14.5%,6.8%, , , , ,2021.0,2021-01-01
584,Hyun-Jin Ryu,TOR,169.0,34.5%,25.4%, ,1.6%,25.5%,0.4%,12.6%, , , , ,2021.0,2021-01-01
585,Jesus Luzardo,- - -,95.1,34.4%, , ,16.9%,19.9%,28.7%,0.2%, , , , ,2021.0,2021-01-01
586,Jesus Tinoco,COL,1.1,34.4%, , ,34.4%, , ,31.3%, , , , ,2021.0,2021-01-01
587,Clayton Kershaw,LAD,121.2,34.3%, , ,2.6%,0.6%,47.4%,15.1%, , , , ,2021.0,2021-01-01
588,Ross Detwiler,- - -,52.1,34.2%,0.1%, ,16.8%,4.6%,36.6%,7.6%, , , , ,2021.0,2021-01-01
589,Madison Bumgarner,ARI,146.1,34.1%,34.0%, ,2.4%,7.8%, ,21.7%, , , , ,2021.0,2021-01-01
590,Conner Menez,SFG,14.0,34.0%, , , ,0.4%,61.5%,4.0%, , , , ,2021.0,2021-01-01
591,AJ Ramos,LAA,4.2,33.9%,21.0%, , ,29.0%,14.5%,1.6%, , , , ,2021.0,2021-01-01
592,Scott Kazmir,SFG,11.1,33.8%,12.6%, ,20.8%,30.9%,1.9%, , , , , ,2021.0,2021-01-01
593,Chase Anderson,PHI,48.0,33.8%,22.2%, ,5.5%,29.5%, ,9.0%, , , , ,2021.0,2021-01-01
594,Chris Devenski,ARI,7.1,33.8%, , , ,48.3%,11.7%,6.2%, , , , ,2021.0,2021-01-01
595,JoJo Romero,PHI,9.0,33.7%,0.6%, ,28.5%,20.3%,16.9%, , , , , ,2021.0,2021-01-01
596,Brandon Woodruff,MIL,179.1,33.4%, , ,27.0%,14.2%,8.9%,16.4%, , , , ,2021.0,2021-01-01
597,Andrew Romine,CHC,1.0,33.3%, , , ,60.0%,6.7%, , , , , ,2021.0,2021-01-01
598,R.J. Alaniz,CIN,2.2,33.3%, , ,18.8%,24.6%,23.2%, , , , , ,2021.0,2021-01-01
599,Braxton Garrett,MIA,34.0,33.3%, , ,15.9%,11.8%,22.0%,17.1%, , , , ,2021.0,2021-01-01
600,Ryan Tepera,- - -,61.1,33.2%,44.6%,10.6%,10.8%, ,0.7%, , , , , ,2021.0,2021-01-01
601,Pablo Lopez,MIA,102.2,33.1%,12.5%, ,12.5%,32.4%, ,9.6%, , , , ,2021.0,2021-01-01
602,Adrian Sampson,CHC,35.1,33.0%, , ,25.8%,24.5%,16.6%, , , , , ,2021.0,2021-01-01
603,Richard Lovelady,KCR,20.2,33.0%, , ,17.1%, ,49.8%, , , , , ,2021.0,2021-01-01
604,Shaun Anderson,- - -,23.1,33.0%, , ,3.0%,1.8%,60.6%,1.6%, , , , ,2021.0,2021-01-01
605,Scott Barlow,KCR,74.1,32.8%, , ,0.5%, ,46.3%,20.3%, , , ,0.1%,2021.0,2021-01-01
606,Jimmy Nelson,LAD,29.0,32.7%, , ,0.4%, ,32.9%,34.0%, , , , ,2021.0,2021-01-01
607,Jordan Holloway,MIA,36.0,32.7%, , ,12.3%,3.3%,41.4%,10.2%, , , , ,2021.0,2021-01-01
608,Alex McRae,CHW,2.0,32.7%, , ,24.5%,26.5%,16.3%, , , , , ,2021.0,2021-01-01
609,Merrill Kelly,ARI,158.0,32.6%,13.4%, ,19.3%,16.7%,0.1%,17.9%, , , , ,2021.0,2021-01-01
610,Pierce Johnson,SDP,58.2,32.5%, , , , , ,67.3%, , , ,0.2%,2021.0,2021-01-01
611,Packy Naughton,LAA,22.2,32.4%, , ,24.5%,27.7%,13.1%,2.3%, , , , ,2021.0,2021-01-01
612,Steven Okert,MIA,36.0,32.3%, , ,8.2%, ,59.6%, , , , , ,2021.0,2021-01-01
613,Matt Harvey,BAL,127.2,32.3%, , ,22.5%,12.0%,19.2%,14.1%, , , , ,2021.0,2021-01-01
614,Tejay Antone,CIN,33.2,32.3%, , , , ,34.2%,33.6%, , , , ,2021.0,2021-01-01
615,Robert Dugger,SEA,25.2,32.1%, , ,10.4%,3.9%,21.0%,32.5%, , , , ,2021.0,2021-01-01
616,David Peterson,NYM,66.2,32.1%, , ,26.6%,16.3%,24.2%,0.8%, , , , ,2021.0,2021-01-01
617,Adam Cimber,- - -,71.2,32.1%, , ,35.8%, ,32.1%, , , , ,0.1%,2021.0,2021-01-01
618,Dillon Maples,CHC,31.1,32.0%,35.9%, ,19.6%, , ,12.4%, , , , ,2021.0,2021-01-01
619,Taylor Williams,- - -,11.2,32.0%, , ,22.4%, ,45.7%, , , , , ,2021.0,2021-01-01
620,Alex Reyes,STL,72.1,31.7%, , ,22.8%,9.0%,27.9%,8.5%, , , , ,2021.0,2021-01-01
621,Jake Jewell,CHC,10.0,31.5%, , ,36.1%,12.5%,19.9%, , , , , ,2021.0,2021-01-01
622,Dylan Floro,MIA,64.0,31.3%, , ,31.5%,24.1%,13.1%, , , , , ,2021.0,2021-01-01
623,Zac Rosscup,COL,3.0,31.3%, , , , ,39.6%,29.2%, , , , ,2021.0,2021-01-01
624,Tommy Milone,TOR,14.0,31.1%, , , ,43.2%,10.0%,15.8%, , , , ,2021.0,2021-01-01
625,Michael Rucker,CHC,28.1,30.9%,24.5%, ,6.2%,7.4%,11.0%,20.1%, , , , ,2021.0,2021-01-01
626,Hunter Wood,TEX,5.0,30.8%,29.2%, , ,6.2%, ,33.8%, , , , ,2021.0,2021-01-01
627,Andrew Chafin,- - -,68.2,30.7%, , ,42.0%,0.1%,27.1%, , , , , ,2021.0,2021-01-01
628,Pedro Baez,HOU,4.1,30.5%, , , ,61.0%,8.5%, , , , , ,2021.0,2021-01-01
629,Jon Lester,- - -,141.1,30.5%,26.2%, ,16.8%,18.1%, ,8.4%, , , , ,2021.0,2021-01-01
630,Tony Watson,- - -,57.1,30.4%, , ,12.2%,33.3%,24.1%, , , , , ,2021.0,2021-01-01
631,Yacksel Rios,- - -,27.1,30.3%, ,14.2%,30.6%,0.4%,24.5%, , , , , ,2021.0,2021-01-01
632,Marwin Gonzalez,BOS,1.0,30.0%, , , ,60.0%,10.0%, , , , , ,2021.0,2021-01-01
633,Casey Mize,DET,150.1,29.8%, ,13.2%,22.2%, ,28.2%,6.6%, , , , ,2021.0,2021-01-01
634,Brad Keller,KCR,133.2,29.7%, , ,31.2%,4.3%,34.8%, , , , , ,2021.0,2021-01-01
635,Manuel Rodriguez,CHC,17.2,29.5%, , ,42.0%, ,28.5%, , , , , ,2021.0,2021-01-01
636,Kyle Lobstein,WSN,1.1,29.4%, , ,29.4%,17.6%,14.7%,8.8%, , , , ,2021.0,2021-01-01
637,Alex Colome,MIN,65.0,29.3%,70.2%, , , , , , , , ,0.5%,2021.0,2021-01-01
638,Seth Lugo,NYM,46.1,29.3%, , ,24.8%,3.0%,14.4%,28.5%, , , , ,2021.0,2021-01-01
639,Kohei Arihara,TEX,40.2,29.3%,12.8%,5.6%,16.5%,15.5%,17.8%,2.4%, , , , ,2021.0,2021-01-01
640,Frankie Montas,OAK,187.0,29.1%,0.4%,22.4%,29.1%, ,19.0%, , , , , ,2021.0,2021-01-01
641,David Phelps,TOR,10.1,29.1%,29.6%, ,11.1%,4.2%, ,25.9%, , , , ,2021.0,2021-01-01
642,Domingo German,NYY,98.1,29.0%, , ,14.7%,22.4%, ,34.0%, , , , ,2021.0,2021-01-01
643,Brady Lail,SEA,2.0,28.6%,28.6%, , ,17.9%, ,25.0%, , , , ,2021.0,2021-01-01
644,Lou Trivino,OAK,73.2,28.5%,15.4%, ,32.2%,12.4%, ,11.5%, , , , ,2021.0,2021-01-01
645,Luis Castillo,CIN,187.2,28.4%, , ,23.8%,30.4%,17.4%, , , , , ,2021.0,2021-01-01
646,Stephen Strasburg,WSN,21.2,28.2%, , ,26.7%,15.2%, ,30.0%, , , , ,2021.0,2021-01-01
647,Reiver Sanmartin,CIN,11.2,27.6%, , ,20.4%,24.3%,27.6%, , , , , ,2021.0,2021-01-01
648,Jose Berrios,- - -,192.0,27.6%, , ,28.7%,13.2%, ,30.5%, , , , ,2021.0,2021-01-01
649,Mike Foltynewicz,TEX,139.0,27.2%, , ,24.0%,12.6%,23.7%,12.5%, , , , ,2021.0,2021-01-01
650,Miguel Yajure,PIT,15.0,27.2%,15.9%, ,6.3%,23.8%,12.6%,14.2%, , , , ,2021.0,2021-01-01
651,Jordan Yamamoto,NYM,6.2,27.0%,27.0%, ,9.0%,9.0%,22.5%,5.4%, , , , ,2021.0,2021-01-01
652,Jhonathan Diaz,LAA,13.0,27.0%, , ,33.3%,8.9%,29.1%,1.7%, , , , ,2021.0,2021-01-01
653,Zach Thompson,MIA,75.0,26.9%,35.1%, ,8.2%,12.8%, ,17.0%, , , , ,2021.0,2021-01-01
654,Anthony DeSclafani,SFG,167.2,26.7%, , ,19.0%,10.4%,36.0%,7.9%, , , , ,2021.0,2021-01-01
655,Danny Coulombe,MIN,34.1,26.7%, , ,6.8%, ,41.8%,24.8%, , , , ,2021.0,2021-01-01
656,Carlos Martinez,STL,82.1,26.4%,22.2%, ,14.1%,13.8%,23.4%,0.1%, , , , ,2021.0,2021-01-01
657,Michael Lorenzen,CIN,29.0,26.2%,29.3%, ,10.0%,18.3%,13.5%,2.7%, , , , ,2021.0,2021-01-01
658,Tyler Clippard,ARI,25.1,26.1%, ,14.9%,17.1%,34.4%,2.7%,4.9%, , , , ,2021.0,2021-01-01
659,Miles Mikolas,STL,44.2,26.1%, , ,23.7%,6.8%,25.7%,17.8%, , , , ,2021.0,2021-01-01
660,Kenta Maeda,MIN,106.1,26.0%, ,28.5%,5.2%, ,36.5%,3.9%, , , , ,2021.0,2021-01-01
661,Kyle Freeland,COL,120.2,25.9%,22.7%, ,15.5%,15.9%,20.0%, , , , , ,2021.0,2021-01-01
662,Brandon Dickson,STL,2.0,25.7%, , ,31.4%,2.9%, ,40.0%, , , , ,2021.0,2021-01-01
663,Ronald Bolanos,KCR,6.1,25.5%, , ,29.2%,0.9%,24.5%,19.8%, , , , ,2021.0,2021-01-01
664,Evan Marshall,CHW,27.1,25.3%, , ,11.3%,35.2%,28.3%, , , , , ,2021.0,2021-01-01
665,Jake Odorizzi,HOU,104.2,25.2%,8.3%,21.8%,30.2%, ,9.3%,5.2%, , , , ,2021.0,2021-01-01
666,Mike Fiers,OAK,9.1,25.0%,25.0%,11.8%,30.3%, , ,7.9%, , , , ,2021.0,2021-01-01
667,Patrick Sandoval,LAA,87.0,24.9%, , ,18.1%,29.6%,17.0%,10.2%, , , , ,2021.0,2021-01-01
668,Kyle Ryan,CHC,13.1,24.9%,23.6%, ,37.3%, ,14.2%, , , , , ,2021.0,2021-01-01
669,Patrick Corbin,WSN,171.2,24.9%,0.3%, ,31.6%,4.1%,38.2%,0.9%, , , , ,2021.0,2021-01-01
670,Gabe Speier,KCR,7.2,24.8%, , ,37.1%,1.9%,36.2%, , , , , ,2021.0,2021-01-01
671,JT Brubaker,PIT,124.1,24.6%, , ,24.6%,6.4%,34.1%,10.4%, , , , ,2021.0,2021-01-01
672,Matt Shoemaker,MIN,60.1,24.3%, ,33.1%,16.6%, ,23.8%,2.2%, , , , ,2021.0,2021-01-01
673,Adonis Medina,PHI,7.2,24.1%,23.4%, ,17.5%,24.1%,10.9%, , , , , ,2021.0,2021-01-01
674,Chad Kuhl,PIT,80.1,24.0%, , ,14.3%,4.3%,46.2%,11.1%, , , , ,2021.0,2021-01-01
675,Tyler Gilbert,ARI,40.0,24.0%,45.2%, ,16.8%,6.3%, ,7.7%, , , , ,2021.0,2021-01-01
676,Sonny Gray,CIN,135.1,23.9%,5.3%, ,29.2%,3.1%,15.3%,22.0%,1.2%, , , ,2021.0,2021-01-01
677,Jorge Lopez,BAL,121.2,23.7%, , ,34.2%,12.8%,5.6%,23.6%, , , , ,2021.0,2021-01-01
678,Brett Martin,TEX,62.1,23.3%, , ,30.4%, ,25.4%,20.9%, , , , ,2021.0,2021-01-01
679,Joe Smith,- - -,39.2,23.3%, , ,39.4%,2.1%,34.8%, , , , ,0.5%,2021.0,2021-01-01
680,Jake Woodford,STL,67.2,23.3%,4.4%, ,36.2%,5.5%,18.1%,12.5%, , , , ,2021.0,2021-01-01
681,Tanner Roark,TOR,7.0,22.9%, , ,17.6%,14.5%,22.9%,22.1%, , , , ,2021.0,2021-01-01
682,Humberto Castellanos,ARI,45.2,22.9%, , ,34.6%,10.7%,5.6%,26.2%, , , , ,2021.0,2021-01-01
683,Ranger Suarez,PHI,106.0,22.9%, , ,45.4%,24.0%,7.8%, , , , , ,2021.0,2021-01-01
684,Scott Blewett,KCR,5.0,22.8%,28.3%, ,17.4%,4.3%,27.2%, , , , , ,2021.0,2021-01-01
685,Derek Law,MIN,15.0,22.6%, , ,5.1%,3.8%,57.5%,11.0%, , , , ,2021.0,2021-01-01
686,Patrick Weigel,MIL,4.0,22.6%, , ,19.4%,2.2%,51.6%,4.3%, , , , ,2021.0,2021-01-01
687,Aaron Civale,CLE,124.1,22.6%,25.0%,13.9%,10.4%, ,11.9%,16.3%, , , , ,2021.0,2021-01-01
688,Wily Peralta,DET,93.2,22.5%, ,22.5%,32.7%, ,22.3%, , , , , ,2021.0,2021-01-01
689,Josh Tomlin,ATL,49.1,22.4%,47.3%, , ,1.5%, ,28.8%, , , , ,2021.0,2021-01-01
690,Dan Winkler,CHC,39.2,22.3%,64.2%, ,6.3%,0.1%,7.1%, , , , , ,2021.0,2021-01-01
691,Kyle Funkhouser,DET,68.1,22.2%, , ,39.9%,7.7%,30.2%, , , , , ,2021.0,2021-01-01
692,Yu Darvish,SDP,166.1,22.2%,2.7%,4.6%,8.1%,0.2%,53.3%,8.9%,0.1%, , , ,2021.0,2021-01-01
693,Brad Peacock,BOS,5.1,22.1%, , ,22.1%,21.1%,31.6%,3.2%, , , , ,2021.0,2021-01-01
694,Tanner Anderson,PIT,5.0,21.9%,10.9%, ,40.6%,3.1%,23.4%, , , , , ,2021.0,2021-01-01
695,Ryne Harper,WSN,35.2,21.9%,15.3%, , , ,51.1%,11.6%, , , , ,2021.0,2021-01-01
696,Wyatt Mills,SEA,12.2,21.7%, , ,49.1%, ,29.1%, , , , , ,2021.0,2021-01-01
697,Daniel Zamora,SEA,4.1,21.5%, , , , ,78.5%, , , , , ,2021.0,2021-01-01
698,Oliver Perez,CLE,3.2,21.4%, , ,46.4%, ,32.1%, , , , , ,2021.0,2021-01-01
699,Sandy Alcantara,MIA,205.2,21.3%, , ,28.8%,23.3%,23.9%,2.6%, , , , ,2021.0,2021-01-01
700,Daniel Camarena,SDP,9.1,21.3%, , ,31.6%,6.3%,29.9%,10.9%, , , , ,2021.0,2021-01-01
701,Clarke Schmidt,NYY,6.1,21.0%, , ,23.8%,9.8%,16.8%,28.7%, , , , ,2021.0,2021-01-01
702,Luis Cessa,- - -,64.2,20.8%, , ,10.2%,11.9%,56.0%,0.4%, , , ,0.7%,2021.0,2021-01-01
703,Adam Ottavino,BOS,62.0,20.7%,1.7%, ,27.9%,1.4%,46.4%,2.0%, , , , ,2021.0,2021-01-01
704,Pedro Strop,CHC,2.0,20.0%,35.6%, ,17.8%, ,26.7%, , , , , ,2021.0,2021-01-01
705,Joe Biagini,CHC,3.0,19.5%,29.3%, ,24.4%,17.1%, ,9.8%, , , , ,2021.0,2021-01-01
706,Jake Cousins,MIL,30.0,19.5%, , ,18.0%,1.5%,61.0%, , , , , ,2021.0,2021-01-01
707,Aaron Sanchez,SFG,35.1,19.5%, , ,29.9%,20.0%, ,30.6%, , , , ,2021.0,2021-01-01
708,Chris Bassitt,OAK,157.1,19.2%,19.1%, ,35.8%,10.2%,9.2%,6.6%, , , , ,2021.0,2021-01-01
709,Ralph Garza,- - -,30.1,19.2%,8.7%, ,29.5%,8.5%,31.1%,3.1%, , , , ,2021.0,2021-01-01
