#,Name,Team,IP,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,Pace,Year,YearDate
10,Emmanuel Clase,CLE,72.2,45.7%,73.6%,61.0%,55.6%,80.7%,72.2%,55.0%,26.3,2022.0,2022-01-01
11,Kody Clemens,DET,7.0,44.9%,82.1%,61.4%,100.0%,100.0%,100.0%,44.3%,14.9,2022.0,2022-01-01
12,Garrett Stubbs,PHI,3.2,43.2%,52.2%,46.7%,87.5%,91.7%,89.3%,38.3%,12.0,2022.0,2022-01-01
13,Orlando Arcia,ATL,1.0,42.9%,100.0%,60.0%,100.0%,66.7%,83.3%,30.0%,21.3,2022.0,2022-01-01
14,Matt Batten,SDP,2.0,42.9%,66.7%,53.8%,83.3%,75.0%,78.6%,46.2%,12.2,2022.0,2022-01-01
15,Yerry Rodriguez,TEX,1.0,42.9%,72.7%,61.1%,100.0%,87.5%,90.9%,61.1%,21.8,2022.0,2022-01-01
16,Raynel Espinal,CIN,4.2,42.5%,63.9%,52.6%,58.8%,78.3%,70.0%,47.4%,19.3,2022.0,2022-01-01
17,Thomas Hatch,TOR,4.2,42.4%,71.1%,57.7%,64.3%,96.3%,85.4%,53.5%,21.7,2022.0,2022-01-01
18,Sean Doolittle,WSN,5.1,42.3%,69.0%,56.4%,45.5%,75.0%,64.5%,52.7%,32.9,2022.0,2022-01-01
19,Dylan Lee,ATL,50.2,42.0%,71.2%,56.2%,49.4%,76.7%,66.3%,48.8%,24.5,2022.0,2022-01-01
20,Joe Mantiply,ARI,60.0,40.9%,62.2%,52.3%,51.8%,84.3%,72.4%,53.4%,23.5,2022.0,2022-01-01
21,Denyi Reyes,BAL,7.2,40.6%,79.2%,58.1%,65.4%,90.5%,80.9%,45.3%,22.6,2022.0,2022-01-01
22,Pete Fairbanks,TBR,24.0,40.5%,62.5%,52.0%,55.9%,74.8%,67.8%,52.3%,26.7,2022.0,2022-01-01
23,Edwin Diaz,NYM,62.0,40.5%,63.4%,51.6%,30.6%,66.8%,52.2%,48.6%,20.9,2022.0,2022-01-01
24,Brian Moran,LAA,0.1,40.0%,86.7%,68.0%,100.0%,69.2%,76.5%,60.0%,23.4,2022.0,2022-01-01
25,Kevin Plawecki,BOS,1.0,40.0%,75.0%,55.6%,100.0%,100.0%,100.0%,44.4%,14.4,2022.0,2022-01-01
26,Harold Castro,DET,4.0,40.0%,65.0%,50.0%,91.7%,100.0%,96.0%,40.0%,14.1,2022.0,2022-01-01
27,Andrew Knizner,STL,0.2,40.0%,83.3%,63.6%,100.0%,100.0%,100.0%,54.5%,13.3,2022.0,2022-01-01
28,Dominic Leone,SFG,49.1,39.8%,74.5%,55.1%,42.4%,82.7%,66.4%,44.1%,28.7,2022.0,2022-01-01
29,Kevin Gausman,TOR,174.2,39.4%,72.0%,55.7%,53.2%,82.4%,72.1%,50.1%,25.3,2022.0,2022-01-01
30,Andrew Kittredge,TBR,20.0,39.3%,74.1%,56.7%,45.7%,93.0%,76.5%,49.8%,24.6,2022.0,2022-01-01
31,Anthony Kay,TOR,2.0,39.1%,50.0%,43.6%,44.4%,100.0%,70.6%,41.0%,25.4,2022.0,2022-01-01
32,Andres Munoz,SEA,65.0,39.0%,69.3%,54.1%,40.5%,70.9%,59.9%,49.9%,25.5,2022.0,2022-01-01
33,Nick Mears,PIT,2.0,38.9%,100.0%,64.5%,57.1%,76.9%,70.0%,41.9%,23.5,2022.0,2022-01-01
34,Alex Young,- - -,26.2,38.8%,65.9%,50.1%,50.5%,84.4%,69.1%,41.6%,22.7,2022.0,2022-01-01
35,Michael Plassmeyer,PHI,7.1,38.8%,60.0%,49.5%,47.4%,83.3%,69.4%,50.5%,22.6,2022.0,2022-01-01
36,Casey Lawrence,TOR,18.0,38.4%,64.4%,51.2%,74.1%,93.6%,86.2%,49.2%,20.0,2022.0,2022-01-01
37,Andrew Heaney,LAD,72.2,38.2%,63.9%,50.7%,47.5%,78.6%,66.7%,48.9%,20.6,2022.0,2022-01-01
38,A.J. Ladwig,MIA,3.1,38.1%,80.0%,58.5%,87.5%,93.8%,91.7%,48.8%,19.7,2022.0,2022-01-01
39,Jacob deGrom,NYM,64.1,38.0%,71.9%,54.5%,40.2%,72.9%,61.1%,48.5%,21.1,2022.0,2022-01-01
40,Scott Alexander,SFG,17.1,37.9%,60.4%,49.5%,64.1%,85.1%,77.4%,51.9%,24.8,2022.0,2022-01-01
41,Scott Barlow,KCR,74.1,37.8%,56.6%,46.2%,49.2%,85.0%,68.7%,44.4%,25.0,2022.0,2022-01-01
42,Brett Martin,TEX,50.0,37.8%,67.0%,50.4%,59.0%,90.3%,77.0%,43.2%,25.8,2022.0,2022-01-01
43,Jhoan Duran,MIN,67.2,37.5%,70.3%,54.7%,41.8%,79.1%,67.0%,52.6%,23.8,2022.0,2022-01-01
44,Darin Ruf,NYM,2.0,37.5%,83.3%,57.1%,100.0%,100.0%,100.0%,42.9%,13.1,2022.0,2022-01-01
45,Yolmer Sanchez,BOS,1.0,37.5%,100.0%,66.7%,100.0%,100.0%,100.0%,46.7%,15.2,2022.0,2022-01-01
46,Cody Sedlock,BAL,3.0,37.5%,74.2%,53.5%,46.7%,82.6%,68.4%,43.7%,24.5,2022.0,2022-01-01
47,Will Smith,- - -,59.0,37.2%,64.6%,50.5%,48.1%,84.4%,70.6%,48.4%,24.2,2022.0,2022-01-01
48,Zach Pop,- - -,39.0,37.1%,65.8%,51.0%,71.6%,91.2%,83.9%,48.6%,25.8,2022.0,2022-01-01
49,Ryan Brasier,BOS,62.1,36.6%,70.3%,54.7%,58.7%,84.4%,76.4%,53.7%,24.5,2022.0,2022-01-01
50,Raisel Iglesias,- - -,62.0,36.6%,67.0%,51.6%,49.5%,78.3%,67.9%,49.2%,21.8,2022.0,2022-01-01
51,Daniel Mengden,KCR,7.0,36.5%,61.2%,50.4%,78.9%,82.9%,81.7%,56.3%,22.2,2022.0,2022-01-01
52,Matthew Boyd,SEA,13.1,36.2%,59.8%,46.9%,52.6%,86.5%,72.2%,45.3%,21.5,2022.0,2022-01-01
53,Darren O'Day,ATL,21.2,36.1%,67.5%,51.7%,61.4%,83.7%,75.9%,49.6%,25.5,2022.0,2022-01-01
54,JT Chargois,TBR,22.1,36.1%,60.8%,49.1%,52.6%,92.5%,78.7%,52.7%,28.2,2022.0,2022-01-01
55,Ryan Pressly,HOU,48.1,36.1%,63.7%,48.4%,40.4%,79.2%,63.3%,44.8%,26.3,2022.0,2022-01-01
56,Chad Green,NYY,15.0,36.0%,77.2%,58.0%,67.5%,76.5%,73.9%,53.4%,24.1,2022.0,2022-01-01
57,Victor Arano,WSN,42.0,36.0%,64.6%,49.9%,50.8%,84.4%,71.9%,48.4%,27.5,2022.0,2022-01-01
58,Luke Barker,MIL,4.0,35.7%,76.9%,55.6%,70.0%,85.0%,80.0%,48.1%,20.1,2022.0,2022-01-01
59,Alex Lange,DET,63.1,35.7%,57.4%,44.1%,30.6%,82.3%,56.6%,38.6%,22.7,2022.0,2022-01-01
60,Collin Wiles,OAK,9.2,35.6%,65.7%,48.7%,58.1%,90.9%,77.3%,43.5%,23.9,2022.0,2022-01-01
61,Devin Williams,MIL,60.2,35.6%,62.5%,47.0%,44.3%,73.9%,61.0%,42.4%,30.5,2022.0,2022-01-01
62,Nick Vespi,BAL,26.1,35.6%,63.3%,48.7%,50.0%,81.2%,69.1%,47.1%,19.9,2022.0,2022-01-01
63,Luis Gil,NYY,4.0,35.6%,78.9%,55.4%,43.8%,76.7%,65.2%,45.8%,21.1,2022.0,2022-01-01
64,Robert Stephenson,- - -,58.0,35.5%,68.5%,52.5%,52.5%,83.6%,73.4%,51.5%,25.7,2022.0,2022-01-01
65,Oliver Perez,ARI,4.0,35.5%,52.4%,45.2%,81.8%,95.5%,90.9%,57.5%,21.6,2022.0,2022-01-01
66,Roenis Elias,SEA,7.2,35.4%,68.2%,54.4%,76.5%,86.7%,83.9%,57.9%,19.2,2022.0,2022-01-01
67,Simeon Woods Richardson,MIN,5.0,35.4%,81.4%,57.1%,70.6%,88.6%,82.7%,47.3%,20.2,2022.0,2022-01-01
68,Jason Adam,TBR,63.1,35.4%,64.3%,49.8%,44.3%,74.8%,64.0%,49.9%,26.4,2022.0,2022-01-01
69,Clayton Kershaw,LAD,126.1,35.4%,65.4%,50.1%,48.5%,85.6%,72.3%,49.0%,21.1,2022.0,2022-01-01
70,Adbert Alzolay,CHC,13.1,35.4%,67.7%,51.5%,42.9%,82.1%,68.6%,50.0%,21.2,2022.0,2022-01-01
71,Aaron Nola,PHI,205.0,35.3%,61.2%,49.3%,55.4%,83.6%,74.3%,54.0%,25.3,2022.0,2022-01-01
72,Giovanny Gallegos,STL,59.0,35.1%,70.9%,52.0%,42.1%,80.4%,66.7%,47.3%,30.8,2022.0,2022-01-01
73,Bailey Ober,MIN,56.0,35.1%,70.8%,52.8%,58.9%,82.3%,74.5%,49.6%,21.4,2022.0,2022-01-01
74,Carlos Carrasco,NYM,152.0,35.1%,69.5%,51.8%,54.6%,85.5%,74.8%,48.7%,22.2,2022.0,2022-01-01
75,Drew Rasmussen,TBR,146.0,35.0%,70.4%,52.8%,57.8%,86.4%,77.0%,50.3%,24.5,2022.0,2022-01-01
76,Jeremy Beasley,TOR,15.0,35.0%,68.0%,50.6%,68.0%,77.0%,73.7%,47.2%,20.2,2022.0,2022-01-01
77,Tyler Glasnow,TBR,6.2,34.9%,60.8%,46.5%,45.5%,87.1%,69.8%,44.7%,22.4,2022.0,2022-01-01
78,Jhon Romero,MIN,5.0,34.9%,66.0%,51.1%,66.7%,83.9%,78.3%,52.2%,28.4,2022.0,2022-01-01
79,Collin McHugh,ATL,69.1,34.9%,65.8%,49.6%,60.1%,83.0%,74.6%,47.7%,22.9,2022.0,2022-01-01
80,Dylan Bundy,MIN,140.0,34.9%,65.6%,51.7%,64.7%,88.0%,80.9%,54.9%,21.3,2022.0,2022-01-01
81,Max Scherzer,NYM,145.1,34.8%,68.1%,52.0%,50.5%,81.5%,71.5%,51.7%,21.4,2022.0,2022-01-01
82,Joe Jimenez,DET,56.2,34.7%,66.7%,52.9%,52.1%,80.1%,72.2%,57.0%,22.5,2022.0,2022-01-01
83,Jeffrey Springs,TBR,135.1,34.6%,65.8%,50.2%,58.1%,80.9%,73.0%,50.0%,24.7,2022.0,2022-01-01
84,Gerardo Reyes,LAA,2.0,34.6%,52.4%,42.6%,66.7%,81.8%,75.0%,44.7%,21.9,2022.0,2022-01-01
85,Cole Sulser,MIA,34.0,34.6%,68.4%,49.6%,52.9%,84.6%,72.3%,44.4%,22.2,2022.0,2022-01-01
86,Cody Stashak,MIN,16.1,34.5%,74.4%,55.1%,57.9%,81.6%,74.4%,51.5%,26.9,2022.0,2022-01-01
87,Jordan Weems,WSN,39.2,34.5%,73.6%,54.6%,64.5%,83.2%,77.4%,51.4%,24.6,2022.0,2022-01-01
88,James Norwood,PHI,17.1,34.4%,77.6%,53.2%,52.8%,86.4%,74.1%,43.5%,23.0,2022.0,2022-01-01
89,Ryan Helsley,STL,64.2,34.4%,70.9%,52.9%,37.4%,78.3%,65.2%,50.7%,28.2,2022.0,2022-01-01
90,Justin Verlander,HOU,175.0,34.4%,71.1%,53.6%,64.4%,84.2%,78.2%,52.3%,24.8,2022.0,2022-01-01
91,Keynan Middleton,ARI,17.0,34.3%,69.6%,54.6%,45.7%,74.0%,66.4%,57.5%,22.6,2022.0,2022-01-01
92,Roansy Contreras,PIT,95.0,34.2%,62.6%,47.4%,54.0%,85.7%,73.4%,46.5%,21.0,2022.0,2022-01-01
93,Rob Zastryzny,- - -,4.0,34.2%,76.5%,54.2%,76.9%,80.8%,79.5%,47.2%,23.4,2022.0,2022-01-01
94,Josh VanMeter,PIT,3.0,34.2%,66.7%,50.0%,100.0%,95.8%,97.3%,48.6%,13.1,2022.0,2022-01-01
95,Nabil Crismatt,SDP,67.1,34.2%,61.2%,47.3%,58.8%,85.1%,75.3%,48.5%,20.0,2022.0,2022-01-01
96,Jose Quijada,LAA,40.2,34.2%,69.2%,50.9%,56.1%,78.6%,70.7%,47.9%,26.8,2022.0,2022-01-01
97,Griffin Jax,MIN,72.1,34.2%,61.6%,48.3%,49.0%,85.1%,72.7%,51.6%,24.3,2022.0,2022-01-01
98,Tyler Anderson,LAD,178.2,34.1%,68.8%,52.4%,58.7%,85.7%,77.4%,52.7%,22.8,2022.0,2022-01-01
99,Ross Stripling,TOR,134.1,34.1%,67.1%,51.4%,61.9%,86.1%,78.4%,52.3%,21.3,2022.0,2022-01-01
100,Garrett Cleavinger,- - -,23.0,34.1%,55.7%,45.0%,49.2%,84.7%,71.3%,50.4%,26.1,2022.0,2022-01-01
101,Sandy Alcantara,MIA,228.2,34.1%,69.0%,52.9%,57.6%,84.9%,76.8%,53.9%,20.8,2022.0,2022-01-01
102,Caleb Thielbar,MIN,59.1,34.1%,70.8%,54.0%,61.3%,76.8%,72.3%,54.3%,25.2,2022.0,2022-01-01
103,Braxton Garrett,MIA,88.0,34.0%,61.4%,48.0%,48.1%,90.2%,75.6%,51.0%,22.8,2022.0,2022-01-01
104,Elvis Peguero,LAA,17.1,34.0%,69.7%,51.6%,56.6%,86.8%,76.7%,49.4%,22.2,2022.0,2022-01-01
105,Wandy Peralta,NYY,56.1,33.8%,74.1%,51.2%,45.2%,81.6%,67.9%,43.1%,21.9,2022.0,2022-01-01
106,Colin Poche,TBR,58.2,33.8%,70.4%,51.4%,64.9%,80.2%,75.0%,48.0%,24.2,2022.0,2022-01-01
107,Trevor Stephan,CLE,63.2,33.7%,67.3%,50.0%,48.0%,77.7%,67.4%,48.5%,25.8,2022.0,2022-01-01
108,Jordan Romano,TOR,64.0,33.7%,67.7%,52.2%,50.7%,80.5%,71.7%,54.4%,24.8,2022.0,2022-01-01
109,Zac Gallen,ARI,184.0,33.7%,61.2%,47.1%,63.0%,87.4%,78.4%,48.6%,23.7,2022.0,2022-01-01
110,Julian Merryweather,TOR,26.2,33.7%,69.6%,53.0%,49.2%,91.7%,79.2%,53.7%,22.7,2022.0,2022-01-01
111,Zack Weiss,LAA,13.1,33.6%,60.2%,45.5%,38.5%,78.6%,62.1%,44.5%,23.1,2022.0,2022-01-01
112,Logan Webb,SFG,192.1,33.6%,60.2%,47.0%,59.9%,87.0%,77.4%,50.6%,20.8,2022.0,2022-01-01
113,Eduard Bazardo,BOS,16.1,33.6%,63.0%,47.0%,55.8%,89.7%,76.6%,45.8%,20.2,2022.0,2022-01-01
114,Erik Swanson,SEA,53.2,33.6%,71.3%,52.9%,64.6%,74.1%,71.2%,51.2%,24.2,2022.0,2022-01-01
115,Max Fried,ATL,185.1,33.6%,67.2%,49.5%,58.5%,85.4%,75.9%,47.6%,24.3,2022.0,2022-01-01
116,Connor Brogdon,PHI,44.0,33.5%,69.2%,51.8%,50.9%,78.2%,69.6%,51.3%,25.6,2022.0,2022-01-01
117,Triston McKenzie,CLE,191.1,33.5%,70.4%,52.5%,53.4%,85.0%,75.2%,51.4%,21.5,2022.0,2022-01-01
118,Chris Stratton,- - -,63.1,33.4%,65.5%,47.9%,61.2%,85.3%,76.1%,45.3%,25.2,2022.0,2022-01-01
119,Albert Pujols,STL,1.0,33.3%,55.6%,40.7%,100.0%,100.0%,100.0%,33.3%,11.2,2022.0,2022-01-01
120,Justin Wilson,CIN,3.2,33.3%,56.7%,46.3%,50.0%,64.7%,60.0%,55.6%,24.4,2022.0,2022-01-01
121,Chris Owings,BAL,1.0,33.3%,71.4%,60.0%,100.0%,100.0%,100.0%,70.0%,13.8,2022.0,2022-01-01
122,Andrew Bellatti,PHI,54.1,33.3%,65.3%,46.8%,44.6%,80.1%,65.6%,42.3%,29.0,2022.0,2022-01-01
123,Phil Gosselin,LAA,1.0,33.3%,100.0%,60.0%,100.0%,100.0%,100.0%,40.0%,10.5,2022.0,2022-01-01
124,Zack Littell,SFG,44.1,33.3%,72.2%,52.4%,63.6%,80.6%,75.1%,48.9%,22.0,2022.0,2022-01-01
125,Locke St. John,CHC,2.0,33.3%,76.5%,58.6%,25.0%,76.9%,64.7%,58.6%,18.4,2022.0,2022-01-01
126,Bubby Rossman,PHI,1.0,33.3%,55.6%,44.4%,33.3%,60.0%,50.0%,50.0%,18.0,2022.0,2022-01-01
127,Max Schrock,CIN,1.0,33.3%,92.9%,65.4%,100.0%,100.0%,100.0%,53.8%,11.8,2022.0,2022-01-01
128,James Naile,STL,9.0,33.3%,69.7%,52.4%,65.0%,87.0%,80.3%,52.4%,23.0,2022.0,2022-01-01
129,Drew Carlton,DET,8.2,33.3%,72.7%,55.0%,72.2%,87.5%,83.3%,55.0%,20.6,2022.0,2022-01-01
130,Corey Kluber,TBR,164.0,33.2%,66.3%,51.0%,58.6%,85.9%,77.7%,53.8%,22.2,2022.0,2022-01-01
131,Marco Gonzales,SEA,183.0,33.2%,68.5%,50.7%,74.5%,87.9%,83.4%,49.6%,20.9,2022.0,2022-01-01
132,Scott Effross,- - -,56.2,33.2%,58.6%,47.1%,63.9%,84.4%,77.9%,54.8%,25.2,2022.0,2022-01-01
133,Nathan Eovaldi,BOS,109.1,33.0%,69.3%,52.3%,54.6%,85.2%,76.2%,53.2%,23.1,2022.0,2022-01-01
134,Jose Quintana,- - -,165.2,33.0%,66.7%,47.7%,61.0%,88.5%,77.8%,43.5%,23.1,2022.0,2022-01-01
135,Oliver Ortega,LAA,34.0,33.0%,70.0%,50.4%,54.5%,90.4%,78.0%,47.1%,24.1,2022.0,2022-01-01
136,Tyler Holton,ARI,9.0,33.0%,73.2%,50.9%,51.7%,84.6%,72.8%,44.7%,21.4,2022.0,2022-01-01
137,Shane Bieber,CLE,200.0,33.0%,65.1%,49.5%,40.1%,86.9%,71.8%,51.5%,19.9,2022.0,2022-01-01
138,Jose Alvarado,PHI,51.0,32.9%,64.0%,46.7%,41.4%,77.9%,63.5%,44.2%,26.7,2022.0,2022-01-01
139,Luis Perdomo,MIL,23.2,32.8%,67.6%,50.9%,57.8%,86.0%,77.2%,51.9%,18.4,2022.0,2022-01-01
140,Tommy Milone,SEA,16.2,32.8%,61.2%,46.6%,72.5%,94.4%,86.5%,48.7%,19.3,2022.0,2022-01-01
141,Joely Rodriguez,NYM,50.1,32.8%,52.4%,42.5%,55.4%,84.5%,73.2%,49.6%,22.4,2022.0,2022-01-01
142,Tanner Rainey,WSN,30.0,32.8%,68.9%,52.2%,53.2%,75.1%,68.8%,53.7%,25.2,2022.0,2022-01-01
143,Parker Mushinski,HOU,7.1,32.7%,66.1%,49.5%,44.4%,70.3%,61.8%,50.5%,22.8,2022.0,2022-01-01
144,Brusdar Graterol,LAD,49.2,32.7%,73.8%,57.1%,60.7%,87.8%,81.5%,59.5%,22.9,2022.0,2022-01-01
145,Chasen Shreve,NYM,26.1,32.6%,62.9%,45.4%,56.7%,86.6%,74.2%,42.3%,23.7,2022.0,2022-01-01
146,Andrew Chafin,DET,57.1,32.6%,64.4%,46.7%,40.5%,89.1%,70.2%,44.4%,24.4,2022.0,2022-01-01
147,Reynaldo Lopez,CHW,65.1,32.6%,67.3%,49.9%,56.2%,80.1%,72.3%,49.8%,26.9,2022.0,2022-01-01
148,Keegan Akin,BAL,81.2,32.6%,68.3%,52.7%,60.8%,83.2%,77.1%,56.3%,19.7,2022.0,2022-01-01
149,Dean Kremer,BAL,125.1,32.6%,67.0%,50.3%,63.2%,88.3%,80.4%,51.6%,22.3,2022.0,2022-01-01
150,Frankie Montas,- - -,144.1,32.5%,71.5%,51.1%,57.8%,84.0%,75.3%,47.7%,25.1,2022.0,2022-01-01
151,Jordan Montgomery,- - -,178.1,32.5%,68.7%,50.5%,59.0%,81.9%,74.5%,49.7%,24.9,2022.0,2022-01-01
152,J.P. Feyereisen,TBR,24.1,32.4%,72.2%,51.2%,47.5%,77.8%,67.6%,47.1%,25.5,2022.0,2022-01-01
153,Corbin Burnes,MIL,202.0,32.4%,63.2%,46.1%,43.9%,82.0%,67.1%,44.4%,25.6,2022.0,2022-01-01
154,Matt Moore,TEX,74.0,32.4%,68.8%,50.5%,51.2%,79.9%,70.6%,49.8%,24.4,2022.0,2022-01-01
155,Drew Smyly,CHC,106.1,32.4%,70.2%,51.9%,57.6%,84.8%,76.6%,51.8%,20.7,2022.0,2022-01-01
156,Austin Pruitt,OAK,55.1,32.3%,69.1%,50.7%,64.1%,83.5%,77.3%,49.9%,20.8,2022.0,2022-01-01
157,Jose Leclerc,TEX,47.2,32.3%,69.8%,47.6%,43.3%,76.3%,63.1%,40.9%,24.5,2022.0,2022-01-01
158,Hector Neris,HOU,65.1,32.3%,65.0%,49.3%,43.9%,83.6%,71.1%,51.9%,24.1,2022.0,2022-01-01
159,Shane McClanahan,TBR,166.1,32.2%,66.0%,49.5%,47.3%,78.3%,68.5%,51.2%,20.6,2022.0,2022-01-01
160,Packy Naughton,STL,32.0,32.2%,63.7%,47.2%,60.0%,84.1%,75.5%,47.5%,21.8,2022.0,2022-01-01
161,Reed Garrett,WSN,9.1,32.2%,67.9%,46.9%,67.6%,89.1%,80.4%,41.3%,25.2,2022.0,2022-01-01
162,Domingo Acevedo,OAK,67.2,32.2%,75.1%,54.5%,49.0%,79.6%,71.0%,52.0%,26.0,2022.0,2022-01-01
163,Spencer Strider,ATL,131.2,32.2%,66.5%,49.9%,48.3%,78.1%,68.8%,51.6%,21.9,2022.0,2022-01-01
164,Ryan Weber,NYY,10.2,32.1%,54.9%,44.9%,77.8%,97.4%,91.2%,55.9%,17.9,2022.0,2022-01-01
165,Chris Paddack,MIN,22.1,32.1%,67.8%,52.3%,70.6%,83.7%,80.2%,56.7%,22.3,2022.0,2022-01-01
166,Alexis Diaz,CIN,63.2,32.1%,67.3%,48.8%,44.9%,78.0%,66.6%,47.4%,25.3,2022.0,2022-01-01
167,Tim Mayza,TOR,48.2,32.0%,60.8%,45.6%,63.7%,88.5%,79.3%,47.1%,21.8,2022.0,2022-01-01
168,David Bednar,PIT,51.2,32.0%,68.9%,49.9%,54.0%,77.2%,69.5%,48.5%,25.4,2022.0,2022-01-01
169,Eli Morgan,CLE,66.2,32.0%,68.8%,51.5%,62.1%,82.7%,76.7%,53.0%,22.7,2022.0,2022-01-01
170,Miguel Diaz,DET,3.2,32.0%,71.0%,53.6%,37.5%,77.3%,66.7%,55.4%,18.4,2022.0,2022-01-01
171,Felix Bautista,BAL,65.2,32.0%,68.3%,50.3%,49.4%,79.2%,69.8%,50.4%,24.1,2022.0,2022-01-01
172,Yerry De Los Santos,PIT,25.2,32.0%,58.4%,43.9%,60.8%,92.4%,79.7%,45.0%,23.2,2022.0,2022-01-01
173,Brooks Raley,TBR,53.2,32.0%,62.3%,46.4%,56.3%,84.5%,74.3%,47.6%,22.2,2022.0,2022-01-01
174,Tyler Wells,BAL,103.2,32.0%,68.6%,50.5%,64.2%,83.8%,77.7%,50.7%,24.3,2022.0,2022-01-01
175,Gerrit Cole,NYY,200.2,32.0%,65.6%,48.1%,48.8%,81.3%,70.1%,47.9%,22.9,2022.0,2022-01-01
176,Liam Hendriks,CHW,57.2,31.9%,66.6%,47.4%,36.3%,76.5%,61.5%,44.5%,25.7,2022.0,2022-01-01
177,Buck Farmer,CIN,47.0,31.9%,62.2%,45.2%,59.3%,79.9%,71.8%,43.9%,24.3,2022.0,2022-01-01
178,Garrett Richards,TEX,42.2,31.9%,70.1%,50.3%,54.7%,86.2%,75.8%,48.2%,23.9,2022.0,2022-01-01
179,Jackson Kowar,KCR,15.2,31.8%,59.7%,45.7%,50.0%,92.4%,77.5%,49.5%,20.3,2022.0,2022-01-01
180,Josh Fleming,TBR,35.0,31.8%,68.4%,48.6%,64.9%,85.6%,78.3%,45.9%,21.2,2022.0,2022-01-01
181,Jose Butto,NYM,4.0,31.8%,72.2%,54.1%,50.0%,89.7%,79.2%,55.1%,25.6,2022.0,2022-01-01
182,Anthony Bass,- - -,70.1,31.8%,65.8%,48.6%,39.6%,85.0%,69.9%,49.3%,24.4,2022.0,2022-01-01
183,Jonathan Loaisiga,NYY,48.0,31.8%,69.2%,50.2%,63.7%,83.1%,76.9%,49.2%,28.6,2022.0,2022-01-01
184,Drew Steckenrider,SEA,14.1,31.8%,74.8%,52.1%,77.1%,83.2%,81.2%,47.2%,22.5,2022.0,2022-01-01
185,Jose Urquidy,HOU,164.1,31.8%,69.1%,51.8%,65.3%,86.6%,80.6%,53.6%,21.0,2022.0,2022-01-01
186,Jose Suarez,LAA,109.0,31.8%,67.8%,51.0%,59.5%,84.0%,76.9%,53.4%,26.0,2022.0,2022-01-01
187,Dylan Cease,CHW,184.0,31.8%,66.2%,47.2%,49.4%,79.3%,68.2%,45.0%,23.4,2022.0,2022-01-01
188,Luis Ortiz,SFG,8.2,31.7%,72.7%,50.8%,70.0%,75.0%,73.3%,46.6%,22.8,2022.0,2022-01-01
189,Kevin Ginkel,ARI,29.1,31.7%,58.2%,45.5%,45.2%,89.0%,74.3%,52.0%,23.4,2022.0,2022-01-01
190,Jose Alvarez,SFG,15.1,31.7%,64.8%,47.3%,65.2%,85.5%,78.3%,46.9%,25.1,2022.0,2022-01-01
191,Carlos Rodon,SFG,178.0,31.7%,67.5%,49.7%,56.2%,78.4%,71.4%,50.4%,23.6,2022.0,2022-01-01
192,Nick Martinez,SDP,106.1,31.7%,62.7%,47.2%,56.9%,84.4%,75.1%,49.8%,24.5,2022.0,2022-01-01
193,Emilio Pagan,MIN,63.0,31.7%,71.0%,51.7%,58.3%,78.9%,72.7%,50.9%,27.8,2022.0,2022-01-01
194,Bryan Abreu,HOU,60.1,31.7%,69.4%,49.1%,33.3%,79.5%,63.5%,46.2%,25.4,2022.0,2022-01-01
195,Richard Bleier,MIA,50.2,31.7%,71.5%,54.9%,61.4%,89.4%,82.7%,58.5%,23.7,2022.0,2022-01-01
196,Patrick Sandoval,LAA,148.2,31.7%,64.6%,48.0%,54.0%,81.5%,72.4%,49.7%,25.3,2022.0,2022-01-01
197,Taylor Clarke,KCR,49.0,31.6%,75.5%,53.6%,58.1%,85.2%,77.2%,49.9%,26.0,2022.0,2022-01-01
198,Trevor Richards,TOR,64.0,31.6%,64.0%,44.5%,49.3%,78.8%,66.2%,39.9%,21.5,2022.0,2022-01-01
199,Blake Snell,SDP,128.0,31.6%,66.7%,47.8%,49.4%,80.3%,69.3%,46.1%,24.3,2022.0,2022-01-01
200,Phil Maton,HOU,65.2,31.6%,65.2%,47.9%,53.9%,80.3%,71.4%,48.5%,24.6,2022.0,2022-01-01
201,Bruce Zimmermann,BAL,73.2,31.6%,66.3%,50.4%,67.1%,88.1%,82.1%,54.1%,23.2,2022.0,2022-01-01
202,Luke Weaver,- - -,35.2,31.6%,74.2%,52.7%,60.9%,87.9%,79.7%,49.5%,23.7,2022.0,2022-01-01
203,Julio Urias,LAD,175.0,31.6%,67.7%,51.4%,57.0%,86.3%,78.2%,54.8%,24.3,2022.0,2022-01-01
204,Aaron Loup,LAA,58.2,31.5%,65.8%,48.8%,60.9%,84.1%,76.7%,50.5%,23.7,2022.0,2022-01-01
205,Jalen Beeks,TBR,61.0,31.5%,68.0%,48.3%,53.8%,80.6%,71.2%,46.2%,23.0,2022.0,2022-01-01
206,Dennis Santana,TEX,58.2,31.5%,60.1%,44.2%,53.2%,87.9%,74.2%,44.5%,26.9,2022.0,2022-01-01
207,Ken Giles,SEA,4.1,31.4%,67.9%,47.6%,45.5%,78.9%,66.7%,44.4%,25.8,2022.0,2022-01-01
208,Tommy Romero,- - -,8.1,31.4%,61.6%,45.0%,72.7%,83.0%,79.1%,45.0%,20.5,2022.0,2022-01-01
209,Trevor Megill,MIN,45.0,31.4%,67.3%,49.6%,60.8%,83.7%,76.6%,50.6%,23.3,2022.0,2022-01-01
